,0,1,2,3,4,5,6,Stock
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,coromandelinternational
25,Deferred Tax,-3.98,2.57,-3.09,-55.08,-15.27,,coromandelinternational
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,coromandelinternational
27,Total Tax Expenses,687.91,521.29,456.80,313.47,372.10,,coromandelinternational
28,Profit/Loss After Tax And Before ExtraOrdinary Items,2037.43,1524.72,1323.75,1064.26,719.64,,coromandelinternational
29,Profit/Loss From Continuing Operations,2037.43,1524.72,1323.75,1064.26,719.64,,coromandelinternational
30,Profit/Loss For The Period,2037.43,1524.72,1323.75,1064.26,719.64,,coromandelinternational
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,coromandelinternational
32,Consolidated Profit/Loss After MI And Associates,2012.94,1528.46,1329.15,1065.04,720.48,,coromandelinternational
33,OTHER ADDITIONAL INFORMATION,,,,,,,coromandelinternational
34,EARNINGS PER SHARE,,,,,,,coromandelinternational
35,Basic EPS (Rs.),69.00,52.00,45.00,36.00,25.00,,coromandelinternational
36,Diluted EPS (Rs.),68.00,52.00,45.00,36.00,25.00,,coromandelinternational
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,coromandelinternational
38,Equity Share Dividend,352.64,352.13,527.72,123.43,229.15,,coromandelinternational
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,coromandelinternational
0,Profit & Loss account of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,cromptongreavesconsumerelectrical
2,INCOME,,,,,,,cromptongreavesconsumerelectrical
3,Revenue From Operations [Gross],6832.55,5374.06,4792.19,4505.47,4463.88,,cromptongreavesconsumerelectrical
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
5,Revenue From Operations [Net],6832.55,5374.06,4792.19,4505.47,4463.88,,cromptongreavesconsumerelectrical
6,Total Operating Revenues,6869.61,5394.11,4803.51,4520.26,4478.91,,cromptongreavesconsumerelectrical
7,Other Income,66.78,72.65,75.75,59.05,48.01,,cromptongreavesconsumerelectrical
8,Total Revenue,6936.39,5466.76,4879.26,4579.31,4526.92,,cromptongreavesconsumerelectrical
9,EXPENSES,,,,,,,cromptongreavesconsumerelectrical
10,Cost Of Materials Consumed,1734.96,1193.91,986.31,979.46,1056.49,,cromptongreavesconsumerelectrical
11,Purchase Of Stock-In Trade,3011.32,2467.57,2320.00,2217.16,2058.62,,cromptongreavesconsumerelectrical
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
13,Changes In Inventories Of FGWIP And Stock In Trade,-65.93,40.30,-39.07,-126.29,-23.29,,cromptongreavesconsumerelectrical
14,Employee Benefit Expenses,540.80,362.39,336.58,310.95,291.88,,cromptongreavesconsumerelectrical
15,Finance Costs,109.18,35.31,42.91,40.67,59.60,,cromptongreavesconsumerelectrical
16,Depreciation And Amortisation Expenses,115.92,42.28,29.69,26.79,12.89,,cromptongreavesconsumerelectrical
17,Other Expenses,877.99,560.49,479.21,539.88,510.89,,cromptongreavesconsumerelectrical
18,Total Expenses,6324.24,4702.25,4155.63,3988.62,3967.08,,cromptongreavesconsumerelectrical
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",612.15,764.51,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
20,Exceptional Items,0.00,-12.97,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
21,Profit/Loss Before Tax,612.15,751.54,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
22,Tax Expenses-Continued Operations,,,,,,,cromptongreavesconsumerelectrical
23,Current Tax,178.62,159.52,115.61,84.00,171.12,,cromptongreavesconsumerelectrical
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
25,Deferred Tax,-26.16,9.67,-8.63,10.30,-12.67,,cromptongreavesconsumerelectrical
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
27,Total Tax Expenses,135.75,173.16,106.98,94.30,158.45,,cromptongreavesconsumerelectrical
28,Profit/Loss After Tax And Before ExtraOrdinary Items,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
29,Profit/Loss From Continuing Operations,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
30,Profit/Loss For The Period,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
31,Minority Interest,-13.19,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
32,Consolidated Profit/Loss After MI And Associates,463.21,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
33,OTHER ADDITIONAL INFORMATION,,,,,,,cromptongreavesconsumerelectrical
34,EARNINGS PER SHARE,,,,,,,cromptongreavesconsumerelectrical
35,Basic EPS (Rs.),7.00,9.00,10.00,8.00,6.00,,cromptongreavesconsumerelectrical
36,Diluted EPS (Rs.),7.00,9.00,10.00,8.00,6.00,,cromptongreavesconsumerelectrical
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,cromptongreavesconsumerelectrical
38,Equity Share Dividend,158.41,156.96,188.20,151.17,125.40,,cromptongreavesconsumerelectrical
39,Tax On Dividend,0.00,0.00,0.00,0.00,6.84,,cromptongreavesconsumerelectrical
0,Profit & Loss account of Cummins India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,cumminsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,cumminsindia
2,INCOME,,,,,,,cumminsindia
3,Revenue From Operations [Gross],7641.40,6056.97,4287.49,5095.87,5564.55,,cumminsindia
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,cumminsindia
5,Revenue From Operations [Net],7641.40,6056.97,4287.49,5095.87,5564.55,,cumminsindia
6,Total Operating Revenues,7772.09,6170.92,4360.08,5191.45,5697.31,,cumminsindia
7,Other Income,308.15,243.19,273.78,257.49,235.07,,cumminsindia
8,Total Revenue,8080.24,6414.11,4633.86,5448.94,5932.38,,cumminsindia
9,EXPENSES,,,,,,,cumminsindia
10,Cost Of Materials Consumed,4567.98,3574.29,2329.76,2587.99,2688.83,,cumminsindia
11,Purchase Of Stock-In Trade,781.23,571.45,454.54,747.18,971.09,,cumminsindia
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,cumminsindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-126.69,-38.58,-20.68,36.62,-40.01,,cumminsindia
14,Employee Benefit Expenses,648.88,614.53,509.77,577.75,561.91,,cumminsindia
15,Finance Costs,16.24,12.16,16.76,21.02,16.77,,cumminsindia
16,Depreciation And Amortisation Expenses,142.04,135.62,127.19,120.58,111.10,,cumminsindia
17,Other Expenses,652.95,561.17,504.64,652.73,646.44,,cumminsindia
18,Total Expenses,6682.63,5430.64,3921.98,4743.87,4956.13,,cumminsindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1397.61,983.47,711.88,705.07,976.25,,cumminsindia
20,Exceptional Items,-14.30,132.36,0.00,-19.85,0.00,,cumminsindia
21,Profit/Loss Before Tax,1383.31,1115.83,711.88,685.22,976.25,,cumminsindia
22,Tax Expenses-Continued Operations,,,,,,,cumminsindia
23,Current Tax,355.63,261.36,188.34,158.99,306.93,,cumminsindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,cumminsindia
25,Deferred Tax,5.95,14.90,1.94,-57.03,19.47,,cumminsindia
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,cumminsindia
27,Total Tax Expenses,363.14,273.24,189.97,101.87,326.28,,cumminsindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1020.17,842.59,521.91,583.35,649.97,,cumminsindia
29,Profit/Loss From Continuing Operations,1020.17,842.59,521.91,583.35,649.97,,cumminsindia
30,Profit/Loss For The Period,1020.17,842.59,521.91,583.35,649.97,,cumminsindia
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,cumminsindia
32,Consolidated Profit/Loss After MI And Associates,1228.15,933.74,635.03,705.61,742.61,,cumminsindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,cumminsindia
34,EARNINGS PER SHARE,,,,,,,cumminsindia
35,Basic EPS (Rs.),44.00,34.00,23.00,25.00,27.00,,cumminsindia
36,Diluted EPS (Rs.),44.00,34.00,23.00,25.00,27.00,,cumminsindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,cumminsindia
38,Equity Share Dividend,332.64,221.76,194.04,471.24,471.24,,cumminsindia
39,Tax On Dividend,0.00,0.00,0.00,96.87,96.87,,cumminsindia
0,Profit & Loss account of DLF (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,dlf
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,dlf
2,INCOME,,,,,,,dlf
3,Revenue From Operations [Gross],5681.97,5708.99,5405.23,6077.09,8361.32,,dlf
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,dlf
5,Revenue From Operations [Net],5681.97,5708.99,5405.23,6077.09,8361.32,,dlf
6,Total Operating Revenues,5694.83,5717.39,5414.06,6082.77,8366.09,,dlf
7,Other Income,317.31,420.46,530.83,805.37,663.32,,dlf
8,Total Revenue,6012.14,6137.84,5944.89,6888.14,9029.41,,dlf
9,EXPENSES,,,,,,,dlf
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,dlf
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,dlf
12,Operating And Direct Expenses,2433.96,2744.96,2849.23,3380.42,4951.10,,dlf
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,dlf
14,Employee Benefit Expenses,547.88,353.99,313.78,356.72,351.62,,dlf
15,Finance Costs,392.14,624.55,853.36,1426.94,2061.87,,dlf
16,Depreciation And Amortisation Expenses,148.63,149.44,159.48,200.30,224.63,,dlf
17,Other Expenses,987.11,875.88,833.25,1210.62,921.86,,dlf
18,Total Expenses,4509.72,4748.82,5009.11,6575.01,8511.08,,dlf
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1502.42,1389.03,935.78,313.13,518.33,,dlf
20,Exceptional Items,0.00,-224.43,-96.21,340.33,127.32,,dlf
21,Profit/Loss Before Tax,1502.42,1164.59,839.57,653.46,645.65,,dlf
22,Tax Expenses-Continued Operations,,,,,,,dlf
23,Current Tax,56.88,59.48,105.93,62.43,108.66,,dlf
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,-1.78,-12.18,,dlf
25,Deferred Tax,407.23,261.50,256.35,2068.46,156.54,,dlf
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,dlf
27,Total Tax Expenses,401.50,320.97,362.28,2132.67,277.37,,dlf
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1100.92,843.62,477.29,-1479.21,368.27,,dlf
29,Profit/Loss From Continuing Operations,1100.92,843.62,477.29,-1479.21,368.27,,dlf
30,Profit/Loss For The Period,1100.92,843.62,477.29,-1479.21,368.27,,dlf
31,Minority Interest,1.88,0.54,11.01,6.49,5.15,,dlf
32,Consolidated Profit/Loss After MI And Associates,2035.83,1500.85,1093.60,-583.20,1319.20,,dlf
33,OTHER ADDITIONAL INFORMATION,,,,,,,dlf
34,EARNINGS PER SHARE,,,,,,,dlf
35,Basic EPS (Rs.),8.00,6.00,4.00,-2.00,7.00,,dlf
36,Diluted EPS (Rs.),8.00,6.00,4.00,-2.00,6.00,,dlf
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,dlf
38,Equity Share Dividend,742.59,495.06,198.02,792.10,142.75,,dlf
39,Tax On Dividend,0.00,0.00,0.00,19.62,29.34,,dlf
0,Profit & Loss account of Dabur India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,daburindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,daburindia
2,INCOME,,,,,,,daburindia
3,Revenue From Operations [Gross],11426.51,10808.03,9507.81,8622.87,8437.30,,daburindia
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,15.05,18.95,18.06,,daburindia
5,Revenue From Operations [Net],11426.51,10808.03,9492.76,8603.92,8419.24,,daburindia
6,Total Operating Revenues,11529.89,10888.68,9546.60,8684.64,8514.99,,daburindia
7,Other Income,445.39,393.16,325.29,305.29,296.17,,daburindia
8,Total Revenue,11975.28,11281.84,9871.89,8989.93,8811.16,,daburindia
9,EXPENSES,,,,,,,daburindia
10,Cost Of Materials Consumed,5306.97,4766.12,3998.58,3731.71,3475.35,,daburindia
11,Purchase Of Stock-In Trade,1052.49,882.12,982.53,674.62,802.98,,daburindia
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,daburindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-90.79,-8.55,-207.20,-65.04,12.64,,daburindia
14,Employee Benefit Expenses,1137.00,1079.95,1033.46,947.74,937.91,,daburindia
15,Finance Costs,78.24,38.60,30.81,49.54,59.58,,daburindia
16,Depreciation And Amortisation Expenses,310.96,252.89,240.13,220.45,176.90,,daburindia
17,Other Expenses,1960.10,1915.23,1736.55,1603.26,1546.55,,daburindia
18,Total Expenses,9754.97,8926.36,7814.86,7162.28,7011.91,,daburindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2220.31,2355.48,2057.03,1827.65,1799.25,,daburindia
20,Exceptional Items,0.00,-85.00,0.00,-100.00,-75.34,,daburindia
21,Profit/Loss Before Tax,2220.31,2270.48,2057.03,1727.65,1723.91,,daburindia
22,Tax Expenses-Continued Operations,,,,,,,daburindia
23,Current Tax,481.63,442.17,505.18,465.42,406.99,,daburindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,daburindia
25,Deferred Tax,35.72,84.21,-144.11,-185.70,-128.37,,daburindia
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,daburindia
27,Total Tax Expenses,517.35,526.38,361.07,279.72,278.62,,daburindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1702.96,1744.10,1695.96,1447.93,1445.29,,daburindia
29,Profit/Loss From Continuing Operations,1702.96,1744.10,1695.96,1447.93,1445.29,,daburindia
30,Profit/Loss For The Period,1702.96,1744.10,1695.96,1447.93,1445.29,,daburindia
31,Minority Interest,5.82,-3.08,-1.65,-2.96,-3.92,,daburindia
32,Consolidated Profit/Loss After MI And Associates,1707.15,1739.22,1693.30,1444.96,1442.33,,daburindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,daburindia
34,EARNINGS PER SHARE,,,,,,,daburindia
35,Basic EPS (Rs.),10.00,10.00,10.00,8.00,8.00,,daburindia
36,Diluted EPS (Rs.),10.00,10.00,10.00,8.00,8.00,,daburindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,daburindia
38,Equity Share Dividend,921.31,972.32,592.09,617.78,1324.71,,daburindia
39,Tax On Dividend,0.00,0.00,0.00,0.00,272.30,,daburindia
0,Profit & Loss account of Dalmia Bharat (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,dalmiabharat
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,dalmiabharat
2,INCOME,,,,,,,dalmiabharat
3,Revenue From Operations [Gross],13237.00,11236.00,10396.00,9515.00,9206.00,,dalmiabharat
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,dalmiabharat
5,Revenue From Operations [Net],13237.00,11236.00,10396.00,9515.00,9206.00,,dalmiabharat
6,Total Operating Revenues,13540.00,11286.00,10522.00,9674.00,9484.00,,dalmiabharat
7,Other Income,138.00,155.00,182.00,217.00,235.00,,dalmiabharat
8,Total Revenue,13678.00,11441.00,10704.00,9891.00,9719.00,,dalmiabharat
9,EXPENSES,,,,,,,dalmiabharat
10,Cost Of Materials Consumed,5585.00,4100.00,1671.00,1654.00,1794.00,,dalmiabharat
11,Purchase Of Stock-In Trade,52.00,7.00,41.00,67.00,138.00,,dalmiabharat
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,dalmiabharat
13,Changes In Inventories Of FGWIP And Stock In Trade,23.00,-65.00,68.00,25.00,-147.00,,dalmiabharat
14,Employee Benefit Expenses,771.00,744.00,713.00,675.00,648.00,,dalmiabharat
15,Finance Costs,234.00,202.00,303.00,415.00,551.00,,dalmiabharat
16,Depreciation And Amortisation Expenses,1305.00,1236.00,1262.00,1528.00,1296.00,,dalmiabharat
17,Other Expenses,4793.00,4069.00,5238.00,5170.00,5100.00,,dalmiabharat
18,Total Expenses,12763.00,10293.00,9296.00,9534.00,9380.00,,dalmiabharat
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",915.00,1148.00,1408.00,357.00,339.00,,dalmiabharat
20,Exceptional Items,-144.00,-2.00,0.00,0.00,0.00,,dalmiabharat
21,Profit/Loss Before Tax,771.00,1146.00,1408.00,357.00,339.00,,dalmiabharat
22,Tax Expenses-Continued Operations,,,,,,,dalmiabharat
23,Current Tax,32.00,187.00,22.00,114.00,112.00,,dalmiabharat
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,dalmiabharat
25,Deferred Tax,239.00,-211.00,374.00,-16.00,-119.00,,dalmiabharat
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,dalmiabharat
27,Total Tax Expenses,242.00,-14.00,165.00,119.00,-10.00,,dalmiabharat
28,Profit/Loss After Tax And Before ExtraOrdinary Items,529.00,1160.00,1243.00,238.00,349.00,,dalmiabharat
29,Profit/Loss From Continuing Operations,529.00,1160.00,1243.00,238.00,349.00,,dalmiabharat
30,Profit/Loss For The Period,525.00,1168.00,1243.00,238.00,349.00,,dalmiabharat
31,Minority Interest,-44.00,-29.00,-12.00,-14.00,-41.00,,dalmiabharat
32,Consolidated Profit/Loss After MI And Associates,1035.00,1144.00,1231.00,224.00,308.00,,dalmiabharat
33,OTHER ADDITIONAL INFORMATION,,,,,,,dalmiabharat
34,EARNINGS PER SHARE,,,,,,,dalmiabharat
35,Basic EPS (Rs.),55.00,0.00,66.00,12.00,16.00,,dalmiabharat
36,Diluted EPS (Rs.),55.00,0.00,66.00,12.00,16.00,,dalmiabharat
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,dalmiabharat
38,Equity Share Dividend,169.00,0.00,0.00,77.00,33.00,,dalmiabharat
39,Tax On Dividend,0.00,0.00,0.00,16.00,7.00,,dalmiabharat
0,Profit & Loss account of Deepak Nitrite (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,deepaknitrite
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,deepaknitrite
2,INCOME,,,,,,,deepaknitrite
3,Revenue From Operations [Gross],7882.58,6773.34,4333.15,4192.63,2675.20,,deepaknitrite
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
5,Revenue From Operations [Net],7882.58,6773.34,4333.15,4192.63,2675.20,,deepaknitrite
6,Total Operating Revenues,7972.06,6802.19,4359.75,4229.71,2699.92,,deepaknitrite
7,Other Income,47.58,42.61,21.52,35.20,15.12,,deepaknitrite
8,Total Revenue,8019.64,6844.80,4381.27,4264.91,2715.04,,deepaknitrite
9,EXPENSES,,,,,,,deepaknitrite
10,Cost Of Materials Consumed,5936.49,4649.56,2539.01,2633.10,1955.60,,deepaknitrite
11,Purchase Of Stock-In Trade,144.06,0.00,0.00,0.00,52.02,,deepaknitrite
12,Operating And Direct Expenses,18.30,13.04,13.09,18.16,13.20,,deepaknitrite
13,Changes In Inventories Of FGWIP And Stock In Trade,-191.11,-96.60,-10.01,25.59,-153.59,,deepaknitrite
14,Employee Benefit Expenses,318.25,274.11,247.04,216.96,179.77,,deepaknitrite
15,Finance Costs,24.78,34.04,74.20,114.87,83.25,,deepaknitrite
16,Depreciation And Amortisation Expenses,166.30,177.70,152.63,139.73,77.79,,deepaknitrite
17,Other Expenses,456.69,358.50,323.59,310.10,239.03,,deepaknitrite
18,Total Expenses,6873.76,5410.35,3339.55,3458.51,2447.07,,deepaknitrite
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1145.88,1434.45,1041.72,806.40,267.98,,deepaknitrite
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
21,Profit/Loss Before Tax,1145.88,1434.45,1041.72,806.40,267.98,,deepaknitrite
22,Tax Expenses-Continued Operations,,,,,,,deepaknitrite
23,Current Tax,258.63,352.79,239.65,192.08,60.74,,deepaknitrite
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
25,Deferred Tax,35.25,15.02,26.26,3.29,33.58,,deepaknitrite
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
27,Total Tax Expenses,293.88,367.81,265.91,195.37,94.32,,deepaknitrite
28,Profit/Loss After Tax And Before ExtraOrdinary Items,852.00,1066.64,775.81,611.03,173.66,,deepaknitrite
29,Profit/Loss From Continuing Operations,852.00,1066.64,775.81,611.03,173.66,,deepaknitrite
30,Profit/Loss For The Period,852.00,1066.64,775.81,611.03,173.66,,deepaknitrite
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
32,Consolidated Profit/Loss After MI And Associates,852.00,1066.64,775.81,611.03,173.66,,deepaknitrite
33,OTHER ADDITIONAL INFORMATION,,,,,,,deepaknitrite
34,EARNINGS PER SHARE,,,,,,,deepaknitrite
35,Basic EPS (Rs.),62.00,78.00,57.00,45.00,13.00,,deepaknitrite
36,Diluted EPS (Rs.),62.00,78.00,57.00,45.00,13.00,,deepaknitrite
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,deepaknitrite
38,Equity Share Dividend,95.48,75.02,0.00,88.66,17.73,,deepaknitrite
39,Tax On Dividend,0.00,0.00,0.00,18.23,3.64,,deepaknitrite
0,Profit & Loss account of Delta Corp (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,deltacorp
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,deltacorp
2,INCOME,,,,,,,deltacorp
3,Revenue From Operations [Gross],1242.85,749.40,508.72,946.63,981.49,,deltacorp
4,Less: Excise/Sevice Tax/Other Levies,222.08,133.27,89.85,173.22,183.68,,deltacorp
5,Revenue From Operations [Net],1020.77,616.13,418.87,773.41,797.81,,deltacorp
6,Total Operating Revenues,1020.77,616.13,418.87,773.41,797.81,,deltacorp
7,Other Income,46.39,38.08,35.46,33.34,31.29,,deltacorp
8,Total Revenue,1067.16,654.21,454.33,806.75,829.10,,deltacorp
9,EXPENSES,,,,,,,deltacorp
10,Cost Of Materials Consumed,113.03,66.09,30.22,56.02,65.13,,deltacorp
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,deltacorp
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,deltacorp
13,Changes In Inventories Of FGWIP And Stock In Trade,-48.21,-29.38,-8.51,-10.22,-26.44,,deltacorp
14,Employee Benefit Expenses,159.05,122.94,93.65,112.16,110.02,,deltacorp
15,Finance Costs,9.61,5.89,5.44,5.06,1.78,,deltacorp
16,Depreciation And Amortisation Expenses,58.65,56.08,52.66,48.53,37.68,,deltacorp
17,Other Expenses,446.56,326.83,290.49,339.66,330.39,,deltacorp
18,Total Expenses,738.69,548.45,463.95,551.21,518.56,,deltacorp
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",328.47,105.76,-9.62,255.54,310.54,,deltacorp
20,Exceptional Items,0.00,-7.78,-8.96,0.70,4.27,,deltacorp
21,Profit/Loss Before Tax,328.47,97.98,-18.58,256.24,314.81,,deltacorp
22,Tax Expenses-Continued Operations,,,,,,,deltacorp
23,Current Tax,16.28,32.30,12.21,67.48,102.65,,deltacorp
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,deltacorp
25,Deferred Tax,47.95,-9.28,-3.98,4.46,11.42,,deltacorp
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,deltacorp
27,Total Tax Expenses,66.98,29.76,7.51,71.46,114.13,,deltacorp
28,Profit/Loss After Tax And Before ExtraOrdinary Items,261.49,68.22,-26.09,184.78,200.68,,deltacorp
29,Profit/Loss From Continuing Operations,261.49,68.22,-26.09,184.78,200.68,,deltacorp
30,Profit/Loss For The Period,261.49,68.22,-26.09,184.78,196.44,,deltacorp
31,Minority Interest,-0.94,-0.85,1.41,0.85,0.32,,deltacorp
32,Consolidated Profit/Loss After MI And Associates,261.37,66.99,-24.10,185.63,196.76,,deltacorp
33,OTHER ADDITIONAL INFORMATION,,,,,,,deltacorp
34,EARNINGS PER SHARE,,,,,,,deltacorp
35,Basic EPS (Rs.),10.00,3.00,-1.00,7.00,7.00,,deltacorp
36,Diluted EPS (Rs.),10.00,2.00,-1.00,7.00,7.00,,deltacorp
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,deltacorp
38,Equity Share Dividend,33.43,26.68,0.00,58.25,43.35,,deltacorp
39,Tax On Dividend,0.00,0.00,0.00,11.97,8.91,,deltacorp
0,Profit & Loss account of Divis Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,divislaboratories
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,divislaboratories
2,INCOME,,,,,,,divislaboratories
3,Revenue From Operations [Gross],7767.51,8799.23,6858.34,5291.17,4803.82,,divislaboratories
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,divislaboratories
5,Revenue From Operations [Net],7767.51,8799.23,6858.34,5291.17,4803.82,,divislaboratories
6,Total Operating Revenues,7767.51,8959.83,6969.40,5394.42,4946.26,,divislaboratories
7,Other Income,344.66,113.87,62.56,189.63,155.63,,divislaboratories
8,Total Revenue,8112.17,9073.70,7031.96,5584.05,5101.89,,divislaboratories
9,EXPENSES,,,,,,,divislaboratories
10,Cost Of Materials Consumed,3008.36,3476.56,2397.44,2198.41,2103.89,,divislaboratories
11,Purchase Of Stock-In Trade,22.33,14.41,5.31,16.11,25.92,,divislaboratories
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,divislaboratories
13,Changes In Inventories Of FGWIP And Stock In Trade,23.03,-523.83,-78.67,-105.98,-304.59,,divislaboratories
14,Employee Benefit Expenses,975.02,946.16,825.76,621.05,542.27,,divislaboratories
15,Finance Costs,0.67,0.80,0.87,6.10,3.50,,divislaboratories
16,Depreciation And Amortisation Expenses,343.18,311.51,255.59,186.24,168.90,,divislaboratories
17,Other Expenses,1370.95,1164.59,959.62,842.66,706.93,,divislaboratories
18,Total Expenses,5743.54,5390.20,4365.92,3764.59,3246.82,,divislaboratories
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2368.63,3683.50,2666.04,1819.46,1855.07,,divislaboratories
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,divislaboratories
21,Profit/Loss Before Tax,2368.63,3683.50,2666.04,1819.46,1855.07,,divislaboratories
22,Tax Expenses-Continued Operations,,,,,,,divislaboratories
23,Current Tax,545.25,644.00,616.46,392.79,475.51,,divislaboratories
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,divislaboratories
25,Deferred Tax,0.00,79.05,65.29,50.13,26.82,,divislaboratories
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,divislaboratories
27,Total Tax Expenses,545.25,723.05,681.75,442.92,502.33,,divislaboratories
