,Value,Num,Stock
0,Open,- -,colgatepalmoliveindia
1,Previous Close,- -,colgatepalmoliveindia
2,Volume,- -,colgatepalmoliveindia
3,Value(lacs),- -,colgatepalmoliveindia
0,High,- -,colgatepalmoliveindia
1,Low,- -,colgatepalmoliveindia
2,ATP,- -,colgatepalmoliveindia
3,Spot,- -,colgatepalmoliveindia
0,Open,706.0,containercorporationindia
1,Previous Close,704.8,containercorporationindia
2,Volume,474477.0,containercorporationindia
3,Value (Lacs),3313.98,containercorporationindia
4,i  VWAP,701.7,containercorporationindia
5,Beta,,containercorporationindia
0,High,708.7,containercorporationindia
1,Low,696.05,containercorporationindia
2,UC Limit,775.25,containercorporationindia
3,LC Limit,634.35,containercorporationindia
4,52 Week High,828.75,containercorporationindia
5,52 Week Low,555.0,containercorporationindia
0,TTM EPS See historical trend,18.42  (+2.69% YoY),containercorporationindia
1,TTM PE See historical trend,37.92  (Average PE),containercorporationindia
2,P/B See historical trend,3.80 (Average P/B),containercorporationindia
3,Face Value,5.00,containercorporationindia
0,Mkt Cap (Rs. Cr.),42556,containercorporationindia
1,Dividend Yield,1.58,containercorporationindia
2,20D Avg Volume,1471811,containercorporationindia
3,20D Avg Delivery(%),--,containercorporationindia
4,Sector PE,32.96,containercorporationindia
5,Book Value Per Share,184.25,containercorporationindia
0,Open,- -,containercorporationindia
1,Previous Close,- -,containercorporationindia
2,Volume,- -,containercorporationindia
3,Value(lacs),- -,containercorporationindia
0,High,- -,containercorporationindia
1,Low,- -,containercorporationindia
2,ATP,- -,containercorporationindia
3,Spot,- -,containercorporationindia
0,Open,1175.0,coromandelinternational
1,Previous Close,1171.8,coromandelinternational
2,Volume,146142.0,coromandelinternational
3,Value (Lacs),1678.73,coromandelinternational
4,i  VWAP,1158.68,coromandelinternational
5,Beta,,coromandelinternational
0,High,1177.8,coromandelinternational
1,Low,1143.05,coromandelinternational
2,UC Limit,1288.95,coromandelinternational
3,LC Limit,1054.65,coromandelinternational
4,52 Week High,1184.7,coromandelinternational
5,52 Week Low,838.0,coromandelinternational
0,TTM EPS See historical trend,68.20  (+18.54% YoY),coromandelinternational
1,TTM PE See historical trend,16.84  (Average PE),coromandelinternational
2,P/B See historical trend,4.28 (Average P/B),coromandelinternational
3,Face Value,1.00,coromandelinternational
0,Mkt Cap (Rs. Cr.),33817,coromandelinternational
1,Dividend Yield,1.04,coromandelinternational
2,20D Avg Volume,367050,coromandelinternational
3,20D Avg Delivery(%),--,coromandelinternational
4,Sector PE,13.55,coromandelinternational
5,Book Value Per Share,268.61,coromandelinternational
0,Open,- -,coromandelinternational
1,Previous Close,- -,coromandelinternational
2,Volume,- -,coromandelinternational
3,Value(lacs),- -,coromandelinternational
0,High,- -,coromandelinternational
1,Low,- -,coromandelinternational
2,ATP,- -,coromandelinternational
3,Spot,- -,coromandelinternational
0,Open,299.45,cromptongreavesconsumerelectrical
1,Previous Close,298.0,cromptongreavesconsumerelectrical
2,Volume,1245206.0,cromptongreavesconsumerelectrical
3,Value (Lacs),3731.88,cromptongreavesconsumerelectrical
4,i  VWAP,300.86,cromptongreavesconsumerelectrical
5,Beta,,cromptongreavesconsumerelectrical
0,High,303.8,cromptongreavesconsumerelectrical
1,Low,298.85,cromptongreavesconsumerelectrical
2,UC Limit,327.8,cromptongreavesconsumerelectrical
3,LC Limit,268.2,cromptongreavesconsumerelectrical
4,52 Week High,397.1,cromptongreavesconsumerelectrical
5,52 Week Low,251.0,cromptongreavesconsumerelectrical
0,TTM EPS See historical trend,7.19  (-24.65% YoY),cromptongreavesconsumerelectrical
1,TTM PE See historical trend,41.68  (Average PE),cromptongreavesconsumerelectrical
2,P/B See historical trend,7.22 (Low P/B),cromptongreavesconsumerelectrical
3,Face Value,2.00,cromptongreavesconsumerelectrical
0,Mkt Cap (Rs. Cr.),19186,cromptongreavesconsumerelectrical
1,Dividend Yield,1.00,cromptongreavesconsumerelectrical
2,20D Avg Volume,2106133,cromptongreavesconsumerelectrical
3,20D Avg Delivery(%),--,cromptongreavesconsumerelectrical
4,Sector PE,74.91,cromptongreavesconsumerelectrical
5,Book Value Per Share,41.56,cromptongreavesconsumerelectrical
0,Open,- -,cromptongreavesconsumerelectrical
1,Previous Close,- -,cromptongreavesconsumerelectrical
2,Volume,- -,cromptongreavesconsumerelectrical
3,Value(lacs),- -,cromptongreavesconsumerelectrical
0,High,- -,cromptongreavesconsumerelectrical
1,Low,- -,cromptongreavesconsumerelectrical
2,ATP,- -,cromptongreavesconsumerelectrical
3,Spot,- -,cromptongreavesconsumerelectrical
0,Open,1716.0,cumminsindia
1,Previous Close,1707.1,cumminsindia
2,Volume,711325.0,cumminsindia
3,Value (Lacs),12459.57,cumminsindia
4,i  VWAP,1747.24,cumminsindia
5,Beta,,cumminsindia
0,High,1757.8,cumminsindia
1,Low,1713.5,cumminsindia
2,UC Limit,1877.8,cumminsindia
3,LC Limit,1536.4,cumminsindia
4,52 Week High,1980.15,cumminsindia
5,52 Week Low,1177.8,cumminsindia
0,TTM EPS See historical trend,49.92  (+56.37% YoY),cumminsindia
1,TTM PE See historical trend,35.09  (Average PE),cumminsindia
2,P/B See historical trend,8.44 (High P/B),cumminsindia
3,Face Value,2.00,cumminsindia
0,Mkt Cap (Rs. Cr.),48554,cumminsindia
1,Dividend Yield,1.43,cumminsindia
2,20D Avg Volume,617919,cumminsindia
3,20D Avg Delivery(%),--,cumminsindia
4,Sector PE,36.96,cumminsindia
5,Book Value Per Share,207.73,cumminsindia
0,Open,- -,cumminsindia
1,Previous Close,- -,cumminsindia
2,Volume,- -,cumminsindia
3,Value(lacs),- -,cumminsindia
0,High,- -,cumminsindia
1,Low,- -,cumminsindia
2,ATP,- -,cumminsindia
3,Spot,- -,cumminsindia
0,Open,562.6,dlf
1,Previous Close,561.75,dlf
2,Volume,4106418.0,dlf
3,Value (Lacs),23213.58,dlf
4,i  VWAP,565.23,dlf
5,Beta,,dlf
0,High,569.0,dlf
1,Low,560.65,dlf
2,UC Limit,617.9,dlf
3,LC Limit,505.6,dlf
4,52 Week High,569.0,dlf
5,52 Week Low,336.5,dlf
0,TTM EPS See historical trend,8.46  (+28.21% YoY),dlf
1,TTM PE See historical trend,66.82  (High PE),dlf
2,P/B See historical trend,3.72 (High P/B),dlf
3,Face Value,2.00,dlf
0,Mkt Cap (Rs. Cr.),139929,dlf
1,Dividend Yield,0.71,dlf
2,20D Avg Volume,3370684,dlf
3,20D Avg Delivery(%),--,dlf
4,Sector PE,35.25,dlf
5,Book Value Per Share,152.25,dlf
0,Open,- -,dlf
1,Previous Close,- -,dlf
2,Volume,- -,dlf
3,Value(lacs),- -,dlf
0,High,- -,dlf
1,Low,- -,dlf
2,ATP,- -,dlf
3,Spot,- -,dlf
0,Open,544.45,daburindia
1,Previous Close,543.85,daburindia
2,Volume,1039964.0,daburindia
3,Value (Lacs),5654.8,daburindia
4,i  VWAP,544.61,daburindia
5,Beta,,daburindia
0,High,546.7,daburindia
1,Low,543.1,daburindia
2,UC Limit,598.2,daburindia
3,LC Limit,489.5,daburindia
4,52 Week High,610.75,daburindia
5,52 Week Low,503.65,daburindia
0,TTM EPS See historical trend,9.77  (-0.65% YoY),daburindia
1,TTM PE See historical trend,55.66  (Low PE),daburindia
2,P/B See historical trend,10.74 (Low P/B),daburindia
3,Face Value,1.00,daburindia
0,Mkt Cap (Rs. Cr.),96354,daburindia
1,Dividend Yield,0.96,daburindia
2,20D Avg Volume,1405346,daburindia
3,20D Avg Delivery(%),--,daburindia
4,Sector PE,61.26,daburindia
5,Book Value Per Share,50.64,daburindia
0,Open,- -,daburindia
1,Previous Close,- -,daburindia
2,Volume,- -,daburindia
3,Value(lacs),- -,daburindia
0,High,- -,daburindia
1,Low,- -,daburindia
2,ATP,- -,daburindia
3,Spot,- -,daburindia
0,Open,2278.95,dalmiabharat
1,Previous Close,2260.0,dalmiabharat
2,Volume,410776.0,dalmiabharat
3,Value (Lacs),9452.37,dalmiabharat
4,i  VWAP,2305.77,dalmiabharat
5,Beta,,dalmiabharat
0,High,2344.0,dalmiabharat
1,Low,2267.75,dalmiabharat
2,UC Limit,2486.0,dalmiabharat
3,LC Limit,2034.0,dalmiabharat
4,52 Week High,2424.75,dalmiabharat
5,52 Week Low,1476.05,dalmiabharat
0,TTM EPS See historical trend,51.67  (-12.94% YoY),dalmiabharat
1,TTM PE See historical trend,44.53  (High PE),dalmiabharat
2,P/B See historical trend,2.77 (High P/B),dalmiabharat
3,Face Value,2.00,dalmiabharat
0,Mkt Cap (Rs. Cr.),43153,dalmiabharat
1,Dividend Yield,0.39,dalmiabharat
2,20D Avg Volume,394293,dalmiabharat
3,20D Avg Delivery(%),--,dalmiabharat
4,Sector PE,46.92,dalmiabharat
5,Book Value Per Share,833.39,dalmiabharat
0,Open,- -,dalmiabharat
1,Previous Close,- -,dalmiabharat
2,Volume,- -,dalmiabharat
3,Value(lacs),- -,dalmiabharat
0,High,- -,dalmiabharat
1,Low,- -,dalmiabharat
2,ATP,- -,dalmiabharat
3,Spot,- -,dalmiabharat
0,Open,2085.0,deepaknitrite
1,Previous Close,2065.5,deepaknitrite
2,Volume,677149.0,deepaknitrite
3,Value (Lacs),14177.47,deepaknitrite
4,i  VWAP,2104.76,deepaknitrite
5,Beta,,deepaknitrite
0,High,2125.0,deepaknitrite
1,Low,2085.0,deepaknitrite
2,UC Limit,2272.05,deepaknitrite
3,LC Limit,1858.95,deepaknitrite
4,52 Week High,2372.7,deepaknitrite
5,52 Week Low,1730.0,deepaknitrite
0,TTM EPS See historical trend,56.26  (-23.16% YoY),deepaknitrite
1,TTM PE See historical trend,37.21  (High PE),deepaknitrite
2,P/B See historical trend,6.99 (Average P/B),deepaknitrite
3,Face Value,2.00,deepaknitrite
0,Mkt Cap (Rs. Cr.),28557,deepaknitrite
1,Dividend Yield,0.36,deepaknitrite
2,20D Avg Volume,285252,deepaknitrite
3,20D Avg Delivery(%),--,deepaknitrite
4,Sector PE,30.29,deepaknitrite
5,Book Value Per Share,299.87,deepaknitrite
0,Open,- -,deepaknitrite
1,Previous Close,- -,deepaknitrite
2,Volume,- -,deepaknitrite
3,Value(lacs),- -,deepaknitrite
0,High,- -,deepaknitrite
1,Low,- -,deepaknitrite
2,ATP,- -,deepaknitrite
3,Spot,- -,deepaknitrite
0,Open,144.05,deltacorp
1,Previous Close,142.2,deltacorp
2,Volume,3398102.0,deltacorp
3,Value (Lacs),4857.59,deltacorp
4,i  VWAP,143.42,deltacorp
5,Beta,,deltacorp
0,High,145.0,deltacorp
1,Low,142.05,deltacorp
2,UC Limit,156.4,deltacorp
3,LC Limit,128.0,deltacorp
4,52 Week High,259.95,deltacorp
5,52 Week Low,133.1,deltacorp
0,TTM EPS See historical trend,10.16  (+77.51% YoY),deltacorp
1,TTM PE See historical trend,14.07  (Low PE),deltacorp
2,P/B See historical trend,1.94 (Low P/B),deltacorp
3,Face Value,1.00,deltacorp
0,Mkt Cap (Rs. Cr.),3828,deltacorp
1,Dividend Yield,0.87,deltacorp
2,20D Avg Volume,11258441,deltacorp
3,20D Avg Delivery(%),--,deltacorp
4,Sector PE,75.32,deltacorp
5,Book Value Per Share,73.95,deltacorp
0,Open,- -,deltacorp
1,Previous Close,- -,deltacorp
2,Volume,- -,deltacorp
3,Value(lacs),- -,deltacorp
0,High,- -,deltacorp
1,Low,- -,deltacorp
2,ATP,- -,deltacorp
3,Spot,- -,deltacorp
0,Open,3729.0,divislaboratories
1,Previous Close,3713.65,divislaboratories
2,Volume,205216.0,divislaboratories
3,Value (Lacs),7696.73,divislaboratories
4,i  VWAP,3746.87,divislaboratories
5,Beta,,divislaboratories
0,High,3767.0,divislaboratories
1,Low,3718.75,divislaboratories
2,UC Limit,4085.0,divislaboratories
3,LC Limit,3342.3,divislaboratories
4,52 Week High,3934.7,divislaboratories
5,52 Week Low,2730.0,divislaboratories
0,TTM EPS See historical trend,55.65  (-52.43% YoY),divislaboratories
1,TTM PE See historical trend,67.40  (High PE),divislaboratories
2,P/B See historical trend,7.80 (Average P/B),divislaboratories
3,Face Value,2.00,divislaboratories
0,Mkt Cap (Rs. Cr.),99565,divislaboratories
1,Dividend Yield,0.80,divislaboratories
2,20D Avg Volume,330813,divislaboratories
3,20D Avg Delivery(%),--,divislaboratories
4,Sector PE,43.70,divislaboratories
5,Book Value Per Share,480.93,divislaboratories
0,Open,- -,divislaboratories
1,Previous Close,- -,divislaboratories
2,Volume,- -,divislaboratories
3,Value(lacs),- -,divislaboratories
0,High,- -,divislaboratories
1,Low,- -,divislaboratories
2,ATP,- -,divislaboratories
3,Spot,- -,divislaboratories
0,Open,5200.0,dixontechnologies
1,Previous Close,5170.45,dixontechnologies
2,Volume,321455.0,dixontechnologies
3,Value (Lacs),16891.5,dixontechnologies
4,i  VWAP,5239.16,dixontechnologies
5,Beta,,dixontechnologies
0,High,5274.85,dixontechnologies
1,Low,5170.8,dixontechnologies
2,UC Limit,5687.45,dixontechnologies
3,LC Limit,4653.4,dixontechnologies
4,52 Week High,5378.85,dixontechnologies
5,52 Week Low,2553.0,dixontechnologies
0,TTM EPS See historical trend,46.78  (+27.54% YoY),dixontechnologies
1,TTM PE See historical trend,112.33  (Average PE),dixontechnologies
2,P/B See historical trend,24.36 (Average P/B),dixontechnologies
3,Face Value,2.00,dixontechnologies
0,Mkt Cap (Rs. Cr.),31299,dixontechnologies
1,Dividend Yield,0.06,dixontechnologies
2,20D Avg Volume,414262,dixontechnologies
3,20D Avg Delivery(%),--,dixontechnologies
4,Sector PE,102.84,dixontechnologies
5,Book Value Per Share,215.72,dixontechnologies
0,Open,- -,dixontechnologies
1,Previous Close,- -,dixontechnologies
2,Volume,- -,dixontechnologies
3,Value(lacs),- -,dixontechnologies
0,High,- -,dixontechnologies
1,Low,- -,dixontechnologies
2,ATP,- -,dixontechnologies
3,Spot,- -,dixontechnologies
0,Open,2504.8,drlalpathlabs
1,Previous Close,2481.75,drlalpathlabs
2,Volume,95490.0,drlalpathlabs
3,Value (Lacs),2382.62,drlalpathlabs
4,i  VWAP,2490.05,drlalpathlabs
5,Beta,,drlalpathlabs
0,High,2504.8,drlalpathlabs
1,Low,2477.5,drlalpathlabs
2,UC Limit,2729.9,drlalpathlabs
3,LC Limit,2233.6,drlalpathlabs
4,52 Week High,2684.65,drlalpathlabs
5,52 Week Low,1762.05,drlalpathlabs
0,TTM EPS See historical trend,31.60  (-2.86% YoY),drlalpathlabs
1,TTM PE See historical trend,78.96  (Average PE),drlalpathlabs
2,P/B See historical trend,12.50 (Average P/B),drlalpathlabs
3,Face Value,10.00,drlalpathlabs
0,Mkt Cap (Rs. Cr.),20827,drlalpathlabs
1,Dividend Yield,0.48,drlalpathlabs
2,20D Avg Volume,298061,drlalpathlabs
3,20D Avg Delivery(%),--,drlalpathlabs
4,Sector PE,70.14,drlalpathlabs
5,Book Value Per Share,199.64,drlalpathlabs
0,Open,- -,drlalpathlabs
1,Previous Close,- -,drlalpathlabs
2,Volume,- -,drlalpathlabs
3,Value(lacs),- -,drlalpathlabs
0,High,- -,drlalpathlabs
1,Low,- -,drlalpathlabs
2,ATP,- -,drlalpathlabs
3,Spot,- -,drlalpathlabs
0,Open,5510.0,drreddyslaboratories
1,Previous Close,5478.55,drreddyslaboratories
2,Volume,392248.0,drreddyslaboratories
3,Value (Lacs),21838.8,drreddyslaboratories
4,i  VWAP,5566.3,drreddyslaboratories
5,Beta,,drreddyslaboratories
0,High,5588.0,drreddyslaboratories
1,Low,5510.0,drreddyslaboratories
2,UC Limit,6026.4,drreddyslaboratories
3,LC Limit,4930.7,drreddyslaboratories
4,52 Week High,5989.7,drreddyslaboratories
5,52 Week Low,4175.1,drreddyslaboratories
0,TTM EPS See historical trend,283.19  (+57.54% YoY),drreddyslaboratories
1,TTM PE See historical trend,19.66  (Low PE),drreddyslaboratories
2,P/B See historical trend,3.99 (Average P/B),drreddyslaboratories
3,Face Value,5.00,drreddyslaboratories
0,Mkt Cap (Rs. Cr.),92859,drreddyslaboratories
1,Dividend Yield,0.72,drreddyslaboratories
2,20D Avg Volume,393416,drreddyslaboratories
3,20D Avg Delivery(%),--,drreddyslaboratories
4,Sector PE,43.70,drreddyslaboratories
5,Book Value Per Share,1396.18,drreddyslaboratories
0,Open,- -,drreddyslaboratories
1,Previous Close,- -,drreddyslaboratories
2,Volume,- -,drreddyslaboratories
3,Value(lacs),- -,drreddyslaboratories
0,High,- -,drreddyslaboratories
1,Low,- -,drreddyslaboratories
2,ATP,- -,drreddyslaboratories
3,Spot,- -,drreddyslaboratories
0,Open,3482.0,eichermotors
1,Previous Close,3458.75,eichermotors
2,Volume,343468.0,eichermotors
3,Value (Lacs),11975.36,eichermotors
4,i  VWAP,3478.1,eichermotors
5,Beta,,eichermotors
0,High,3494.1,eichermotors
1,Low,3461.4,eichermotors
2,UC Limit,3804.6,eichermotors
3,LC Limit,3112.9,eichermotors
4,52 Week High,3889.65,eichermotors
5,52 Week Low,2836.0,eichermotors
0,TTM EPS See historical trend,117.69  (+56.95% YoY),eichermotors
1,TTM PE See historical trend,29.63  (Low PE),eichermotors
2,P/B See historical trend,6.37 (Average P/B),eichermotors
3,Face Value,1.00,eichermotors
0,Mkt Cap (Rs. Cr.),95444,eichermotors
1,Dividend Yield,1.06,eichermotors
2,20D Avg Volume,641955,eichermotors
3,20D Avg Delivery(%),--,eichermotors
4,Sector PE,53.32,eichermotors
5,Book Value Per Share,547.60,eichermotors
0,Open,- -,eichermotors
1,Previous Close,- -,eichermotors
2,Volume,- -,eichermotors
3,Value(lacs),- -,eichermotors
0,High,- -,eichermotors
1,Low,- -,eichermotors
2,ATP,- -,eichermotors
3,Spot,- -,eichermotors
0,Open,3430.0,escortskubota
1,Previous Close,3393.45,escortskubota
2,Volume,555614.0,escortskubota
3,Value (Lacs),18890.6,escortskubota
4,i  VWAP,3400.38,escortskubota
5,Beta,,escortskubota
0,High,3440.15,escortskubota
1,Low,3375.6,escortskubota
2,UC Limit,3732.75,escortskubota
3,LC Limit,3054.1,escortskubota
4,52 Week High,3440.15,escortskubota
5,52 Week Low,1807.7,escortskubota
0,TTM EPS See historical trend,71.14  (+34.30% YoY),escortskubota
1,TTM PE See historical trend,47.79  (High PE),escortskubota
2,P/B See historical trend,4.61 (High P/B),escortskubota
3,Face Value,10.00,escortskubota
0,Mkt Cap (Rs. Cr.),37569,escortskubota
1,Dividend Yield,0.21,escortskubota
2,20D Avg Volume,454153,escortskubota
3,20D Avg Delivery(%),--,escortskubota
4,Sector PE,68.32,escortskubota
5,Book Value Per Share,737.84,escortskubota
0,Open,- -,escortskubota
1,Previous Close,- -,escortskubota
2,Volume,- -,escortskubota
3,Value(lacs),- -,escortskubota
0,High,- -,escortskubota
1,Low,- -,escortskubota
2,ATP,- -,escortskubota
3,Spot,- -,escortskubota
0,Open,258.95,exideindustries
1,Previous Close,258.4,exideindustries
2,Volume,2603326.0,exideindustries
3,Value (Lacs),6846.75,exideindustries
4,i  VWAP,262.74,exideindustries
5,Beta,,exideindustries
0,High,265.35,exideindustries
1,Low,258.95,exideindustries
2,UC Limit,284.2,exideindustries
3,LC Limit,232.6,exideindustries
4,52 Week High,279.75,exideindustries
5,52 Week Low,152.75,exideindustries
0,TTM EPS See historical trend,9.94  (-81.38% YoY),exideindustries
1,TTM PE See historical trend,26.46  (High PE),exideindustries
2,P/B See historical trend,2.01 (Average P/B),exideindustries
3,Face Value,1.00,exideindustries
0,Mkt Cap (Rs. Cr.),22355,exideindustries
1,Dividend Yield,0.76,exideindustries
2,20D Avg Volume,1776927,exideindustries
3,20D Avg Delivery(%),--,exideindustries
4,Sector PE,24.18,exideindustries
5,Book Value Per Share,130.97,exideindustries
0,Open,- -,exideindustries
1,Previous Close,- -,exideindustries
2,Volume,- -,exideindustries
3,Value(lacs),- -,exideindustries
0,High,- -,exideindustries
1,Low,- -,exideindustries
2,ATP,- -,exideindustries
3,Spot,- -,exideindustries
0,Open,148.85,federalbank
1,Previous Close,147.95,federalbank
2,Volume,11961227.0,federalbank
3,Value (Lacs),17583.0,federalbank
4,i  VWAP,147.75,federalbank
5,Beta,,federalbank
0,High,149.45,federalbank
1,Low,146.55,federalbank
2,UC Limit,162.7,federalbank
3,LC Limit,133.15,federalbank
4,52 Week High,152.3,federalbank
5,52 Week Low,120.1,federalbank
0,TTM EPS See historical trend,14.50  (+34.90% YoY),federalbank
1,TTM PE See historical trend,10.14  (Average PE),federalbank
2,P/B See historical trend,1.56 (High P/B),federalbank
3,Face Value,2.00,federalbank
0,Mkt Cap (Rs. Cr.),34575,federalbank
1,Dividend Yield,0.68,federalbank
2,20D Avg Volume,14750941,federalbank
3,20D Avg Delivery(%),--,federalbank
4,Sector PE,23.71,federalbank
5,Book Value Per Share,94.24,federalbank
0,Open,- -,federalbank
1,Previous Close,- -,federalbank
2,Volume,- -,federalbank
3,Value(lacs),- -,federalbank
0,High,- -,federalbank
1,Low,- -,federalbank
2,ATP,- -,federalbank
3,Spot,- -,federalbank
0,Open,123.25,gailindia
1,Previous Close,122.9,gailindia
2,Volume,13202599.0,gailindia
3,Value (Lacs),16311.81,gailindia
4,i  VWAP,123.65,gailindia
5,Beta,,gailindia
0,High,124.7,gailindia
1,Low,123.05,gailindia
2,UC Limit,135.15,gailindia
3,LC Limit,110.65,gailindia
4,52 Week High,129.55,gailindia
5,52 Week Low,84.15,gailindia
0,TTM EPS See historical trend,6.32  (-79.28% YoY),gailindia
1,TTM PE See historical trend,19.55  (High PE),gailindia
2,P/B See historical trend,1.26 (Average P/B),gailindia
3,Face Value,10.00,gailindia
0,Mkt Cap (Rs. Cr.),81235,gailindia
1,Dividend Yield,3.24,gailindia
2,20D Avg Volume,12776897,gailindia
3,20D Avg Delivery(%),--,gailindia
4,Sector PE,6.86,gailindia
5,Book Value Per Share,98.75,gailindia
0,Open,- -,gailindia
1,Previous Close,- -,gailindia
2,Volume,- -,gailindia
3,Value(lacs),- -,gailindia
0,High,- -,gailindia
1,Low,- -,gailindia
2,ATP,- -,gailindia
3,Spot,- -,gailindia
0,Open,59.35,gmrairportsinfrastructure
1,Previous Close,59.05,gmrairportsinfrastructure
2,Volume,5579181.0,gmrairportsinfrastructure
3,Value (Lacs),3308.45,gmrairportsinfrastructure
4,i  VWAP,59.58,gmrairportsinfrastructure
5,Beta,,gmrairportsinfrastructure
0,High,60.2,gmrairportsinfrastructure
1,Low,59.15,gmrairportsinfrastructure
2,UC Limit,64.95,gmrairportsinfrastructure
3,LC Limit,53.15,gmrairportsinfrastructure
4,52 Week High,66.75,gmrairportsinfrastructure
5,52 Week Low,34.1,gmrairportsinfrastructure
0,TTM EPS See historical trend,-0.12,gmrairportsinfrastructure
1,TTM PE See historical trend,--  (Low PE),gmrairportsinfrastructure
2,P/B See historical trend,0.00,gmrairportsinfrastructure
3,Face Value,1.00,gmrairportsinfrastructure
0,Mkt Cap (Rs. Cr.),35793,gmrairportsinfrastructure
1,Dividend Yield,0.00,gmrairportsinfrastructure
2,20D Avg Volume,8528166,gmrairportsinfrastructure
3,20D Avg Delivery(%),--,gmrairportsinfrastructure
4,Sector PE,39.99,gmrairportsinfrastructure
5,Book Value Per Share,-1.31,gmrairportsinfrastructure
0,Open,- -,gmrairportsinfrastructure
1,Previous Close,- -,gmrairportsinfrastructure
2,Volume,- -,gmrairportsinfrastructure
3,Value(lacs),- -,gmrairportsinfrastructure
0,High,- -,gmrairportsinfrastructure
1,Low,- -,gmrairportsinfrastructure
2,ATP,- -,gmrairportsinfrastructure
3,Spot,- -,gmrairportsinfrastructure
0,Open,788.95,glenmarkpharma
1,Previous Close,785.85,glenmarkpharma
2,Volume,980950.0,glenmarkpharma
3,Value (Lacs),7658.28,glenmarkpharma
4,i  VWAP,788.78,glenmarkpharma
5,Beta,,glenmarkpharma
0,High,796.8,glenmarkpharma
1,Low,778.8,glenmarkpharma
2,UC Limit,864.4,glenmarkpharma
3,LC Limit,707.3,glenmarkpharma
4,52 Week High,880.0,glenmarkpharma
5,52 Week Low,369.05,glenmarkpharma
0,TTM EPS See historical trend,5.18  (-82.70% YoY),glenmarkpharma
1,TTM PE See historical trend,150.71  (High PE),glenmarkpharma
2,P/B See historical trend,2.33 (Average P/B),glenmarkpharma
3,Face Value,1.00,glenmarkpharma
0,Mkt Cap (Rs. Cr.),22029,glenmarkpharma
1,Dividend Yield,0.32,glenmarkpharma
2,20D Avg Volume,2206810,glenmarkpharma
3,20D Avg Delivery(%),--,glenmarkpharma
4,Sector PE,43.70,glenmarkpharma
5,Book Value Per Share,335.75,glenmarkpharma
0,Open,- -,glenmarkpharma
1,Previous Close,- -,glenmarkpharma
2,Volume,- -,glenmarkpharma
3,Value(lacs),- -,glenmarkpharma
0,High,- -,glenmarkpharma
1,Low,- -,glenmarkpharma
2,ATP,- -,glenmarkpharma
3,Spot,- -,glenmarkpharma
0,Open,974.95,godrejconsumerproducts
1,Previous Close,974.95,godrejconsumerproducts
2,Volume,535266.0,godrejconsumerproducts
3,Value (Lacs),5276.92,godrejconsumerproducts
4,i  VWAP,984.15,godrejconsumerproducts
5,Beta,,godrejconsumerproducts
0,High,990.7,godrejconsumerproducts
1,Low,974.55,godrejconsumerproducts
2,UC Limit,1072.4,godrejconsumerproducts
3,LC Limit,877.45,godrejconsumerproducts
4,52 Week High,1102.05,godrejconsumerproducts
5,52 Week Low,793.85,godrejconsumerproducts
0,TTM EPS See historical trend,16.39  (-2.26% YoY),godrejconsumerproducts
1,TTM PE See historical trend,60.15  (Average PE),godrejconsumerproducts
2,P/B See historical trend,8.73 (Average P/B),godrejconsumerproducts
3,Face Value,1.00,godrejconsumerproducts
0,Mkt Cap (Rs. Cr.),100829,godrejconsumerproducts
1,Dividend Yield,0.00,godrejconsumerproducts
2,20D Avg Volume,914578,godrejconsumerproducts
3,20D Avg Delivery(%),--,godrejconsumerproducts
4,Sector PE,61.26,godrejconsumerproducts
5,Book Value Per Share,112.99,godrejconsumerproducts
0,Open,- -,godrejconsumerproducts
1,Previous Close,- -,godrejconsumerproducts
2,Volume,- -,godrejconsumerproducts
3,Value(lacs),- -,godrejconsumerproducts
0,High,- -,godrejconsumerproducts
1,Low,- -,godrejconsumerproducts
2,ATP,- -,godrejconsumerproducts
3,Spot,- -,godrejconsumerproducts
0,Open,1727.0,godrejproperties
1,Previous Close,1722.75,godrejproperties
2,Volume,750008.0,godrejproperties
3,Value (Lacs),12956.01,godrejproperties
4,i  VWAP,1736.51,godrejproperties
5,Beta,,godrejproperties
0,High,1757.9,godrejproperties
1,Low,1722.75,godrejproperties
2,UC Limit,1895.0,godrejproperties
3,LC Limit,1550.5,godrejproperties
4,52 Week High,1769.0,godrejproperties
5,52 Week Low,1005.0,godrejproperties
0,TTM EPS See historical trend,23.41  (+70.96% YoY),godrejproperties
1,TTM PE See historical trend,73.79  (Average PE),godrejproperties
2,P/B See historical trend,5.19 (Average P/B),godrejproperties
3,Face Value,5.00,godrejproperties
0,Mkt Cap (Rs. Cr.),48030,godrejproperties
1,Dividend Yield,0.00,godrejproperties
2,20D Avg Volume,693107,godrejproperties
3,20D Avg Delivery(%),--,godrejproperties
4,Sector PE,98.03,godrejproperties
5,Book Value Per Share,333.20,godrejproperties
0,Open,- -,godrejproperties
1,Previous Close,- -,godrejproperties
2,Volume,- -,godrejproperties
3,Value(lacs),- -,godrejproperties
0,High,- -,godrejproperties
1,Low,- -,godrejproperties
2,ATP,- -,godrejproperties
3,Spot,- -,godrejproperties
0,Open,359.8,granulesindia
1,Previous Close,357.8,granulesindia
2,Volume,941498.0,granulesindia
3,Value (Lacs),3325.37,granulesindia
4,i  VWAP,354.4,granulesindia
5,Beta,,granulesindia
0,High,359.8,granulesindia
1,Low,352.05,granulesindia
