,Value,Num,Stock
2,20D Avg Volume,16143862,coalindia
3,20D Avg Delivery(%),--,coalindia
4,Sector PE,6.65,coalindia
5,Book Value Per Share,71.10,coalindia
0,Open,- -,coalindia
1,Previous Close,- -,coalindia
2,Volume,- -,coalindia
3,Value(lacs),- -,coalindia
0,High,- -,coalindia
1,Low,- -,coalindia
2,ATP,- -,coalindia
3,Spot,- -,coalindia
0,Open,5530.0,coforgelimited
1,Previous Close,5544.9,coforgelimited
2,Volume,266063.0,coforgelimited
3,Value (Lacs),14415.29,coforgelimited
4,i  VWAP,5457.24,coforgelimited
5,Beta,,coforgelimited
0,High,5544.0,coforgelimited
1,Low,5402.0,coforgelimited
2,UC Limit,6099.35,coforgelimited
3,LC Limit,4990.45,coforgelimited
4,52 Week High,5762.7,coforgelimited
5,52 Week Low,3210.05,coforgelimited
0,TTM EPS See historical trend,115.71  (+2.45% YoY),coforgelimited
1,TTM PE See historical trend,46.82  (Average PE),coforgelimited
2,P/B See historical trend,11.66 (High P/B),coforgelimited
3,Face Value,10.00,coforgelimited
0,Mkt Cap (Rs. Cr.),33218,coforgelimited
1,Dividend Yield,1.18,coforgelimited
2,20D Avg Volume,0,coforgelimited
3,20D Avg Delivery(%),--,coforgelimited
4,Sector PE,32.25,coforgelimited
5,Book Value Per Share,464.77,coforgelimited
0,Open,- -,coforgelimited
1,Previous Close,- -,coforgelimited
2,Volume,- -,coforgelimited
3,Value(lacs),- -,coforgelimited
0,High,- -,coforgelimited
1,Low,- -,coforgelimited
2,ATP,- -,coforgelimited
3,Spot,- -,coforgelimited
0,Open,1987.8,colgatepalmoliveindia
1,Previous Close,1995.75,colgatepalmoliveindia
2,Volume,334511.0,colgatepalmoliveindia
3,Value (Lacs),6692.39,colgatepalmoliveindia
4,i  VWAP,1994.63,colgatepalmoliveindia
5,Beta,,colgatepalmoliveindia
0,High,2005.95,colgatepalmoliveindia
1,Low,1969.95,colgatepalmoliveindia
2,UC Limit,2195.3,colgatepalmoliveindia
3,LC Limit,1796.2,colgatepalmoliveindia
4,52 Week High,2062.1,colgatepalmoliveindia
5,52 Week Low,1434.6,colgatepalmoliveindia
0,TTM EPS See historical trend,0.00  (+5.35% YoY),colgatepalmoliveindia
1,TTM PE See historical trend,--  (High PE),colgatepalmoliveindia
2,P/B See historical trend,0.00 (High P/B),colgatepalmoliveindia
3,Face Value,1.00,colgatepalmoliveindia
0,Mkt Cap (Rs. Cr.),54415,colgatepalmoliveindia
1,Dividend Yield,1.95,colgatepalmoliveindia
2,20D Avg Volume,552911,colgatepalmoliveindia
3,20D Avg Delivery(%),--,colgatepalmoliveindia
4,Sector PE,61.33,colgatepalmoliveindia
5,Book Value Per Share,--,colgatepalmoliveindia
0,Open,- -,colgatepalmoliveindia
1,Previous Close,- -,colgatepalmoliveindia
2,Volume,- -,colgatepalmoliveindia
3,Value(lacs),- -,colgatepalmoliveindia
0,High,- -,colgatepalmoliveindia
1,Low,- -,colgatepalmoliveindia
2,ATP,- -,colgatepalmoliveindia
3,Spot,- -,colgatepalmoliveindia
0,Open,732.9,containercorporationindia
1,Previous Close,735.65,containercorporationindia
2,Volume,2037458.0,containercorporationindia
3,Value (Lacs),15122.01,containercorporationindia
4,i  VWAP,736.2,containercorporationindia
5,Beta,,containercorporationindia
0,High,745.8,containercorporationindia
1,Low,724.35,containercorporationindia
2,UC Limit,809.2,containercorporationindia
3,LC Limit,662.1,containercorporationindia
4,52 Week High,828.75,containercorporationindia
5,52 Week Low,555.0,containercorporationindia
0,TTM EPS See historical trend,18.42  (+2.69% YoY),containercorporationindia
1,TTM PE See historical trend,40.29  (Average PE),containercorporationindia
2,P/B See historical trend,4.17 (High P/B),containercorporationindia
3,Face Value,5.00,containercorporationindia
0,Mkt Cap (Rs. Cr.),45222,containercorporationindia
1,Dividend Yield,1.48,containercorporationindia
2,20D Avg Volume,1448238,containercorporationindia
3,20D Avg Delivery(%),--,containercorporationindia
4,Sector PE,34.14,containercorporationindia
5,Book Value Per Share,178.18,containercorporationindia
0,Open,- -,containercorporationindia
1,Previous Close,- -,containercorporationindia
2,Volume,- -,containercorporationindia
3,Value(lacs),- -,containercorporationindia
0,High,- -,containercorporationindia
1,Low,- -,containercorporationindia
2,ATP,- -,containercorporationindia
3,Spot,- -,containercorporationindia
0,Open,1108.5,coromandelinternational
1,Previous Close,1109.25,coromandelinternational
2,Volume,261860.0,coromandelinternational
3,Value (Lacs),2857.15,coromandelinternational
4,i  VWAP,1098.34,coromandelinternational
5,Beta,,coromandelinternational
0,High,1111.9,coromandelinternational
1,Low,1087.7,coromandelinternational
2,UC Limit,1220.15,coromandelinternational
3,LC Limit,998.35,coromandelinternational
4,52 Week High,1152.95,coromandelinternational
5,52 Week Low,838.0,coromandelinternational
0,TTM EPS See historical trend,68.20  (+18.54% YoY),coromandelinternational
1,TTM PE See historical trend,16.00  (Average PE),coromandelinternational
2,P/B See historical trend,5.04 (High P/B),coromandelinternational
3,Face Value,1.00,coromandelinternational
0,Mkt Cap (Rs. Cr.),32121,coromandelinternational
1,Dividend Yield,1.10,coromandelinternational
2,20D Avg Volume,333356,coromandelinternational
3,20D Avg Delivery(%),--,coromandelinternational
4,Sector PE,13.60,coromandelinternational
5,Book Value Per Share,216.47,coromandelinternational
0,Open,- -,coromandelinternational
1,Previous Close,- -,coromandelinternational
2,Volume,- -,coromandelinternational
3,Value(lacs),- -,coromandelinternational
0,High,- -,coromandelinternational
1,Low,- -,coromandelinternational
2,ATP,- -,coromandelinternational
3,Spot,- -,coromandelinternational
0,Open,304.95,cromptongreavesconsumerelectrical
1,Previous Close,305.2,cromptongreavesconsumerelectrical
2,Volume,1480199.0,cromptongreavesconsumerelectrical
3,Value (Lacs),4526.45,cromptongreavesconsumerelectrical
4,i  VWAP,304.73,cromptongreavesconsumerelectrical
5,Beta,,cromptongreavesconsumerelectrical
0,High,306.45,cromptongreavesconsumerelectrical
1,Low,301.55,cromptongreavesconsumerelectrical
2,UC Limit,335.7,cromptongreavesconsumerelectrical
3,LC Limit,274.7,cromptongreavesconsumerelectrical
4,52 Week High,429.0,cromptongreavesconsumerelectrical
5,52 Week Low,251.0,cromptongreavesconsumerelectrical
0,TTM EPS See historical trend,7.19  (-24.65% YoY),cromptongreavesconsumerelectrical
1,TTM PE See historical trend,42.53  (Average PE),cromptongreavesconsumerelectrical
2,P/B See historical trend,5.99 (Low P/B),cromptongreavesconsumerelectrical
3,Face Value,2.00,cromptongreavesconsumerelectrical
0,Mkt Cap (Rs. Cr.),19574,cromptongreavesconsumerelectrical
1,Dividend Yield,0.98,cromptongreavesconsumerelectrical
2,20D Avg Volume,2572747,cromptongreavesconsumerelectrical
3,20D Avg Delivery(%),--,cromptongreavesconsumerelectrical
4,Sector PE,76.06,cromptongreavesconsumerelectrical
5,Book Value Per Share,51.06,cromptongreavesconsumerelectrical
0,Open,- -,cromptongreavesconsumerelectrical
1,Previous Close,- -,cromptongreavesconsumerelectrical
2,Volume,- -,cromptongreavesconsumerelectrical
3,Value(lacs),- -,cromptongreavesconsumerelectrical
0,High,- -,cromptongreavesconsumerelectrical
1,Low,- -,cromptongreavesconsumerelectrical
2,ATP,- -,cromptongreavesconsumerelectrical
3,Spot,- -,cromptongreavesconsumerelectrical
0,Open,1712.3,cumminsindia
1,Previous Close,1726.55,cumminsindia
2,Volume,626655.0,cumminsindia
3,Value (Lacs),10830.79,cumminsindia
4,i  VWAP,1737.03,cumminsindia
5,Beta,,cumminsindia
0,High,1758.95,cumminsindia
1,Low,1707.9,cumminsindia
2,UC Limit,1899.2,cumminsindia
3,LC Limit,1553.9,cumminsindia
4,52 Week High,1980.15,cumminsindia
5,52 Week Low,1150.0,cumminsindia
0,TTM EPS See historical trend,49.92  (+56.37% YoY),cumminsindia
1,TTM PE See historical trend,34.62  (Average PE),cumminsindia
2,P/B See historical trend,9.31 (High P/B),cumminsindia
3,Face Value,2.00,cumminsindia
0,Mkt Cap (Rs. Cr.),47910,cumminsindia
1,Dividend Yield,1.45,cumminsindia
2,20D Avg Volume,1755049,cumminsindia
3,20D Avg Delivery(%),--,cumminsindia
4,Sector PE,37.10,cumminsindia
5,Book Value Per Share,185.60,cumminsindia
0,Open,- -,cumminsindia
1,Previous Close,- -,cumminsindia
2,Volume,- -,cumminsindia
3,Value(lacs),- -,cumminsindia
0,High,- -,cumminsindia
1,Low,- -,cumminsindia
2,ATP,- -,cumminsindia
3,Spot,- -,cumminsindia
0,Open,525.95,dlf
1,Previous Close,529.4,dlf
2,Volume,2135243.0,dlf
3,Value (Lacs),11153.44,dlf
4,i  VWAP,524.72,dlf
5,Beta,,dlf
0,High,532.0,dlf
1,Low,519.6,dlf
2,UC Limit,582.3,dlf
3,LC Limit,476.5,dlf
4,52 Week High,544.45,dlf
5,52 Week Low,336.5,dlf
0,TTM EPS See historical trend,8.46  (+28.21% YoY),dlf
1,TTM PE See historical trend,61.74  (High PE),dlf
2,P/B See historical trend,3.55 (High P/B),dlf
3,Face Value,2.00,dlf
0,Mkt Cap (Rs. Cr.),129298,dlf
1,Dividend Yield,0.77,dlf
2,20D Avg Volume,3654145,dlf
3,20D Avg Delivery(%),--,dlf
4,Sector PE,33.64,dlf
5,Book Value Per Share,146.98,dlf
0,Open,- -,dlf
1,Previous Close,- -,dlf
2,Volume,- -,dlf
3,Value(lacs),- -,dlf
0,High,- -,dlf
1,Low,- -,dlf
2,ATP,- -,dlf
3,Spot,- -,dlf
0,Open,565.0,daburindia
1,Previous Close,565.65,daburindia
2,Volume,2487342.0,daburindia
3,Value (Lacs),13957.72,daburindia
4,i  VWAP,560.25,daburindia
5,Beta,,daburindia
0,High,565.4,daburindia
1,Low,554.25,daburindia
2,UC Limit,622.2,daburindia
3,LC Limit,509.1,daburindia
4,52 Week High,610.75,daburindia
5,52 Week Low,503.65,daburindia
0,TTM EPS See historical trend,9.77  (-0.65% YoY),daburindia
1,TTM PE See historical trend,57.44  (Average PE),daburindia
2,P/B See historical trend,11.80 (Low P/B),daburindia
3,Face Value,1.00,daburindia
0,Mkt Cap (Rs. Cr.),99438,daburindia
1,Dividend Yield,0.93,daburindia
2,20D Avg Volume,1520616,daburindia
3,20D Avg Delivery(%),--,daburindia
4,Sector PE,61.33,daburindia
5,Book Value Per Share,47.54,daburindia
0,Open,- -,daburindia
1,Previous Close,- -,daburindia
2,Volume,- -,daburindia
3,Value(lacs),- -,daburindia
0,High,- -,daburindia
1,Low,- -,daburindia
2,ATP,- -,daburindia
3,Spot,- -,daburindia
0,Open,2358.0,dalmiabharat
1,Previous Close,2369.25,dalmiabharat
2,Volume,383701.0,dalmiabharat
3,Value (Lacs),8881.34,dalmiabharat
4,i  VWAP,2314.0,dalmiabharat
5,Beta,,dalmiabharat
0,High,2360.0,dalmiabharat
1,Low,2290.95,dalmiabharat
2,UC Limit,2606.15,dalmiabharat
3,LC Limit,2132.35,dalmiabharat
4,52 Week High,2424.75,dalmiabharat
5,52 Week Low,1457.15,dalmiabharat
0,TTM EPS See historical trend,51.67  (-12.94% YoY),dalmiabharat
1,TTM PE See historical trend,44.80  (High PE),dalmiabharat
2,P/B See historical trend,2.76 (High P/B),dalmiabharat
3,Face Value,2.00,dalmiabharat
0,Mkt Cap (Rs. Cr.),43407,dalmiabharat
1,Dividend Yield,0.39,dalmiabharat
2,20D Avg Volume,0,dalmiabharat
3,20D Avg Delivery(%),--,dalmiabharat
4,Sector PE,48.24,dalmiabharat
5,Book Value Per Share,839.97,dalmiabharat
0,Open,- -,dalmiabharat
1,Previous Close,- -,dalmiabharat
2,Volume,- -,dalmiabharat
3,Value(lacs),- -,dalmiabharat
0,High,- -,dalmiabharat
1,Low,- -,dalmiabharat
2,ATP,- -,dalmiabharat
3,Spot,- -,dalmiabharat
0,Open,2248.9,deepaknitrite
1,Previous Close,2248.4,deepaknitrite
2,Volume,241660.0,deepaknitrite
3,Value (Lacs),5349.63,deepaknitrite
4,i  VWAP,2229.77,deepaknitrite
5,Beta,,deepaknitrite
0,High,2262.65,deepaknitrite
1,Low,2210.1,deepaknitrite
2,UC Limit,2473.2,deepaknitrite
3,LC Limit,2023.6,deepaknitrite
4,52 Week High,2372.7,deepaknitrite
5,52 Week Low,1730.0,deepaknitrite
0,TTM EPS See historical trend,56.26  (-23.16% YoY),deepaknitrite
1,TTM PE See historical trend,39.35  (High PE),deepaknitrite
2,P/B See historical trend,9.04 (Average P/B),deepaknitrite
3,Face Value,2.00,deepaknitrite
0,Mkt Cap (Rs. Cr.),30193,deepaknitrite
1,Dividend Yield,0.34,deepaknitrite
2,20D Avg Volume,630867,deepaknitrite
3,20D Avg Delivery(%),--,deepaknitrite
4,Sector PE,32.25,deepaknitrite
5,Book Value Per Share,244.77,deepaknitrite
0,Open,- -,deepaknitrite
1,Previous Close,- -,deepaknitrite
2,Volume,- -,deepaknitrite
3,Value(lacs),- -,deepaknitrite
0,High,- -,deepaknitrite
1,Low,- -,deepaknitrite
2,ATP,- -,deepaknitrite
3,Spot,- -,deepaknitrite
0,Open,177.0,deltacorp
1,Previous Close,177.0,deltacorp
2,Volume,1771665.0,deltacorp
3,Value (Lacs),3133.19,deltacorp
4,i  VWAP,176.64,deltacorp
5,Beta,,deltacorp
0,High,177.5,deltacorp
1,Low,175.9,deltacorp
2,UC Limit,194.7,deltacorp
3,LC Limit,159.3,deltacorp
4,52 Week High,259.95,deltacorp
5,52 Week Low,173.7,deltacorp
0,TTM EPS See historical trend,10.16  (+77.51% YoY),deltacorp
1,TTM PE See historical trend,17.41  (Low PE),deltacorp
2,P/B See historical trend,2.34 (Low P/B),deltacorp
3,Face Value,1.00,deltacorp
0,Mkt Cap (Rs. Cr.),4736,deltacorp
1,Dividend Yield,0.71,deltacorp
2,20D Avg Volume,3759971,deltacorp
3,20D Avg Delivery(%),--,deltacorp
4,Sector PE,78.86,deltacorp
5,Book Value Per Share,75.68,deltacorp
0,Open,- -,deltacorp
1,Previous Close,- -,deltacorp
2,Volume,- -,deltacorp
3,Value(lacs),- -,deltacorp
0,High,- -,deltacorp
1,Low,- -,deltacorp
2,ATP,- -,deltacorp
3,Spot,- -,deltacorp
0,Open,3774.0,divislaboratories
1,Previous Close,3785.3,divislaboratories
2,Volume,201038.0,divislaboratories
3,Value (Lacs),7598.43,divislaboratories
4,i  VWAP,3780.06,divislaboratories
5,Beta,,divislaboratories
0,High,3803.4,divislaboratories
1,Low,3755.0,divislaboratories
2,UC Limit,4163.8,divislaboratories
3,LC Limit,3406.8,divislaboratories
4,52 Week High,3934.7,divislaboratories
5,52 Week Low,2730.0,divislaboratories
0,TTM EPS See historical trend,55.65  (-52.43% YoY),divislaboratories
1,TTM PE See historical trend,67.92  (High PE),divislaboratories
2,P/B See historical trend,8.56 (Average P/B),divislaboratories
3,Face Value,2.00,divislaboratories
0,Mkt Cap (Rs. Cr.),100337,divislaboratories
1,Dividend Yield,0.79,divislaboratories
2,20D Avg Volume,382742,divislaboratories
3,20D Avg Delivery(%),--,divislaboratories
4,Sector PE,44.47,divislaboratories
5,Book Value Per Share,441.79,divislaboratories
0,Open,- -,divislaboratories
1,Previous Close,- -,divislaboratories
2,Volume,- -,divislaboratories
3,Value(lacs),- -,divislaboratories
0,High,- -,divislaboratories
1,Low,- -,divislaboratories
2,ATP,- -,divislaboratories
3,Spot,- -,divislaboratories
0,Open,4918.75,dixontechnologies
1,Previous Close,4920.3,dixontechnologies
2,Volume,203145.0,dixontechnologies
3,Value (Lacs),9908.5,dixontechnologies
4,i  VWAP,4885.36,dixontechnologies
5,Beta,,dixontechnologies
0,High,4945.0,dixontechnologies
1,Low,4846.0,dixontechnologies
2,UC Limit,5412.3,dixontechnologies
3,LC Limit,4428.3,dixontechnologies
4,52 Week High,5224.95,dixontechnologies
5,52 Week Low,2553.0,dixontechnologies
0,TTM EPS See historical trend,46.78  (+27.54% YoY),dixontechnologies
1,TTM PE See historical trend,104.27  (Low PE),dixontechnologies
2,P/B See historical trend,29.02 (Average P/B),dixontechnologies
3,Face Value,2.00,dixontechnologies
0,Mkt Cap (Rs. Cr.),29053,dixontechnologies
1,Dividend Yield,0.06,dixontechnologies
2,20D Avg Volume,375732,dixontechnologies
3,20D Avg Delivery(%),--,dixontechnologies
4,Sector PE,99.97,dixontechnologies
5,Book Value Per Share,168.06,dixontechnologies
0,Open,- -,dixontechnologies
1,Previous Close,- -,dixontechnologies
2,Volume,- -,dixontechnologies
3,Value(lacs),- -,dixontechnologies
0,High,- -,dixontechnologies
1,Low,- -,dixontechnologies
2,ATP,- -,dixontechnologies
3,Spot,- -,dixontechnologies
0,Open,2330.0,drlalpathlabs
1,Previous Close,2361.6,drlalpathlabs
2,Volume,511412.0,drlalpathlabs
3,Value (Lacs),12352.65,drlalpathlabs
4,i  VWAP,2391.19,drlalpathlabs
5,Beta,,drlalpathlabs
0,High,2429.8,drlalpathlabs
1,Low,2329.0,drlalpathlabs
2,UC Limit,2597.75,drlalpathlabs
3,LC Limit,2125.45,drlalpathlabs
4,52 Week High,2750.0,drlalpathlabs
5,52 Week Low,1762.05,drlalpathlabs
0,TTM EPS See historical trend,31.60  (-2.86% YoY),drlalpathlabs
1,TTM PE See historical trend,76.44  (Average PE),drlalpathlabs
2,P/B See historical trend,13.04 (Average P/B),drlalpathlabs
3,Face Value,10.00,drlalpathlabs
0,Mkt Cap (Rs. Cr.),20161,drlalpathlabs
1,Dividend Yield,0.50,drlalpathlabs
2,20D Avg Volume,204415,drlalpathlabs
3,20D Avg Delivery(%),--,drlalpathlabs
4,Sector PE,69.87,drlalpathlabs
5,Book Value Per Share,185.19,drlalpathlabs
0,Open,- -,drlalpathlabs
1,Previous Close,- -,drlalpathlabs
2,Volume,- -,drlalpathlabs
3,Value(lacs),- -,drlalpathlabs
0,High,- -,drlalpathlabs
1,Low,- -,drlalpathlabs
2,ATP,- -,drlalpathlabs
3,Spot,- -,drlalpathlabs
0,Open,5721.85,drreddyslaboratories
1,Previous Close,5728.0,drreddyslaboratories
2,Volume,453281.0,drreddyslaboratories
3,Value (Lacs),25451.95,drreddyslaboratories
4,i  VWAP,5645.7,drreddyslaboratories
5,Beta,,drreddyslaboratories
0,High,5721.85,drreddyslaboratories
1,Low,5602.0,drreddyslaboratories
2,UC Limit,6300.8,drreddyslaboratories
3,LC Limit,5155.2,drreddyslaboratories
4,52 Week High,5989.7,drreddyslaboratories
5,52 Week Low,3997.0,drreddyslaboratories
0,TTM EPS See historical trend,283.19  (+57.54% YoY),drreddyslaboratories
1,TTM PE See historical trend,19.83  (Low PE),drreddyslaboratories
2,P/B See historical trend,4.86 (High P/B),drreddyslaboratories
3,Face Value,5.00,drreddyslaboratories
0,Mkt Cap (Rs. Cr.),93650,drreddyslaboratories
1,Dividend Yield,0.71,drreddyslaboratories
2,20D Avg Volume,468805,drreddyslaboratories
3,20D Avg Delivery(%),--,drreddyslaboratories
4,Sector PE,44.47,drreddyslaboratories
5,Book Value Per Share,1154.31,drreddyslaboratories
0,Open,- -,drreddyslaboratories
1,Previous Close,- -,drreddyslaboratories
2,Volume,- -,drreddyslaboratories
3,Value(lacs),- -,drreddyslaboratories
0,High,- -,drreddyslaboratories
1,Low,- -,drreddyslaboratories
2,ATP,- -,drreddyslaboratories
3,Spot,- -,drreddyslaboratories
0,Open,3427.0,eichermotors
1,Previous Close,3431.75,eichermotors
2,Volume,547812.0,eichermotors
3,Value (Lacs),18851.31,eichermotors
4,i  VWAP,3427.51,eichermotors
5,Beta,,eichermotors
0,High,3450.0,eichermotors
1,Low,3376.8,eichermotors
2,UC Limit,3774.9,eichermotors
3,LC Limit,3088.6,eichermotors
4,52 Week High,3889.65,eichermotors
5,52 Week Low,2836.0,eichermotors
0,TTM EPS See historical trend,117.69  (+56.95% YoY),eichermotors
1,TTM PE See historical trend,29.24  (Low PE),eichermotors
2,P/B See historical trend,8.23 (High P/B),eichermotors
3,Face Value,1.00,eichermotors
0,Mkt Cap (Rs. Cr.),94201,eichermotors
1,Dividend Yield,1.08,eichermotors
2,20D Avg Volume,574750,eichermotors
3,20D Avg Delivery(%),--,eichermotors
4,Sector PE,54.13,eichermotors
5,Book Value Per Share,418.31,eichermotors
0,Open,- -,eichermotors
1,Previous Close,- -,eichermotors
2,Volume,- -,eichermotors
3,Value(lacs),- -,eichermotors
0,High,- -,eichermotors
1,Low,- -,eichermotors
2,ATP,- -,eichermotors
3,Spot,- -,eichermotors
0,Open,3159.9,escortskubota
1,Previous Close,3170.15,escortskubota
2,Volume,131316.0,escortskubota
3,Value (Lacs),4118.99,escortskubota
4,i  VWAP,3147.2,escortskubota
5,Beta,,escortskubota
0,High,3178.65,escortskubota
1,Low,3115.8,escortskubota
2,UC Limit,3487.15,escortskubota
3,LC Limit,2853.15,escortskubota
4,52 Week High,3343.85,escortskubota
5,52 Week Low,1807.7,escortskubota
0,TTM EPS See historical trend,71.14  (+34.30% YoY),escortskubota
1,TTM PE See historical trend,44.09  (High PE),escortskubota
2,P/B See historical trend,5.45 (High P/B),escortskubota
3,Face Value,10.00,escortskubota
0,Mkt Cap (Rs. Cr.),34660,escortskubota
1,Dividend Yield,0.22,escortskubota
2,20D Avg Volume,563891,escortskubota
3,20D Avg Delivery(%),--,escortskubota
4,Sector PE,60.64,escortskubota
5,Book Value Per Share,575.73,escortskubota
0,Open,- -,escortskubota
1,Previous Close,- -,escortskubota
2,Volume,- -,escortskubota
3,Value(lacs),- -,escortskubota
0,High,- -,escortskubota
1,Low,- -,escortskubota
2,ATP,- -,escortskubota
3,Spot,- -,escortskubota
0,Open,265.95,exideindustries
1,Previous Close,265.95,exideindustries
2,Volume,3029530.0,exideindustries
3,Value (Lacs),7932.82,exideindustries
4,i  VWAP,262.69,exideindustries
5,Beta,,exideindustries
0,High,266.25,exideindustries
1,Low,260.1,exideindustries
2,UC Limit,292.5,exideindustries
3,LC Limit,239.35,exideindustries
4,52 Week High,279.75,exideindustries
5,52 Week Low,152.7,exideindustries
0,TTM EPS See historical trend,9.94  (-81.38% YoY),exideindustries
1,TTM PE See historical trend,26.34  (High PE),exideindustries
2,P/B See historical trend,2.09 (Average P/B),exideindustries
3,Face Value,1.00,exideindustries
0,Mkt Cap (Rs. Cr.),22257,exideindustries
1,Dividend Yield,0.76,exideindustries
2,20D Avg Volume,2529425,exideindustries
3,20D Avg Delivery(%),--,exideindustries
4,Sector PE,24.24,exideindustries
5,Book Value Per Share,124.99,exideindustries
0,Open,- -,exideindustries
1,Previous Close,- -,exideindustries
2,Volume,- -,exideindustries
3,Value(lacs),- -,exideindustries
0,High,- -,exideindustries
1,Low,- -,exideindustries
2,ATP,- -,exideindustries
3,Spot,- -,exideindustries
0,Open,145.3,federalbank
1,Previous Close,146.1,federalbank
2,Volume,19554843.0,federalbank
3,Value (Lacs),28647.84,federalbank
4,i  VWAP,145.46,federalbank
5,Beta,,federalbank
0,High,147.5,federalbank
1,Low,144.3,federalbank
2,UC Limit,160.7,federalbank
3,LC Limit,131.5,federalbank
4,52 Week High,150.0,federalbank
5,52 Week Low,109.45,federalbank
0,TTM EPS See historical trend,14.51  (+35.00% YoY),federalbank
1,TTM PE See historical trend,10.10  (Average PE),federalbank
2,P/B See historical trend,1.58 (High P/B),federalbank
3,Face Value,2.00,federalbank
0,Mkt Cap (Rs. Cr.),34431,federalbank
1,Dividend Yield,0.68,federalbank
2,20D Avg Volume,16199551,federalbank
3,20D Avg Delivery(%),--,federalbank
4,Sector PE,24.65,federalbank
5,Book Value Per Share,92.96,federalbank
0,Open,- -,federalbank
1,Previous Close,- -,federalbank
2,Volume,- -,federalbank
3,Value(lacs),- -,federalbank
0,High,- -,federalbank
1,Low,- -,federalbank
2,ATP,- -,federalbank
3,Spot,- -,federalbank
0,Open,124.1,gailindia
1,Previous Close,123.5,gailindia
2,Volume,20993004.0,gailindia
3,Value (Lacs),25936.86,gailindia
4,i  VWAP,123.92,gailindia
5,Beta,,gailindia
0,High,125.8,gailindia
1,Low,122.95,gailindia
2,UC Limit,135.85,gailindia
3,LC Limit,111.15,gailindia
4,52 Week High,129.55,gailindia
5,52 Week Low,83.0,gailindia
0,TTM EPS See historical trend,6.32  (-79.28% YoY),gailindia
1,TTM PE See historical trend,19.55  (High PE),gailindia
2,P/B See historical trend,0.85 (Low P/B),gailindia
3,Face Value,10.00,gailindia
0,Mkt Cap (Rs. Cr.),81235,gailindia
1,Dividend Yield,3.24,gailindia
2,20D Avg Volume,17548923,gailindia
3,20D Avg Delivery(%),--,gailindia
4,Sector PE,6.87,gailindia
5,Book Value Per Share,144.82,gailindia
0,Open,- -,gailindia
1,Previous Close,- -,gailindia
2,Volume,- -,gailindia
3,Value(lacs),- -,gailindia
0,High,- -,gailindia
1,Low,- -,gailindia
2,ATP,- -,gailindia
3,Spot,- -,gailindia
0,Open,58.55,gmrairportsinfrastructure
1,Previous Close,59.85,gmrairportsinfrastructure
2,Volume,9459462.0,gmrairportsinfrastructure
3,Value (Lacs),5652.03,gmrairportsinfrastructure
4,i  VWAP,59.86,gmrairportsinfrastructure
5,Beta,,gmrairportsinfrastructure
0,High,60.8,gmrairportsinfrastructure
1,Low,58.55,gmrairportsinfrastructure
2,UC Limit,65.8,gmrairportsinfrastructure
3,LC Limit,53.9,gmrairportsinfrastructure
4,52 Week High,66.75,gmrairportsinfrastructure
5,52 Week Low,34.1,gmrairportsinfrastructure
0,TTM EPS See historical trend,-0.12,gmrairportsinfrastructure
1,TTM PE See historical trend,--  (Low PE),gmrairportsinfrastructure
2,P/B See historical trend,18.79 (High P/B),gmrairportsinfrastructure
3,Face Value,1.00,gmrairportsinfrastructure
0,Mkt Cap (Rs. Cr.),36065,gmrairportsinfrastructure
1,Dividend Yield,0.00,gmrairportsinfrastructure
2,20D Avg Volume,26837873,gmrairportsinfrastructure
3,20D Avg Delivery(%),--,gmrairportsinfrastructure
4,Sector PE,36.00,gmrairportsinfrastructure
5,Book Value Per Share,3.18,gmrairportsinfrastructure
0,Open,- -,gmrairportsinfrastructure
1,Previous Close,- -,gmrairportsinfrastructure
2,Volume,- -,gmrairportsinfrastructure
3,Value(lacs),- -,gmrairportsinfrastructure
0,High,- -,gmrairportsinfrastructure
1,Low,- -,gmrairportsinfrastructure
2,ATP,- -,gmrairportsinfrastructure
3,Spot,- -,gmrairportsinfrastructure
0,Open,853.0,glenmarkpharma
1,Previous Close,851.55,glenmarkpharma
2,Volume,1526780.0,glenmarkpharma
3,Value (Lacs),13078.4,glenmarkpharma
4,i  VWAP,850.61,glenmarkpharma
5,Beta,,glenmarkpharma
0,High,863.0,glenmarkpharma
1,Low,828.1,glenmarkpharma
2,UC Limit,936.7,glenmarkpharma
3,LC Limit,766.4,glenmarkpharma
4,52 Week High,873.0,glenmarkpharma
5,52 Week Low,363.65,glenmarkpharma
0,TTM EPS See historical trend,5.18  (-82.70% YoY),glenmarkpharma
1,TTM PE See historical trend,165.37  (High PE),glenmarkpharma
2,P/B See historical trend,2.56 (High P/B),glenmarkpharma
3,Face Value,1.00,glenmarkpharma
0,Mkt Cap (Rs. Cr.),24171,glenmarkpharma
1,Dividend Yield,0.29,glenmarkpharma
2,20D Avg Volume,1273100,glenmarkpharma
3,20D Avg Delivery(%),--,glenmarkpharma
4,Sector PE,44.47,glenmarkpharma
5,Book Value Per Share,334.49,glenmarkpharma
0,Open,- -,glenmarkpharma
1,Previous Close,- -,glenmarkpharma
2,Volume,- -,glenmarkpharma
3,Value(lacs),- -,glenmarkpharma
0,High,- -,glenmarkpharma
1,Low,- -,glenmarkpharma
2,ATP,- -,glenmarkpharma
3,Spot,- -,glenmarkpharma
0,Open,991.9,godrejconsumerproducts
1,Previous Close,993.3,godrejconsumerproducts
2,Volume,844213.0,godrejconsumerproducts
3,Value (Lacs),8358.55,godrejconsumerproducts
