,0,1,2,3,4,5,6,Stock
40,Diluted EPS.,11.92,16.43,11.29,8.06,10.88,,birlasoft
41,Public Share Holding,,,,,,,birlasoft
42,No Of Shares (Crores),--,--,--,--,--,,birlasoft
43,Share Holding (%),--,--,--,--,--,,birlasoft
44,Promoters and Promoter Group Shareholding,,,,,,,birlasoft
45,a) Pledged/Encumbered,,,,,,,birlasoft
46,- Number of shares (Crores),--,--,--,--,--,,birlasoft
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,birlasoft
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,birlasoft
49,b) Non-encumbered,,,,,,,birlasoft
50,- Number of shares (Crores).,--,--,--,--,--,,birlasoft
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,birlasoft
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,birlasoft
0,Yearly Results of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,chambalfertiliserschemicals
1,Net Sales/Income from operations,27772.81,16068.83,12719.01,12205.95,10177.36,,chambalfertiliserschemicals
2,Other Operating Income,--,--,--,--,--,,chambalfertiliserschemicals
3,Total Income From Operations,27772.81,16068.83,12719.01,12205.95,10177.36,,chambalfertiliserschemicals
4,EXPENDITURE,,,,,,,chambalfertiliserschemicals
5,Consumption of Raw Materials,8522.56,5368.53,2924.19,3773.21,2785.63,,chambalfertiliserschemicals
6,Purchase of Traded Goods,9395.60,6561.77,4060.16,2907.44,3806.82,,chambalfertiliserschemicals
7,Increase/Decrease in Stocks,1786.13,-2326.99,353.86,208.66,-510.64,,chambalfertiliserschemicals
8,Power & Fuel,--,--,--,--,--,,chambalfertiliserschemicals
9,Employees Cost,191.00,180.67,176.41,156.02,166.46,,chambalfertiliserschemicals
10,Depreciation,308.29,299.74,289.22,286.86,144.09,,chambalfertiliserschemicals
11,Excise Duty,--,--,--,--,--,,chambalfertiliserschemicals
12,Admin. And Selling Expenses,--,--,--,--,--,,chambalfertiliserschemicals
13,R & D Expenses,--,--,--,--,--,,chambalfertiliserschemicals
14,Provisions And Contingencies,--,--,--,--,--,,chambalfertiliserschemicals
15,Exp. Capitalised,--,--,--,--,--,,chambalfertiliserschemicals
16,Other Expenses,6058.17,4022.66,2740.94,3258.21,2701.22,,chambalfertiliserschemicals
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1511.06,1962.45,2174.23,1615.55,1083.78,,chambalfertiliserschemicals
18,Other Income,167.76,68.00,37.35,106.56,82.77,,chambalfertiliserschemicals
19,"P/L Before Int., Excpt. Items & Tax",1678.82,2030.45,2211.58,1722.11,1166.56,,chambalfertiliserschemicals
20,Interest,320.02,105.93,279.39,502.63,252.54,,chambalfertiliserschemicals
21,P/L Before Exceptional Items & Tax,1358.80,1924.52,1932.19,1219.48,914.02,,chambalfertiliserschemicals
22,Exceptional Items,--,--,337.89,105.57,-197.27,,chambalfertiliserschemicals
23,P/L Before Tax,1358.80,1924.52,2270.08,1325.05,716.75,,chambalfertiliserschemicals
24,Tax,382.54,664.84,611.94,101.44,248.58,,chambalfertiliserschemicals
25,P/L After Tax from Ordinary Activities,976.26,1259.68,1658.14,1223.61,468.17,,chambalfertiliserschemicals
26,Prior Year Adjustments,--,--,--,--,--,,chambalfertiliserschemicals
27,Extra Ordinary Items,--,--,--,-1.06,--,,chambalfertiliserschemicals
28,Net Profit/(Loss) For the Period,976.26,1259.68,1658.14,1222.55,468.17,,chambalfertiliserschemicals
29,Minority Interest,0.43,-0.08,-92.83,0.63,5.37,,chambalfertiliserschemicals
30,Share Of P/L Of Associates,57.53,306.38,89.45,3.01,116.68,,chambalfertiliserschemicals
31,Net P/L After M.I & Associates,1034.22,1565.98,1654.76,1226.19,590.21,,chambalfertiliserschemicals
32,Equity Share Capital,416.21,416.21,416.21,416.21,416.21,,chambalfertiliserschemicals
33,Reserves Excluding Revaluation Reserves,6649.26,5980.73,4829.94,3120.44,2464.40,,chambalfertiliserschemicals
34,Equity Dividend Rate (%),--,--,--,--,--,,chambalfertiliserschemicals
35,EPS Before Extra Ordinary,,,,,,,chambalfertiliserschemicals
36,Basic EPS,24.85,37.62,39.76,29.46,14.18,,chambalfertiliserschemicals
37,Diluted EPS,24.85,37.62,39.76,29.46,14.18,,chambalfertiliserschemicals
38,EPS After Extra Ordinary,,,,,,,chambalfertiliserschemicals
39,Basic EPS.,24.85,37.62,39.76,29.46,14.18,,chambalfertiliserschemicals
40,Diluted EPS.,24.85,37.62,39.76,29.46,14.18,,chambalfertiliserschemicals
41,Public Share Holding,,,,,,,chambalfertiliserschemicals
42,No Of Shares (Crores),--,--,--,--,--,,chambalfertiliserschemicals
43,Share Holding (%),--,--,--,--,--,,chambalfertiliserschemicals
44,Promoters and Promoter Group Shareholding,,,,,,,chambalfertiliserschemicals
45,a) Pledged/Encumbered,,,,,,,chambalfertiliserschemicals
46,- Number of shares (Crores),--,--,--,--,--,,chambalfertiliserschemicals
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,chambalfertiliserschemicals
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,chambalfertiliserschemicals
49,b) Non-encumbered,,,,,,,chambalfertiliserschemicals
50,- Number of shares (Crores).,--,--,--,--,--,,chambalfertiliserschemicals
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,chambalfertiliserschemicals
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,chambalfertiliserschemicals
0,Yearly Results of Colgate Palmolive (India) (in Rs. Cr.),Mar '10,Mar '09,Mar '08,Mar '07,,,colgatepalmoliveindia
1,Net Sales/Income from operations,2032.90,1759.84,1473.85,1295.62,,,colgatepalmoliveindia
2,Other Operating Income,--,--,--,--,,,colgatepalmoliveindia
3,Total Income From Operations,2032.90,1759.84,1473.85,1295.62,,,colgatepalmoliveindia
4,EXPENDITURE,,,,,,,colgatepalmoliveindia
5,Consumption of Raw Materials,651.59,591.72,361.67,264.96,,,colgatepalmoliveindia
6,Purchase of Traded Goods,--,--,--,--,,,colgatepalmoliveindia
7,Increase/Decrease in Stocks,-12.29,-4.53,-0.82,-5.32,,,colgatepalmoliveindia
8,Power & Fuel,--,--,--,--,,,colgatepalmoliveindia
9,Employees Cost,161.33,150.90,123.82,113.42,,,colgatepalmoliveindia
10,Depreciation,30.66,28.25,20.93,19.57,,,colgatepalmoliveindia
11,Excise Duty,--,--,--,--,,,colgatepalmoliveindia
12,Admin. And Selling Expenses,299.42,271.72,256.51,207.54,,,colgatepalmoliveindia
13,R & D Expenses,--,--,--,--,,,colgatepalmoliveindia
14,Provisions And Contingencies,--,--,--,--,,,colgatepalmoliveindia
15,Exp. Capitalised,--,--,--,--,,,colgatepalmoliveindia
16,Other Expenses,425.23,391.49,481.75,564.95,,,colgatepalmoliveindia
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",476.96,330.29,229.99,130.50,,,colgatepalmoliveindia
18,Other Income,24.93,19.78,77.18,65.93,,,colgatepalmoliveindia
19,"P/L Before Int., Excpt. Items & Tax",501.89,350.07,307.17,196.43,,,colgatepalmoliveindia
20,Interest,1.50,1.54,1.23,0.98,,,colgatepalmoliveindia
21,P/L Before Exceptional Items & Tax,500.39,348.53,305.94,195.45,,,colgatepalmoliveindia
22,Exceptional Items,--,--,--,--,,,colgatepalmoliveindia
23,P/L Before Tax,500.39,348.53,305.94,195.45,,,colgatepalmoliveindia
24,Tax,64.78,60.30,69.26,47.06,,,colgatepalmoliveindia
25,P/L After Tax from Ordinary Activities,435.61,288.23,236.68,148.39,,,colgatepalmoliveindia
26,Prior Year Adjustments,--,--,--,--,,,colgatepalmoliveindia
27,Extra Ordinary Items,--,--,--,--,,,colgatepalmoliveindia
28,Net Profit/(Loss) For the Period,435.61,288.23,236.68,148.39,,,colgatepalmoliveindia
29,Minority Interest,-1.51,-2.45,-0.92,--,,,colgatepalmoliveindia
30,Share Of P/L Of Associates,--,--,--,--,,,colgatepalmoliveindia
31,Net P/L After M.I & Associates,434.10,285.78,235.76,148.39,,,colgatepalmoliveindia
32,Equity Share Capital,13.60,13.60,13.60,135.99,,,colgatepalmoliveindia
33,Reserves Excluding Revaluation Reserves,316.62,201.67,153.69,142.40,,,colgatepalmoliveindia
34,Equity Dividend Rate (%),--,--,--,--,,,colgatepalmoliveindia
35,EPS Before Extra Ordinary,,,,,,,colgatepalmoliveindia
36,Basic EPS,--,--,--,--,,,colgatepalmoliveindia
37,Diluted EPS,--,--,--,--,,,colgatepalmoliveindia
38,EPS After Extra Ordinary,,,,,,,colgatepalmoliveindia
39,Basic EPS.,31.92,21.01,17.34,10.91,,,colgatepalmoliveindia
40,Diluted EPS.,31.92,21.01,17.34,10.91,,,colgatepalmoliveindia
41,Public Share Holding,,,,,,,colgatepalmoliveindia
42,No Of Shares (Crores),6.66,6.66,6.66,6.66,,,colgatepalmoliveindia
43,Share Holding (%),49.00,49.00,49.00,49.00,,,colgatepalmoliveindia
44,Promoters and Promoter Group Shareholding,,,,,,,colgatepalmoliveindia
45,a) Pledged/Encumbered,,,,,,,colgatepalmoliveindia
46,- Number of shares (Crores),--,--,--,--,,,colgatepalmoliveindia
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,,,colgatepalmoliveindia
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,,,colgatepalmoliveindia
49,b) Non-encumbered,,,,,,,colgatepalmoliveindia
50,- Number of shares (Crores).,--,--,--,--,,,colgatepalmoliveindia
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,,,colgatepalmoliveindia
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,,,colgatepalmoliveindia
0,Yearly Results of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,cromptongreavesconsumerelectrical
1,Net Sales/Income from operations,6869.61,5394.11,4803.51,4520.26,4478.91,,cromptongreavesconsumerelectrical
2,Other Operating Income,--,--,--,--,--,,cromptongreavesconsumerelectrical
3,Total Income From Operations,6869.61,5394.11,4803.51,4520.26,4478.91,,cromptongreavesconsumerelectrical
4,EXPENDITURE,,,,,,,cromptongreavesconsumerelectrical
5,Consumption of Raw Materials,1734.96,1193.91,986.31,979.46,1056.49,,cromptongreavesconsumerelectrical
6,Purchase of Traded Goods,3011.32,2467.57,2320.00,2217.16,2058.62,,cromptongreavesconsumerelectrical
7,Increase/Decrease in Stocks,-65.93,40.30,-39.07,-126.29,-23.29,,cromptongreavesconsumerelectrical
8,Power & Fuel,--,--,--,--,--,,cromptongreavesconsumerelectrical
9,Employees Cost,540.80,362.39,336.58,310.95,291.88,,cromptongreavesconsumerelectrical
10,Depreciation,115.92,42.28,29.69,26.79,12.89,,cromptongreavesconsumerelectrical
11,Excise Duty,--,--,--,--,--,,cromptongreavesconsumerelectrical
12,Admin. And Selling Expenses,--,--,--,--,--,,cromptongreavesconsumerelectrical
13,R & D Expenses,--,--,--,--,--,,cromptongreavesconsumerelectrical
14,Provisions And Contingencies,--,--,--,--,--,,cromptongreavesconsumerelectrical
15,Exp. Capitalised,--,--,--,--,--,,cromptongreavesconsumerelectrical
16,Other Expenses,877.99,560.48,479.21,539.88,510.89,,cromptongreavesconsumerelectrical
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",654.55,727.18,690.79,572.31,571.43,,cromptongreavesconsumerelectrical
18,Other Income,66.78,72.64,75.75,59.05,48.01,,cromptongreavesconsumerelectrical
19,"P/L Before Int., Excpt. Items & Tax",721.33,799.82,766.54,631.36,619.44,,cromptongreavesconsumerelectrical
20,Interest,109.18,35.31,42.91,40.67,59.60,,cromptongreavesconsumerelectrical
21,P/L Before Exceptional Items & Tax,612.15,764.51,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
22,Exceptional Items,--,-12.97,--,--,--,,cromptongreavesconsumerelectrical
23,P/L Before Tax,612.15,751.54,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
24,Tax,135.75,173.16,106.98,94.30,158.45,,cromptongreavesconsumerelectrical
25,P/L After Tax from Ordinary Activities,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
26,Prior Year Adjustments,--,--,--,--,--,,cromptongreavesconsumerelectrical
27,Extra Ordinary Items,--,--,--,--,--,,cromptongreavesconsumerelectrical
28,Net Profit/(Loss) For the Period,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
29,Minority Interest,-13.19,--,--,--,--,,cromptongreavesconsumerelectrical
30,Share Of P/L Of Associates,--,--,--,--,--,,cromptongreavesconsumerelectrical
31,Net P/L After M.I & Associates,463.21,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
32,Equity Share Capital,127.22,126.68,125.54,125.46,125.40,,cromptongreavesconsumerelectrical
33,Reserves Excluding Revaluation Reserves,2392.36,2187.65,1643.36,1342.88,971.94,,cromptongreavesconsumerelectrical
34,Equity Dividend Rate (%),--,--,--,--,--,,cromptongreavesconsumerelectrical
35,EPS Before Extra Ordinary,,,,,,,cromptongreavesconsumerelectrical
36,Basic EPS,7.29,9.21,9.83,7.92,6.40,,cromptongreavesconsumerelectrical
37,Diluted EPS,7.27,9.17,9.75,7.85,6.36,,cromptongreavesconsumerelectrical
38,EPS After Extra Ordinary,,,,,,,cromptongreavesconsumerelectrical
39,Basic EPS.,7.29,9.21,9.83,7.92,6.40,,cromptongreavesconsumerelectrical
40,Diluted EPS.,7.27,9.17,9.75,7.85,6.36,,cromptongreavesconsumerelectrical
41,Public Share Holding,,,,,,,cromptongreavesconsumerelectrical
42,No Of Shares (Crores),--,--,--,--,--,,cromptongreavesconsumerelectrical
43,Share Holding (%),--,--,--,--,--,,cromptongreavesconsumerelectrical
44,Promoters and Promoter Group Shareholding,,,,,,,cromptongreavesconsumerelectrical
45,a) Pledged/Encumbered,,,,,,,cromptongreavesconsumerelectrical
46,- Number of shares (Crores),--,--,--,--,--,,cromptongreavesconsumerelectrical
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,cromptongreavesconsumerelectrical
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,cromptongreavesconsumerelectrical
49,b) Non-encumbered,,,,,,,cromptongreavesconsumerelectrical
50,- Number of shares (Crores).,--,--,--,--,--,,cromptongreavesconsumerelectrical
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,cromptongreavesconsumerelectrical
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,cromptongreavesconsumerelectrical
0,Yearly Results of Escorts Kubota (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,escortskubota
1,Net Sales/Income from operations,8428.69,7238.43,7014.42,5810.09,6262.02,,escortskubota
2,Other Operating Income,--,--,--,--,--,,escortskubota
3,Total Income From Operations,8428.69,7238.43,7014.42,5810.09,6262.02,,escortskubota
4,EXPENDITURE,,,,,,,escortskubota
5,Consumption of Raw Materials,5776.18,4534.63,4073.07,3476.31,4077.48,,escortskubota
6,Purchase of Traded Goods,510.35,510.82,441.65,370.37,403.99,,escortskubota
7,Increase/Decrease in Stocks,-163.65,-66.94,129.92,-5.58,-204.54,,escortskubota
8,Power & Fuel,--,--,--,--,--,,escortskubota
9,Employees Cost,607.40,541.90,546.91,520.51,484.73,,escortskubota
10,Depreciation,150.06,132.06,118.28,107.22,87.21,,escortskubota
11,Excise Duty,--,--,--,--,--,,escortskubota
12,Admin. And Selling Expenses,--,--,--,--,--,,escortskubota
13,R & D Expenses,--,--,--,--,--,,escortskubota
14,Provisions And Contingencies,--,--,--,--,--,,escortskubota
15,Exp. Capitalised,--,--,--,--,--,,escortskubota
16,Other Expenses,920.89,766.83,696.11,786.08,775.83,,escortskubota
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",627.46,819.13,1008.48,555.18,637.32,,escortskubota
18,Other Income,280.93,218.02,160.38,97.60,92.40,,escortskubota
19,"P/L Before Int., Excpt. Items & Tax",908.39,1037.15,1168.86,652.78,729.72,,escortskubota
20,Interest,13.27,14.97,13.34,17.23,19.54,,escortskubota
21,P/L Before Exceptional Items & Tax,895.12,1022.18,1155.52,635.55,710.18,,escortskubota
22,Exceptional Items,-53.05,--,--,-9.22,5.56,,escortskubota
23,P/L Before Tax,842.07,1022.18,1155.52,626.33,715.74,,escortskubota
24,Tax,197.94,257.22,283.15,153.53,237.11,,escortskubota
25,P/L After Tax from Ordinary Activities,644.13,764.96,872.37,472.80,478.63,,escortskubota
26,Prior Year Adjustments,--,--,--,--,--,,escortskubota
27,Extra Ordinary Items,--,--,--,--,1.23,,escortskubota
28,Net Profit/(Loss) For the Period,644.13,764.96,872.37,472.80,479.86,,escortskubota
29,Minority Interest,0.13,0.86,-0.17,0.53,1.03,,escortskubota
30,Share Of P/L Of Associates,-7.48,-29.35,-0.74,-1.08,-1.96,,escortskubota
31,Net P/L After M.I & Associates,636.78,736.47,871.46,472.25,478.93,,escortskubota
32,Equity Share Capital,131.94,131.94,134.83,122.58,122.58,,escortskubota
33,Reserves Excluding Revaluation Reserves,8042.47,7467.96,4891.30,2987.72,2550.91,,escortskubota
34,Equity Dividend Rate (%),--,--,--,--,--,,escortskubota
35,EPS Before Extra Ordinary,,,,,,,escortskubota
36,Basic EPS,58.85,74.06,92.15,55.04,55.82,,escortskubota
37,Diluted EPS,58.76,73.73,91.98,55.04,55.82,,escortskubota
38,EPS After Extra Ordinary,,,,,,,escortskubota
39,Basic EPS.,58.85,74.06,92.15,55.04,55.82,,escortskubota
40,Diluted EPS.,58.76,73.73,91.98,55.04,55.82,,escortskubota
41,Public Share Holding,,,,,,,escortskubota
42,No Of Shares (Crores),--,--,--,--,--,,escortskubota
43,Share Holding (%),--,--,--,--,--,,escortskubota
44,Promoters and Promoter Group Shareholding,,,,,,,escortskubota
45,a) Pledged/Encumbered,,,,,,,escortskubota
46,- Number of shares (Crores),--,--,--,--,--,,escortskubota
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,escortskubota
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,escortskubota
49,b) Non-encumbered,,,,,,,escortskubota
50,- Number of shares (Crores).,--,--,--,--,--,,escortskubota
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,escortskubota
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,escortskubota
0,Yearly Results of GMR Airports Infrastructure (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,gmrairportsinfrastructure
1,Net Sales/Income from operations,6693.40,3772.17,6229.38,7515.24,7102.03,,gmrairportsinfrastructure
2,Other Operating Income,--,828.55,--,1040.30,462.85,,gmrairportsinfrastructure
3,Total Income From Operations,6693.40,4600.72,6229.38,8555.54,7564.88,,gmrairportsinfrastructure
4,EXPENDITURE,,,,,,,gmrairportsinfrastructure
5,Consumption of Raw Materials,96.57,92.57,755.94,434.85,348.16,,gmrairportsinfrastructure
6,Purchase of Traded Goods,138.19,52.37,954.37,830.45,606.08,,gmrairportsinfrastructure
7,Increase/Decrease in Stocks,-47.45,4.61,16.55,-15.63,1.82,,gmrairportsinfrastructure
8,Power & Fuel,--,--,--,--,--,,gmrairportsinfrastructure
9,Employees Cost,969.38,755.12,754.64,831.21,759.88,,gmrairportsinfrastructure
10,Depreciation,1042.44,889.40,1004.54,1064.25,983.96,,gmrairportsinfrastructure
11,Excise Duty,--,--,--,--,--,,gmrairportsinfrastructure
12,Admin. And Selling Expenses,--,--,--,--,--,,gmrairportsinfrastructure
13,R & D Expenses,--,--,--,--,--,,gmrairportsinfrastructure
14,Provisions And Contingencies,--,--,--,--,--,,gmrairportsinfrastructure
15,Exp. Capitalised,--,--,--,--,--,,gmrairportsinfrastructure
16,Other Expenses,3812.92,1593.48,2669.17,3845.50,4154.31,,gmrairportsinfrastructure
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",681.35,1213.17,74.17,1564.91,710.67,,gmrairportsinfrastructure
18,Other Income,595.59,358.44,634.08,666.59,719.84,,gmrairportsinfrastructure
19,"P/L Before Int., Excpt. Items & Tax",1276.94,1571.61,708.25,2231.50,1430.51,,gmrairportsinfrastructure
20,Interest,2343.11,2018.66,3172.17,3545.67,2684.15,,gmrairportsinfrastructure
21,P/L Before Exceptional Items & Tax,-1066.17,-447.05,-2463.92,-1314.17,-1253.64,,gmrairportsinfrastructure
22,Exceptional Items,254.34,-388.26,-880.57,-680.91,-2212.30,,gmrairportsinfrastructure
23,P/L Before Tax,-811.83,-835.31,-3344.49,-1995.08,-3465.94,,gmrairportsinfrastructure
24,Tax,114.07,-12.30,-262.43,-84.92,-87.42,,gmrairportsinfrastructure
25,P/L After Tax from Ordinary Activities,-925.90,-823.01,-3082.06,-1910.16,-3378.52,,gmrairportsinfrastructure
26,Prior Year Adjustments,--,--,--,--,--,,gmrairportsinfrastructure
27,Extra Ordinary Items,--,-379.08,-0.02,-3.70,110.12,,gmrairportsinfrastructure
28,Net Profit/(Loss) For the Period,-925.90,-1202.09,-3082.08,-1913.86,-3268.40,,gmrairportsinfrastructure
29,Minority Interest,660.67,108.10,--,--,--,,gmrairportsinfrastructure
30,Share Of P/L Of Associates,85.97,70.70,-345.69,-288.33,-87.89,,gmrairportsinfrastructure
31,Net P/L After M.I & Associates,-179.26,-1023.29,-3427.77,-2202.19,-3356.29,,gmrairportsinfrastructure
32,Equity Share Capital,603.59,603.59,603.59,603.59,603.59,,gmrairportsinfrastructure
33,Reserves Excluding Revaluation Reserves,-1396.37,-1421.41,-2321.72,-3062.28,-1423.65,,gmrairportsinfrastructure
34,Equity Dividend Rate (%),--,--,--,--,--,,gmrairportsinfrastructure
35,EPS Before Extra Ordinary,,,,,,,gmrairportsinfrastructure
36,Basic EPS,-0.30,-1.70,-4.63,-4.03,-5.98,,gmrairportsinfrastructure
37,Diluted EPS,-0.30,-1.70,-4.63,-4.03,-5.98,,gmrairportsinfrastructure
38,EPS After Extra Ordinary,,,,,,,gmrairportsinfrastructure
39,Basic EPS.,-0.30,-1.70,-4.63,-4.03,-5.98,,gmrairportsinfrastructure
40,Diluted EPS.,-0.30,-1.70,-4.63,-4.03,-5.98,,gmrairportsinfrastructure
41,Public Share Holding,,,,,,,gmrairportsinfrastructure
42,No Of Shares (Crores),--,--,--,--,--,,gmrairportsinfrastructure
43,Share Holding (%),--,--,--,--,--,,gmrairportsinfrastructure
44,Promoters and Promoter Group Shareholding,,,,,,,gmrairportsinfrastructure
45,a) Pledged/Encumbered,,,,,,,gmrairportsinfrastructure
46,- Number of shares (Crores),--,--,--,--,--,,gmrairportsinfrastructure
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,gmrairportsinfrastructure
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,gmrairportsinfrastructure
49,b) Non-encumbered,,,,,,,gmrairportsinfrastructure
50,- Number of shares (Crores).,--,--,--,--,--,,gmrairportsinfrastructure
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,gmrairportsinfrastructure
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,gmrairportsinfrastructure
0,Yearly Results of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,hindustanaeronauticsltd
1,Net Sales/Income from operations,26927.46,24620.02,22754.54,21521.86,19893.88,,hindustanaeronauticsltd
2,Other Operating Income,--,--,--,--,--,,hindustanaeronauticsltd
3,Total Income From Operations,26927.46,24620.02,22754.54,21521.86,19893.88,,hindustanaeronauticsltd
4,EXPENDITURE,,,,,,,hindustanaeronauticsltd
5,Consumption of Raw Materials,9993.68,8752.24,7764.72,8164.53,7355.43,,hindustanaeronauticsltd
6,Purchase of Traded Goods,799.15,656.68,821.16,587.15,307.49,,hindustanaeronauticsltd
7,Increase/Decrease in Stocks,-690.72,592.30,2458.14,711.42,1167.54,,hindustanaeronauticsltd
8,Power & Fuel,--,--,--,--,--,,hindustanaeronauticsltd
9,Employees Cost,4910.37,4604.42,4305.17,4777.95,4311.03,,hindustanaeronauticsltd
10,Depreciation,1784.67,1110.53,1178.28,998.51,1029.28,,hindustanaeronauticsltd
11,Excise Duty,--,--,--,--,--,,hindustanaeronauticsltd
12,Admin. And Selling Expenses,--,--,--,--,--,,hindustanaeronauticsltd
13,R & D Expenses,--,--,--,--,--,,hindustanaeronauticsltd
14,Provisions And Contingencies,4322.23,3729.54,1450.26,1428.28,1300.01,,hindustanaeronauticsltd
15,Exp. Capitalised,-1163.02,-834.16,-933.94,179.21,302.64,,hindustanaeronauticsltd
16,Other Expenses,2076.62,1710.44,1539.65,744.98,717.75,,hindustanaeronauticsltd
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",4894.48,4298.03,4171.10,3929.83,3402.71,,hindustanaeronauticsltd
18,Other Income,1670.12,984.93,358.23,293.90,376.11,,hindustanaeronauticsltd
19,"P/L Before Int., Excpt. Items & Tax",6564.60,5282.96,4529.33,4223.73,3778.82,,hindustanaeronauticsltd
20,Interest,57.97,58.20,259.17,348.46,169.60,,hindustanaeronauticsltd
21,P/L Before Exceptional Items & Tax,6506.63,5224.76,4270.16,3875.27,3609.22,,hindustanaeronauticsltd
22,Exceptional Items,--,--,2.02,118.92,--,,hindustanaeronauticsltd
23,P/L Before Tax,6506.63,5224.76,4272.18,3994.19,3609.22,,hindustanaeronauticsltd
24,Tax,681.77,144.65,1037.93,1103.55,1345.20,,hindustanaeronauticsltd
25,P/L After Tax from Ordinary Activities,5824.86,5080.11,3234.25,2890.64,2264.02,,hindustanaeronauticsltd
26,Prior Year Adjustments,--,--,--,--,--,,hindustanaeronauticsltd
27,Extra Ordinary Items,--,--,--,--,--,,hindustanaeronauticsltd
28,Net Profit/(Loss) For the Period,5824.86,5080.11,3234.25,2890.64,2264.02,,hindustanaeronauticsltd
29,Minority Interest,0.01,0.16,0.40,0.17,0.25,,hindustanaeronauticsltd
30,Share Of P/L Of Associates,2.87,-0.23,4.81,7.02,0.75,,hindustanaeronauticsltd
31,Net P/L After M.I & Associates,5827.74,5080.04,3239.46,2897.83,2265.02,,hindustanaeronauticsltd
32,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,hindustanaeronauticsltd
33,Reserves Excluding Revaluation Reserves,23237.76,18978.74,15077.88,12904.47,11747.73,,hindustanaeronauticsltd
34,Equity Dividend Rate (%),--,--,--,--,--,,hindustanaeronauticsltd
35,EPS Before Extra Ordinary,,,,,,,hindustanaeronauticsltd
36,Basic EPS,174.28,151.92,96.87,86.66,67.73,,hindustanaeronauticsltd
37,Diluted EPS,174.28,151.92,96.87,86.66,67.73,,hindustanaeronauticsltd
38,EPS After Extra Ordinary,,,,,,,hindustanaeronauticsltd
39,Basic EPS.,174.28,151.92,96.87,86.66,67.73,,hindustanaeronauticsltd
40,Diluted EPS.,174.28,151.92,96.87,86.66,67.73,,hindustanaeronauticsltd
41,Public Share Holding,,,,,,,hindustanaeronauticsltd
42,No Of Shares (Crores),--,--,--,--,--,,hindustanaeronauticsltd
43,Share Holding (%),--,--,--,--,--,,hindustanaeronauticsltd
44,Promoters and Promoter Group Shareholding,,,,,,,hindustanaeronauticsltd
45,a) Pledged/Encumbered,,,,,,,hindustanaeronauticsltd
46,- Number of shares (Crores),--,--,--,--,--,,hindustanaeronauticsltd
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,hindustanaeronauticsltd
