,0,1,2,3,4,5,6,Stock
0,Yearly Results of Bajaj Finserv (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,bajajfinserv
1,Net Sales/Income from operations,82071.24,68406.08,60591.20,54346.69,42604.00,,bajajfinserv
2,Other Operating Income,--,--,--,--,--,,bajajfinserv
3,Total Income From Operations,82071.24,68406.08,60591.20,54346.69,42604.00,,bajajfinserv
4,EXPENDITURE,,,,,,,bajajfinserv
5,Consumption of Raw Materials,--,--,--,--,--,,bajajfinserv
6,Purchase of Traded Goods,--,--,--,--,--,,bajajfinserv
7,Increase/Decrease in Stocks,--,--,--,--,--,,bajajfinserv
8,Power & Fuel,--,--,--,--,--,,bajajfinserv
9,Employees Cost,8767.15,6559.58,4698.34,4755.11,3801.77,,bajajfinserv
10,Depreciation,677.80,562.73,498.46,456.79,226.09,,bajajfinserv
11,Excise Duty,--,--,--,--,--,,bajajfinserv
12,Admin. And Selling Expenses,--,--,--,--,--,,bajajfinserv
13,R & D Expenses,--,--,--,--,--,,bajajfinserv
14,Provisions And Contingencies,3230.98,4889.85,5978.85,4120.37,--,,bajajfinserv
15,Exp. Capitalised,--,--,--,--,--,,bajajfinserv
16,Other Expenses,40384.72,35657.62,30412.12,27379.67,23884.30,,bajajfinserv
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",29010.59,20736.30,19003.43,17634.75,14691.84,,bajajfinserv
18,Other Income,0.77,32.90,0.37,4.78,1.57,,bajajfinserv
19,"P/L Before Int., Excpt. Items & Tax",29011.36,20769.20,19003.80,17639.53,14693.41,,bajajfinserv
20,Interest,12201.42,9498.26,9141.28,9338.53,6540.03,,bajajfinserv
21,P/L Before Exceptional Items & Tax,16809.94,11270.94,9862.52,8301.00,8153.38,,bajajfinserv
22,Exceptional Items,--,--,--,--,--,,bajajfinserv
23,P/L Before Tax,16809.94,11270.94,9862.52,8301.00,8153.38,,bajajfinserv
24,Tax,4601.59,2957.05,2494.96,2308.06,2780.89,,bajajfinserv
25,P/L After Tax from Ordinary Activities,12208.35,8313.89,7367.56,5992.94,5372.49,,bajajfinserv
26,Prior Year Adjustments,--,--,--,--,--,,bajajfinserv
27,Extra Ordinary Items,--,--,--,--,--,,bajajfinserv
28,Net Profit/(Loss) For the Period,12208.35,8313.89,7367.56,5992.94,5372.49,,bajajfinserv
29,Minority Interest,-5792.26,-3756.76,-2896.92,-2624.47,-2154.81,,bajajfinserv
30,Share Of P/L Of Associates,1.19,-0.36,-0.18,0.66,1.36,,bajajfinserv
31,Net P/L After M.I & Associates,6417.28,4556.77,4470.46,3369.13,3219.04,,bajajfinserv
32,Equity Share Capital,159.26,79.57,79.57,79.57,79.57,,bajajfinserv
33,Reserves Excluding Revaluation Reserves,46248.08,40167.23,35750.43,31221.68,23660.50,,bajajfinserv
34,Equity Dividend Rate (%),--,--,--,--,--,,bajajfinserv
35,EPS Before Extra Ordinary,,,,,,,bajajfinserv
36,Basic EPS,40.30,286.30,280.90,211.70,202.30,,bajajfinserv
37,Diluted EPS,40.00,286.30,280.90,211.70,202.30,,bajajfinserv
38,EPS After Extra Ordinary,,,,,,,bajajfinserv
39,Basic EPS.,40.30,286.30,280.90,211.70,202.30,,bajajfinserv
40,Diluted EPS.,40.00,286.30,280.90,211.70,202.30,,bajajfinserv
41,Public Share Holding,,,,,,,bajajfinserv
42,No Of Shares (Crores),--,--,--,--,--,,bajajfinserv
43,Share Holding (%),--,--,--,--,--,,bajajfinserv
44,Promoters and Promoter Group Shareholding,,,,,,,bajajfinserv
45,a) Pledged/Encumbered,,,,,,,bajajfinserv
46,- Number of shares (Crores),--,--,--,--,--,,bajajfinserv
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,bajajfinserv
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,bajajfinserv
49,b) Non-encumbered,,,,,,,bajajfinserv
50,- Number of shares (Crores).,--,--,--,--,--,,bajajfinserv
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,bajajfinserv
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,bajajfinserv
0,Yearly Results of Balkrishna Industries (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,balkrishnaindustries
1,Net Sales/Income from operations,9759.53,8295.12,5783.19,4811.24,5209.99,,balkrishnaindustries
2,Other Operating Income,--,--,--,--,--,,balkrishnaindustries
3,Total Income From Operations,9759.53,8295.12,5783.19,4811.24,5209.99,,balkrishnaindustries
4,EXPENDITURE,,,,,,,balkrishnaindustries
5,Consumption of Raw Materials,4804.19,3957.88,2379.46,2023.21,2440.97,,balkrishnaindustries
6,Purchase of Traded Goods,106.25,77.53,75.58,56.31,62.70,,balkrishnaindustries
7,Increase/Decrease in Stocks,4.87,-257.57,-144.00,59.23,-59.55,,balkrishnaindustries
8,Power & Fuel,--,--,--,--,--,,balkrishnaindustries
9,Employees Cost,459.43,430.07,370.86,328.63,299.15,,balkrishnaindustries
10,Depreciation,570.81,455.37,416.30,373.61,332.61,,balkrishnaindustries
11,Excise Duty,--,--,--,--,--,,balkrishnaindustries
12,Admin. And Selling Expenses,--,--,--,--,--,,balkrishnaindustries
13,R & D Expenses,--,--,--,--,--,,balkrishnaindustries
14,Provisions And Contingencies,--,--,--,--,--,,balkrishnaindustries
15,Exp. Capitalised,--,--,--,--,--,,balkrishnaindustries
16,Other Expenses,2677.68,2078.46,1290.85,1072.61,1164.59,,balkrishnaindustries
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1136.30,1553.38,1394.14,897.64,969.52,,balkrishnaindustries
18,Other Income,346.53,437.92,172.16,250.78,218.17,,balkrishnaindustries
19,"P/L Before Int., Excpt. Items & Tax",1482.83,1991.30,1566.30,1148.42,1187.69,,balkrishnaindustries
20,Interest,48.04,9.15,11.38,8.90,11.13,,balkrishnaindustries
21,P/L Before Exceptional Items & Tax,1434.79,1982.15,1554.92,1139.52,1176.56,,balkrishnaindustries
22,Exceptional Items,--,--,--,--,--,,balkrishnaindustries
23,P/L Before Tax,1434.79,1982.15,1554.92,1139.52,1176.56,,balkrishnaindustries
24,Tax,377.39,546.77,377.39,179.87,402.91,,balkrishnaindustries
25,P/L After Tax from Ordinary Activities,1057.40,1435.38,1177.53,959.65,773.65,,balkrishnaindustries
26,Prior Year Adjustments,--,--,--,--,--,,balkrishnaindustries
27,Extra Ordinary Items,--,--,--,--,--,,balkrishnaindustries
28,Net Profit/(Loss) For the Period,1057.40,1435.38,1177.53,959.65,773.65,,balkrishnaindustries
29,Minority Interest,--,--,--,--,--,,balkrishnaindustries
30,Share Of P/L Of Associates,--,--,--,--,--,,balkrishnaindustries
31,Net P/L After M.I & Associates,1057.40,1435.38,1177.53,959.65,773.65,,balkrishnaindustries
32,Equity Share Capital,38.66,38.66,38.66,38.66,38.66,,balkrishnaindustries
33,Reserves Excluding Revaluation Reserves,7518.27,6894.35,5961.16,4969.62,4615.00,,balkrishnaindustries
34,Equity Dividend Rate (%),--,--,--,--,--,,balkrishnaindustries
35,EPS Before Extra Ordinary,,,,,,,balkrishnaindustries
36,Basic EPS,54.70,74.25,60.91,49.64,40.02,,balkrishnaindustries
37,Diluted EPS,54.70,74.25,60.91,49.64,40.02,,balkrishnaindustries
38,EPS After Extra Ordinary,,,,,,,balkrishnaindustries
39,Basic EPS.,54.70,74.25,60.91,49.64,40.02,,balkrishnaindustries
40,Diluted EPS.,54.70,74.25,60.91,49.64,40.02,,balkrishnaindustries
41,Public Share Holding,,,,,,,balkrishnaindustries
42,No Of Shares (Crores),--,--,--,--,--,,balkrishnaindustries
43,Share Holding (%),--,--,--,--,--,,balkrishnaindustries
44,Promoters and Promoter Group Shareholding,,,,,,,balkrishnaindustries
45,a) Pledged/Encumbered,,,,,,,balkrishnaindustries
46,- Number of shares (Crores),--,--,--,--,--,,balkrishnaindustries
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,balkrishnaindustries
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,balkrishnaindustries
49,b) Non-encumbered,,,,,,,balkrishnaindustries
50,- Number of shares (Crores).,--,--,--,--,--,,balkrishnaindustries
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,balkrishnaindustries
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,balkrishnaindustries
0,Yearly Results of Balrampur Chini Mills (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,balrampurchinimills
1,Net Sales/Income from operations,4665.86,4846.03,4811.66,4741.29,4285.78,,balrampurchinimills
2,Other Operating Income,--,--,--,--,--,,balrampurchinimills
3,Total Income From Operations,4665.86,4846.03,4811.66,4741.29,4285.78,,balrampurchinimills
4,EXPENDITURE,,,,,,,balrampurchinimills
5,Consumption of Raw Materials,3419.40,3261.73,3511.86,3464.16,3595.41,,balrampurchinimills
6,Purchase of Traded Goods,--,--,--,--,--,,balrampurchinimills
7,Increase/Decrease in Stocks,-10.16,194.42,-55.83,37.34,-538.37,,balrampurchinimills
8,Power & Fuel,--,--,--,--,--,,balrampurchinimills
9,Employees Cost,363.79,307.80,281.65,254.00,230.46,,balrampurchinimills
10,Depreciation,129.50,113.86,111.88,101.42,95.85,,balrampurchinimills
11,Excise Duty,--,--,--,--,--,,balrampurchinimills
12,Admin. And Selling Expenses,--,--,--,--,--,,balrampurchinimills
13,R & D Expenses,--,--,--,--,--,,balrampurchinimills
14,Provisions And Contingencies,--,--,--,--,--,,balrampurchinimills
15,Exp. Capitalised,--,--,--,--,--,,balrampurchinimills
16,Other Expenses,380.79,382.38,360.14,303.84,309.20,,balrampurchinimills
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",382.54,585.83,601.96,580.55,593.23,,balrampurchinimills
18,Other Income,62.79,33.02,26.92,43.87,42.74,,balrampurchinimills
19,"P/L Before Int., Excpt. Items & Tax",445.33,618.85,628.88,624.42,635.97,,balrampurchinimills
20,Interest,48.65,30.87,39.30,64.17,40.94,,balrampurchinimills
21,P/L Before Exceptional Items & Tax,396.68,587.98,589.58,560.25,595.03,,balrampurchinimills
22,Exceptional Items,--,-1.20,--,--,6.75,,balrampurchinimills
23,P/L Before Tax,396.68,586.78,589.58,560.25,601.78,,balrampurchinimills
24,Tax,124.15,134.08,129.39,48.71,25.96,,balrampurchinimills
25,P/L After Tax from Ordinary Activities,272.53,452.69,460.19,511.55,575.82,,balrampurchinimills
26,Prior Year Adjustments,--,--,--,--,--,,balrampurchinimills
27,Extra Ordinary Items,--,--,--,--,--,,balrampurchinimills
28,Net Profit/(Loss) For the Period,272.53,452.69,460.19,511.55,575.82,,balrampurchinimills
29,Minority Interest,--,--,--,--,--,,balrampurchinimills
30,Share Of P/L Of Associates,11.63,11.94,19.60,7.81,--,,balrampurchinimills
31,Net P/L After M.I & Associates,284.17,464.64,479.79,519.35,575.82,,balrampurchinimills
32,Equity Share Capital,20.17,20.40,21.00,22.00,22.84,,balrampurchinimills
33,Reserves Excluding Revaluation Reserves,2875.40,2749.31,2598.15,2393.69,2094.95,,balrampurchinimills
34,Equity Dividend Rate (%),--,--,--,--,--,,balrampurchinimills
35,EPS Before Extra Ordinary,,,,,,,balrampurchinimills
36,Basic EPS,13.94,22.44,22.48,23.44,25.21,,balrampurchinimills
37,Diluted EPS,13.94,22.44,22.48,23.44,25.21,,balrampurchinimills
38,EPS After Extra Ordinary,,,,,,,balrampurchinimills
39,Basic EPS.,13.94,22.44,22.48,23.44,25.21,,balrampurchinimills
40,Diluted EPS.,13.94,22.44,22.48,23.44,25.21,,balrampurchinimills
41,Public Share Holding,,,,,,,balrampurchinimills
42,No Of Shares (Crores),--,--,--,--,--,,balrampurchinimills
43,Share Holding (%),--,--,--,--,--,,balrampurchinimills
44,Promoters and Promoter Group Shareholding,,,,,,,balrampurchinimills
45,a) Pledged/Encumbered,,,,,,,balrampurchinimills
46,- Number of shares (Crores),--,--,--,--,--,,balrampurchinimills
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,balrampurchinimills
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,balrampurchinimills
49,b) Non-encumbered,,,,,,,balrampurchinimills
50,- Number of shares (Crores).,--,--,--,--,--,,balrampurchinimills
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,balrampurchinimills
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,balrampurchinimills
0,Yearly Results of Bandhan Bank (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,bandhanbank
1,Interest Earned,,,,,,,bandhanbank
2,(a) Int. /Disc. on Adv/Bills,13775.16,12183.90,10891.79,9486.24,5727.23,,bandhanbank
3,(b) Income on Investment,1886.30,1478.30,1174.15,832.81,617.12,,bandhanbank
4,(c) Int. on balances With RBI,69.37,140.51,118.21,163.26,71.42,,bandhanbank
5,(d) Others,173.87,68.41,340.05,403.19,228.28,,bandhanbank
6,Other Income,2468.55,2822.82,2109.06,1549.20,1063.05,,bandhanbank
7,EXPENDITURE,,,,,,,bandhanbank
8,Interest Expended,6645.08,5157.10,4960.86,4561.58,2147.95,,bandhanbank
9,Employees Cost,2715.07,2134.88,1664.63,1367.04,1008.69,,bandhanbank
10,Other Expenses,1921.75,1388.56,1152.53,1059.50,802.27,,bandhanbank
11,Depreciation,--,--,--,--,--,,bandhanbank
12,Operating Profit before Provisions and contingencies,7091.35,8013.40,6855.26,5446.57,3748.19,,bandhanbank
13,Provisions And Contingencies,4198.37,7884.78,3906.60,1393.15,735.13,,bandhanbank
14,Exceptional Items,--,--,--,--,--,,bandhanbank
15,P/L Before Tax,2892.98,128.62,2948.65,4053.42,3013.05,,bandhanbank
16,Tax,698.35,2.83,743.20,1029.68,1061.55,,bandhanbank
17,P/L After Tax from Ordinary Activities,2194.64,125.79,2205.46,3023.74,1951.50,,bandhanbank
18,Prior Year Adjustments,--,--,--,--,--,,bandhanbank
19,Extra Ordinary Items,--,--,--,--,--,,bandhanbank
20,Net Profit/(Loss) For the Period,2194.64,125.79,2205.46,3023.74,1951.50,,bandhanbank
21,Equity Share Capital,1610.84,1610.77,1610.60,1610.25,1193.08,,bandhanbank
22,Reserves Excluding Revaluation Reserves,17973.32,15770.38,15797.58,13585.21,10008.66,,bandhanbank
23,Equity Dividend Rate (%),15.00,--,10.00,--,30.00,,bandhanbank
24,ANALYTICAL RATIOS,,,,,,,bandhanbank
25,a) % of Share by Govt.,--,--,--,--,--,,bandhanbank
26,b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,,bandhanbank
27,c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,,bandhanbank
28,EPS Before Extra Ordinary,,,,,,,bandhanbank
29,Basic EPS,1362.00,0.78,13.70,18.78,16.03,,bandhanbank
30,Diluted EPS,1362.00,0.78,13.69,18.76,16.01,,bandhanbank
31,EPS After Extra Ordinary,,,,,,,bandhanbank
32,Basic EPS.,1362.00,0.78,13.70,18.78,16.03,,bandhanbank
33,Diluted EPS.,1362.00,0.78,13.69,18.76,16.01,,bandhanbank
34,NPA Ratios :,,,,,,,bandhanbank
35,i) Gross NPA,5298.62,6380.00,5757.76,992.78,819.56,,bandhanbank
36,ii) Net NPA,1228.27,1564.23,2861.03,389.40,228.32,,bandhanbank
37,i) % of Gross NPA,4.87,6.46,6.81,1.48,2.04,,bandhanbank
38,ii) % of Net NPA,1.17,1.66,3.51,0.58,0.58,,bandhanbank
39,Return on Assets %,1.56,0.11,2.13,3.64,4.23,,bandhanbank
40,Public Share Holding,,,,,,,bandhanbank
41,No Of Shares (Crores),--,--,--,--,--,,bandhanbank
42,Share Holding (%),--,--,--,--,--,,bandhanbank
43,Promoters and Promoter Group Shareholding,,,,,,,bandhanbank
44,a) Pledged/Encumbered,,,,,,,bandhanbank
45,- Number of shares (Crores),--,--,--,--,--,,bandhanbank
46,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,bandhanbank
47,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,bandhanbank
48,b) Non-encumbered,,,,,,,bandhanbank
49,- Number of shares (Crores).,--,--,--,--,--,,bandhanbank
50,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,bandhanbank
51,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,bandhanbank
0,Yearly Results of Bank Of Baroda (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,bankbaroda
1,Interest Earned,,,,,,,bankbaroda
2,(a) Int. /Disc. on Adv/Bills,65776.51,50750.66,51427.22,55491.07,35623.20,,bankbaroda
3,(b) Income on Investment,24801.06,19536.07,19275.38,19233.60,14175.23,,bankbaroda
4,(c) Int. on balances With RBI,1613.70,1138.29,1693.30,2160.15,2013.22,,bankbaroda
5,(d) Others,1947.34,1960.44,1918.08,2009.88,1094.60,,bankbaroda
6,Other Income,16639.37,14394.73,14687.20,12191.33,7887.05,,bankbaroda
7,EXPENDITURE,,,,,,,bankbaroda
8,Interest Expended,49942.17,38815.47,43201.18,50039.89,32505.72,,bankbaroda
9,Employees Cost,14342.73,12643.83,11993.38,9279.24,5434.12,,bankbaroda
10,Other Expenses,16301.73,12194.97,11124.09,11297.04,7334.85,,bankbaroda
11,Depreciation,--,--,--,--,--,,bankbaroda
12,Operating Profit before Provisions and contingencies,30191.35,24125.92,22682.53,20469.86,15518.61,,bankbaroda
13,Provisions And Contingencies,9626.81,14117.62,16309.36,21703.77,13994.03,,bankbaroda
14,Exceptional Items,--,--,--,--,--,,bankbaroda
15,P/L Before Tax,20564.54,10008.30,6373.17,-1233.91,1524.58,,bankbaroda
16,Tax,5876.67,2308.07,4919.27,-2176.09,437.51,,bankbaroda
17,P/L After Tax from Ordinary Activities,14687.87,7700.23,1453.90,942.18,1087.07,,bankbaroda
18,Prior Year Adjustments,--,--,--,--,--,,bankbaroda
19,Extra Ordinary Items,--,--,--,--,--,,bankbaroda
20,Net Profit/(Loss) For the Period,14687.87,7700.23,1453.90,942.18,1087.07,,bankbaroda
21,Minority Interest,-100.01,83.29,-72.63,-52.96,-66.16,,bankbaroda
22,Share Of P/L Of Associates,317.34,232.75,166.40,38.53,79.19,,bankbaroda
23,Net P/L After M.I & Associates,14905.20,8016.27,1547.67,927.75,1100.10,,bankbaroda
24,Equity Share Capital,1035.53,1035.53,1035.53,925.37,530.36,,bankbaroda
25,Reserves Excluding Revaluation Reserves,104019.18,90832.55,81354.05,75178.92,49423.76,,bankbaroda
26,Equity Dividend Rate (%),--,--,--,--,--,,bankbaroda
27,ANALYTICAL RATIOS,,,,,,,bankbaroda
28,a) % of Share by Govt.,63.97,0.64,63.97,71.60,63.74,,bankbaroda
29,b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,,bankbaroda
30,c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,,bankbaroda
31,EPS Before Extra Ordinary,,,,,,,bankbaroda
32,Basic EPS,28.82,15.18,3.32,1.74,4.16,,bankbaroda
33,Diluted EPS,28.82,15.18,3.32,1.74,3.58,,bankbaroda
34,EPS After Extra Ordinary,,,,,,,bankbaroda
35,Basic EPS.,28.82,15.18,3.32,1.74,4.16,,bankbaroda
36,Diluted EPS.,28.82,15.18,3.32,1.74,3.58,,bankbaroda
37,NPA Ratios :,,,,,,,bankbaroda
38,i) Gross NPA,--,--,--,--,--,,bankbaroda
39,ii) Net NPA,--,--,--,--,--,,bankbaroda
40,i) % of Gross NPA,--,--,--,--,--,,bankbaroda
41,ii) % of Net NPA,--,--,--,--,--,,bankbaroda
42,Return on Assets %,1.04,0.01,--,--,--,,bankbaroda
43,Public Share Holding,,,,,,,bankbaroda
44,No Of Shares (Lakhs),--,--,--,--,--,,bankbaroda
45,Share Holding (%),--,--,--,--,--,,bankbaroda
46,Promoters and Promoter Group Shareholding,,,,,,,bankbaroda
47,a) Pledged/Encumbered,,,,,,,bankbaroda
48,- Number of shares (Lakhs),--,--,--,--,--,,bankbaroda
49,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,bankbaroda
50,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,bankbaroda
51,b) Non-encumbered,,,,,,,bankbaroda
52,- Number of shares (Lakhs).,--,--,--,--,--,,bankbaroda
53,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,bankbaroda
54,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,bankbaroda
0,Yearly Results of Bata India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,bataindia
1,Net Sales/Income from operations,3451.57,2387.72,1708.48,3056.11,2931.10,,bataindia
2,Other Operating Income,--,--,--,--,--,,bataindia
3,Total Income From Operations,3451.57,2387.72,1708.48,3056.11,2931.10,,bataindia
4,EXPENDITURE,,,,,,,bataindia
5,Consumption of Raw Materials,261.62,247.79,109.90,256.96,280.72,,bataindia
6,Purchase of Traded Goods,1288.11,1094.46,465.87,1073.62,1086.13,,bataindia
7,Increase/Decrease in Stocks,-36.09,-255.45,261.73,-33.99,-79.74,,bataindia
8,Power & Fuel,--,--,--,--,--,,bataindia
9,Employees Cost,418.69,378.68,339.82,376.42,331.08,,bataindia
10,Depreciation,294.78,241.96,264.75,295.80,64.05,,bataindia
11,Excise Duty,--,--,--,--,--,,bataindia
12,Admin. And Selling Expenses,--,--,--,--,--,,bataindia
13,R & D Expenses,--,--,--,--,--,,bataindia
14,Provisions And Contingencies,--,--,--,--,--,,bataindia
15,Exp. Capitalised,--,--,--,--,--,,bataindia
16,Other Expenses,725.46,503.73,368.98,551.01,835.85,,bataindia
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",499.00,176.53,-102.57,536.30,413.01,,bataindia
18,Other Income,38.69,55.99,94.09,68.68,68.22,,bataindia
19,"P/L Before Int., Excpt. Items & Tax",537.69,232.52,-8.48,604.98,481.23,,bataindia
20,Interest,107.85,92.82,103.55,117.74,3.55,,bataindia
21,P/L Before Exceptional Items & Tax,429.84,139.70,-112.03,487.24,477.69,,bataindia
22,Exceptional Items,--,--,-4.61,--,--,,bataindia
23,P/L Before Tax,429.84,139.70,-116.64,487.24,477.69,,bataindia
24,Tax,106.83,36.71,-27.33,158.28,148.69,,bataindia
25,P/L After Tax from Ordinary Activities,323.01,102.99,-89.31,328.95,328.99,,bataindia
26,Prior Year Adjustments,--,--,--,--,--,,bataindia
27,Extra Ordinary Items,--,--,--,--,--,,bataindia
28,Net Profit/(Loss) For the Period,323.01,102.99,-89.31,328.95,328.99,,bataindia
29,Minority Interest,--,--,--,--,--,,bataindia
30,Share Of P/L Of Associates,--,--,--,--,--,,bataindia
31,Net P/L After M.I & Associates,323.01,102.99,-89.31,328.95,328.99,,bataindia
32,Equity Share Capital,64.26,64.26,64.26,64.26,64.26,,bataindia
33,Reserves Excluding Revaluation Reserves,1373.95,1750.39,1693.83,1829.66,1677.58,,bataindia
34,Equity Dividend Rate (%),--,--,--,--,--,,bataindia
35,EPS Before Extra Ordinary,,,,,,,bataindia
36,Basic EPS,25.13,8.01,-6.95,25.59,25.60,,bataindia
37,Diluted EPS,25.13,8.01,-6.95,25.59,25.60,,bataindia
38,EPS After Extra Ordinary,,,,,,,bataindia
39,Basic EPS.,25.13,8.01,-6.95,25.59,25.60,,bataindia
40,Diluted EPS.,25.13,8.01,-6.95,25.59,25.60,,bataindia
41,Public Share Holding,,,,,,,bataindia
42,No Of Shares (Crores),--,--,--,--,--,,bataindia
43,Share Holding (%),--,--,--,--,--,,bataindia
44,Promoters and Promoter Group Shareholding,,,,,,,bataindia
45,a) Pledged/Encumbered,,,,,,,bataindia
46,- Number of shares (Crores),--,--,--,--,--,,bataindia
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,bataindia
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,bataindia
49,b) Non-encumbered,,,,,,,bataindia
50,- Number of shares (Crores).,--,--,--,--,--,,bataindia
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,bataindia
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,bataindia
0,Yearly Results of Berger Paints India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,bergerpaintsindia
1,Net Sales/Income from operations,10567.84,8761.78,6817.59,6365.82,6061.86,,bergerpaintsindia
2,Other Operating Income,--,--,--,--,--,,bergerpaintsindia
3,Total Income From Operations,10567.84,8761.78,6817.59,6365.82,6061.86,,bergerpaintsindia
4,EXPENDITURE,,,,,,,bergerpaintsindia
5,Consumption of Raw Materials,5852.62,5046.77,3437.58,3227.95,3416.50,,bergerpaintsindia
6,Purchase of Traded Goods,971.14,763.79,617.63,516.66,457.06,,bergerpaintsindia
7,Increase/Decrease in Stocks,-93.24,-381.49,-186.65,-18.80,-173.95,,bergerpaintsindia
8,Power & Fuel,--,--,--,--,--,,bergerpaintsindia
9,Employees Cost,609.19,543.12,485.14,452.50,408.51,,bergerpaintsindia
10,Depreciation,264.03,226.51,211.14,191.01,137.77,,bergerpaintsindia
11,Excise Duty,--,--,--,--,--,,bergerpaintsindia
12,Admin. And Selling Expenses,--,--,--,--,--,,bergerpaintsindia
13,R & D Expenses,--,--,--,--,--,,bergerpaintsindia
14,Provisions And Contingencies,--,--,--,--,--,,bergerpaintsindia
15,Exp. Capitalised,--,--,--,--,--,,bergerpaintsindia
16,Other Expenses,1740.93,1458.52,1275.91,1126.52,1072.17,,bergerpaintsindia
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1223.17,1104.56,976.84,869.98,743.80,,bergerpaintsindia
18,Other Income,51.57,64.59,51.49,68.52,60.03,,bergerpaintsindia
19,"P/L Before Int., Excpt. Items & Tax",1274.74,1169.15,1028.33,938.50,803.83,,bergerpaintsindia
20,Interest,99.23,50.72,44.10,47.04,32.33,,bergerpaintsindia
21,P/L Before Exceptional Items & Tax,1175.51,1118.43,984.23,891.46,771.50,,bergerpaintsindia
22,Exceptional Items,--,3.86,--,--,--,,bergerpaintsindia
23,P/L Before Tax,1175.51,1122.29,984.23,891.46,771.50,,bergerpaintsindia
24,Tax,301.94,289.34,258.90,227.06,273.15,,bergerpaintsindia
25,P/L After Tax from Ordinary Activities,873.57,832.95,725.33,664.40,498.35,,bergerpaintsindia
26,Prior Year Adjustments,--,--,--,--,--,,bergerpaintsindia
27,Extra Ordinary Items,--,--,--,--,--,,bergerpaintsindia
28,Net Profit/(Loss) For the Period,873.57,832.95,725.33,664.40,498.35,,bergerpaintsindia
29,Minority Interest,-0.98,-0.13,0.03,1.71,0.41,,bergerpaintsindia
30,Share Of P/L Of Associates,-13.17,--,-5.61,-8.30,-0.90,,bergerpaintsindia
31,Net P/L After M.I & Associates,859.42,832.82,719.75,657.81,497.86,,bergerpaintsindia
32,Equity Share Capital,97.14,97.13,97.13,97.12,97.11,,bergerpaintsindia
33,Reserves Excluding Revaluation Reserves,4396.98,3829.86,3279.74,2563.01,2375.59,,bergerpaintsindia
34,Equity Dividend Rate (%),--,--,--,--,--,,bergerpaintsindia
35,EPS Before Extra Ordinary,,,,,,,bergerpaintsindia
36,Basic EPS,8.86,8.58,7.41,6.76,5.13,,bergerpaintsindia
37,Diluted EPS,8.86,8.57,7.41,6.75,5.13,,bergerpaintsindia
38,EPS After Extra Ordinary,,,,,,,bergerpaintsindia
39,Basic EPS.,8.86,8.58,7.41,6.76,5.13,,bergerpaintsindia
40,Diluted EPS.,8.86,8.57,7.41,6.75,5.13,,bergerpaintsindia
