,0,1,2,3,4,5,6,Stock
35,Basic EPS (Rs.),25.00,38.00,40.00,29.00,14.00,,chambalfertiliserschemicals
36,Diluted EPS (Rs.),25.00,38.00,40.00,29.00,14.00,,chambalfertiliserschemicals
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,chambalfertiliserschemicals
38,Equity Share Dividend,312.16,374.58,124.86,301.05,95.34,,chambalfertiliserschemicals
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,chambalfertiliserschemicals
0,Profit & Loss account of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,colgatepalmoliveindia
2,INCOME,,,,,,,colgatepalmoliveindia
3,Revenue From Operations [Gross],2079.48,1811.05,1553.68,1387.92,1219.26,,colgatepalmoliveindia
4,Less: Excise/Sevice Tax/Other Levies,64.64,59.85,78.51,89.19,89.96,,colgatepalmoliveindia
5,Revenue From Operations [Net],2014.84,1751.20,1475.17,1298.72,1129.30,,colgatepalmoliveindia
6,Total Operating Revenues,2014.84,1751.20,1475.17,1298.72,1129.30,,colgatepalmoliveindia
7,Other Income,32.64,26.93,68.89,62.36,26.15,,colgatepalmoliveindia
8,Total Revenue,2047.48,1778.14,1544.06,1361.09,1155.44,,colgatepalmoliveindia
9,EXPENSES,,,,,,,colgatepalmoliveindia
10,Cost Of Materials Consumed,673.06,613.61,374.97,277.29,238.71,,colgatepalmoliveindia
11,Purchase Of Stock-In Trade,122.21,93.73,237.37,313.02,262.45,,colgatepalmoliveindia
12,Operating And Direct Expenses,100.82,84.80,58.87,41.76,32.71,,colgatepalmoliveindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-14.74,-1.03,0.50,-4.27,7.61,,colgatepalmoliveindia
14,Employee Benefit Expenses,161.33,155.76,124.82,171.44,89.61,,colgatepalmoliveindia
15,Finance Costs,1.50,1.54,1.23,0.98,0.66,,colgatepalmoliveindia
16,Depreciation And Amortisation Expenses,30.66,28.25,20.93,19.57,43.30,,colgatepalmoliveindia
17,Other Expenses,480.15,456.95,426.56,345.84,289.68,,colgatepalmoliveindia
18,Total Expenses,1554.99,1433.61,1245.24,1165.64,964.72,,colgatepalmoliveindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",492.49,344.53,298.82,195.45,190.72,,colgatepalmoliveindia
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,colgatepalmoliveindia
21,Profit/Loss Before Tax,492.49,344.53,298.82,195.45,190.72,,colgatepalmoliveindia
22,Tax Expenses-Continued Operations,,,,,,,colgatepalmoliveindia
23,Current Tax,67.59,43.57,67.42,59.61,47.36,,colgatepalmoliveindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,colgatepalmoliveindia
25,Deferred Tax,-2.81,12.95,-2.43,-16.75,-2.68,,colgatepalmoliveindia
26,Other Direct Taxes,0.00,3.77,4.28,4.20,6.00,,colgatepalmoliveindia
27,Total Tax Expenses,64.78,60.30,69.26,47.06,50.68,,colgatepalmoliveindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,427.71,284.23,229.56,148.40,140.04,,colgatepalmoliveindia
29,Profit/Loss From Continuing Operations,435.61,288.23,236.68,148.40,140.04,,colgatepalmoliveindia
30,Profit/Loss For The Period,435.61,288.23,236.68,148.40,140.04,,colgatepalmoliveindia
31,Minority Interest,1.51,2.45,0.92,0.00,0.00,,colgatepalmoliveindia
32,Consolidated Profit/Loss After MI And Associates,434.10,285.78,235.76,148.40,140.04,,colgatepalmoliveindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,colgatepalmoliveindia
34,EARNINGS PER SHARE,,,,,,,colgatepalmoliveindia
35,Basic EPS (Rs.),32.00,21.00,17.00,11.00,10.00,,colgatepalmoliveindia
36,Diluted EPS (Rs.),32.00,21.00,17.00,11.00,10.00,,colgatepalmoliveindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,colgatepalmoliveindia
38,Equity Share Dividend,271.99,203.99,176.79,129.19,101.99,,colgatepalmoliveindia
39,Tax On Dividend,46.18,35.15,51.37,18.93,14.30,,colgatepalmoliveindia
0,Profit & Loss account of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,cromptongreavesconsumerelectrical
2,INCOME,,,,,,,cromptongreavesconsumerelectrical
3,Revenue From Operations [Gross],6832.55,5374.06,4792.19,4505.47,4463.88,,cromptongreavesconsumerelectrical
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
5,Revenue From Operations [Net],6832.55,5374.06,4792.19,4505.47,4463.88,,cromptongreavesconsumerelectrical
6,Total Operating Revenues,6869.61,5394.11,4803.51,4520.26,4478.91,,cromptongreavesconsumerelectrical
7,Other Income,66.78,72.65,75.75,59.05,48.01,,cromptongreavesconsumerelectrical
8,Total Revenue,6936.39,5466.76,4879.26,4579.31,4526.92,,cromptongreavesconsumerelectrical
9,EXPENSES,,,,,,,cromptongreavesconsumerelectrical
10,Cost Of Materials Consumed,1734.96,1193.91,986.31,979.46,1056.49,,cromptongreavesconsumerelectrical
11,Purchase Of Stock-In Trade,3011.32,2467.57,2320.00,2217.16,2058.62,,cromptongreavesconsumerelectrical
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
13,Changes In Inventories Of FGWIP And Stock In Trade,-65.93,40.30,-39.07,-126.29,-23.29,,cromptongreavesconsumerelectrical
14,Employee Benefit Expenses,540.80,362.39,336.58,310.95,291.88,,cromptongreavesconsumerelectrical
15,Finance Costs,109.18,35.31,42.91,40.67,59.60,,cromptongreavesconsumerelectrical
16,Depreciation And Amortisation Expenses,115.92,42.28,29.69,26.79,12.89,,cromptongreavesconsumerelectrical
17,Other Expenses,877.99,560.49,479.21,539.88,510.89,,cromptongreavesconsumerelectrical
18,Total Expenses,6324.24,4702.25,4155.63,3988.62,3967.08,,cromptongreavesconsumerelectrical
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",612.15,764.51,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
20,Exceptional Items,0.00,-12.97,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
21,Profit/Loss Before Tax,612.15,751.54,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
22,Tax Expenses-Continued Operations,,,,,,,cromptongreavesconsumerelectrical
23,Current Tax,178.62,159.52,115.61,84.00,171.12,,cromptongreavesconsumerelectrical
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
25,Deferred Tax,-26.16,9.67,-8.63,10.30,-12.67,,cromptongreavesconsumerelectrical
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
27,Total Tax Expenses,135.75,173.16,106.98,94.30,158.45,,cromptongreavesconsumerelectrical
28,Profit/Loss After Tax And Before ExtraOrdinary Items,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
29,Profit/Loss From Continuing Operations,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
30,Profit/Loss For The Period,476.40,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
31,Minority Interest,-13.19,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
32,Consolidated Profit/Loss After MI And Associates,463.21,578.38,616.65,496.39,401.39,,cromptongreavesconsumerelectrical
33,OTHER ADDITIONAL INFORMATION,,,,,,,cromptongreavesconsumerelectrical
34,EARNINGS PER SHARE,,,,,,,cromptongreavesconsumerelectrical
35,Basic EPS (Rs.),7.00,9.00,10.00,8.00,6.00,,cromptongreavesconsumerelectrical
36,Diluted EPS (Rs.),7.00,9.00,10.00,8.00,6.00,,cromptongreavesconsumerelectrical
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,cromptongreavesconsumerelectrical
38,Equity Share Dividend,158.41,156.96,188.20,151.17,125.40,,cromptongreavesconsumerelectrical
39,Tax On Dividend,0.00,0.00,0.00,0.00,6.84,,cromptongreavesconsumerelectrical
0,Profit & Loss account of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,escortskubota
2,INCOME,,,,,,,escortskubota
3,Revenue From Operations [Gross],8242.20,7052.99,6857.58,5688.36,6169.84,,escortskubota
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,escortskubota
5,Revenue From Operations [Net],8242.20,7052.99,6857.58,5688.36,6169.84,,escortskubota
6,Total Operating Revenues,8428.69,7238.43,7014.42,5810.09,6262.02,,escortskubota
7,Other Income,280.93,218.02,160.38,97.60,92.40,,escortskubota
8,Total Revenue,8709.62,7456.45,7174.80,5907.69,6354.42,,escortskubota
9,EXPENSES,,,,,,,escortskubota
10,Cost Of Materials Consumed,5776.18,4534.63,4073.07,3476.31,4077.48,,escortskubota
11,Purchase Of Stock-In Trade,510.35,510.82,441.65,370.37,403.99,,escortskubota
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,escortskubota
13,Changes In Inventories Of FGWIP And Stock In Trade,-163.65,-66.94,129.92,-5.58,-204.54,,escortskubota
14,Employee Benefit Expenses,607.40,541.90,546.91,520.51,484.73,,escortskubota
15,Finance Costs,13.27,14.97,13.34,17.23,19.54,,escortskubota
16,Depreciation And Amortisation Expenses,150.06,132.06,118.28,107.22,87.21,,escortskubota
17,Other Expenses,920.89,766.83,696.11,786.08,775.83,,escortskubota
18,Total Expenses,7814.50,6434.27,6019.28,5272.14,5644.24,,escortskubota
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",895.12,1022.18,1155.52,635.55,710.18,,escortskubota
20,Exceptional Items,-53.05,0.00,0.00,-9.22,5.56,,escortskubota
21,Profit/Loss Before Tax,842.07,1022.18,1155.52,626.33,715.74,,escortskubota
22,Tax Expenses-Continued Operations,,,,,,,escortskubota
23,Current Tax,171.60,242.81,287.14,174.45,198.63,,escortskubota
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,escortskubota
25,Deferred Tax,26.34,14.41,-3.99,-20.92,38.48,,escortskubota
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,escortskubota
27,Total Tax Expenses,197.94,257.22,283.15,153.53,237.11,,escortskubota
28,Profit/Loss After Tax And Before ExtraOrdinary Items,644.13,764.96,872.37,472.80,478.63,,escortskubota
29,Profit/Loss From Continuing Operations,644.13,764.96,872.37,472.80,478.63,,escortskubota
30,Profit/Loss For The Period,644.13,764.96,872.37,472.80,479.86,,escortskubota
31,Minority Interest,0.13,0.86,-0.17,0.53,1.03,,escortskubota
32,Consolidated Profit/Loss After MI And Associates,636.78,736.47,871.46,472.25,478.93,,escortskubota
33,OTHER ADDITIONAL INFORMATION,,,,,,,escortskubota
34,EARNINGS PER SHARE,,,,,,,escortskubota
35,Basic EPS (Rs.),59.00,74.00,92.00,55.00,56.00,,escortskubota
36,Diluted EPS (Rs.),59.00,74.00,92.00,55.00,56.00,,escortskubota
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,escortskubota
38,Equity Share Dividend,76.28,73.73,24.52,21.45,23.90,,escortskubota
39,Tax On Dividend,0.00,0.00,0.00,4.57,5.04,,escortskubota
0,Profit & Loss account of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,gmrairportsinfrastructure
2,INCOME,,,,,,,gmrairportsinfrastructure
3,Revenue From Operations [Gross],5851.41,3772.17,2662.16,7675.85,7267.19,,gmrairportsinfrastructure
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,gmrairportsinfrastructure
5,Revenue From Operations [Net],5851.41,3772.17,2662.16,7675.85,7267.19,,gmrairportsinfrastructure
6,Total Operating Revenues,6693.40,4600.72,3566.01,8555.54,7564.88,,gmrairportsinfrastructure
7,Other Income,595.59,358.44,430.73,666.59,719.84,,gmrairportsinfrastructure
8,Total Revenue,7288.99,4959.16,3996.74,9222.13,8284.72,,gmrairportsinfrastructure
9,EXPENSES,,,,,,,gmrairportsinfrastructure
10,Cost Of Materials Consumed,96.57,92.57,93.38,434.85,348.16,,gmrairportsinfrastructure
11,Purchase Of Stock-In Trade,138.19,52.37,0.34,82.92,59.67,,gmrairportsinfrastructure
12,Operating And Direct Expenses,1986.87,340.27,360.79,2334.55,2281.12,,gmrairportsinfrastructure
13,Changes In Inventories Of FGWIP And Stock In Trade,-47.45,4.61,16.55,-15.63,1.82,,gmrairportsinfrastructure
14,Employee Benefit Expenses,969.38,755.12,691.05,831.21,759.88,,gmrairportsinfrastructure
15,Finance Costs,2343.11,2018.66,1803.00,3545.07,2684.15,,gmrairportsinfrastructure
16,Depreciation And Amortisation Expenses,1042.44,889.40,886.12,1064.25,983.96,,gmrairportsinfrastructure
17,Other Expenses,1826.05,1253.21,1616.00,1511.55,1873.19,,gmrairportsinfrastructure
18,Total Expenses,8355.16,5406.21,5467.23,10536.30,9538.36,,gmrairportsinfrastructure
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-1066.17,-447.05,-1470.49,-1314.17,-1253.64,,gmrairportsinfrastructure
20,Exceptional Items,254.34,-388.26,0.00,-680.91,-2212.30,,gmrairportsinfrastructure
21,Profit/Loss Before Tax,-811.83,-835.31,-1470.49,-1995.08,-3465.94,,gmrairportsinfrastructure
22,Tax Expenses-Continued Operations,,,,,,,gmrairportsinfrastructure
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,gmrairportsinfrastructure
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hindustanaeronauticsltd
2,INCOME,,,,,,,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,hindustanaeronauticsltd
9,EXPENSES,,,,,,,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,hindustanaeronauticsltd
0,Profit & Loss account of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,havellsindia
2,INCOME,,,,,,,havellsindia
3,Revenue From Operations [Gross],16805.72,13835.45,10382.73,9407.10,9982.82,,havellsindia
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,havellsindia
5,Revenue From Operations [Net],16805.72,13835.45,10382.73,9407.10,9982.82,,havellsindia
6,Total Operating Revenues,16910.73,13938.48,10457.30,9440.26,10073.43,,havellsindia
7,Other Income,177.71,160.44,187.36,113.41,128.65,,havellsindia
8,Total Revenue,17088.44,14098.92,10644.66,9553.67,10202.08,,havellsindia
9,EXPENSES,,,,,,,havellsindia
10,Cost Of Materials Consumed,9317.92,7770.07,5381.95,4379.64,4524.15,,havellsindia
11,Purchase Of Stock-In Trade,3028.75,1871.40,1638.82,1280.81,2003.75,,havellsindia
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,havellsindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-641.20,-219.48,-531.07,172.74,-245.37,,havellsindia
14,Employee Benefit Expenses,1268.32,1020.69,890.63,906.71,841.72,,havellsindia
15,Finance Costs,33.62,53.41,72.68,19.72,16.25,,havellsindia
16,Depreciation And Amortisation Expenses,296.17,260.89,248.91,217.97,152.61,,havellsindia
17,Other Expenses,2337.80,1735.38,1505.19,1671.71,1764.83,,havellsindia
18,Total Expenses,15641.38,12492.36,9207.11,8649.30,9057.94,,havellsindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1447.06,1606.56,1437.55,904.37,1144.14,,havellsindia
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,havellsindia
21,Profit/Loss Before Tax,1447.06,1606.56,1437.55,904.37,1144.14,,havellsindia
22,Tax Expenses-Continued Operations,,,,,,,havellsindia
23,Current Tax,364.44,398.58,340.65,198.99,270.16,,havellsindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,havellsindia
25,Deferred Tax,10.89,11.51,52.59,-30.23,88.11,,havellsindia
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,havellsindia
27,Total Tax Expenses,375.33,410.09,393.24,168.76,358.27,,havellsindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1071.73,1196.47,1044.31,735.61,785.87,,havellsindia
29,Profit/Loss From Continuing Operations,1071.73,1196.47,1044.31,735.61,785.87,,havellsindia
30,Profit/Loss For The Period,1071.73,1196.47,1044.31,735.35,785.54,,havellsindia
31,Minority Interest,0.00,0.00,0.00,0.00,0.44,,havellsindia
32,Consolidated Profit/Loss After MI And Associates,1071.73,1196.47,1044.31,735.35,785.98,,havellsindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,havellsindia
34,EARNINGS PER SHARE,,,,,,,havellsindia
35,Basic EPS (Rs.),17.00,19.00,17.00,12.00,13.00,,havellsindia
36,Diluted EPS (Rs.),17.00,19.00,17.00,12.00,13.00,,havellsindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,havellsindia
38,Equity Share Dividend,469.88,187.89,187.80,531.93,250.19,,havellsindia
39,Tax On Dividend,0.00,0.00,0.00,109.34,51.43,,havellsindia
0,Profit & Loss account of HDFC Life Insurance Company (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hdfclifeinsurancecompany
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hdfclifeinsurancecompany
2,INCOME,,,,,,,hdfclifeinsurancecompany
3,Revenue From Operations [Gross],56878.78,46800.95,38148.82,32244.98,28930.67,,hdfclifeinsurancecompany
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
5,Revenue From Operations [Net],56878.78,46800.95,38148.82,32244.98,28930.67,,hdfclifeinsurancecompany
6,Total Operating Revenues,70207.08,67125.84,71482.65,29380.40,38372.43,,hdfclifeinsurancecompany
7,Other Income,1437.32,765.76,445.05,368.56,505.45,,hdfclifeinsurancecompany
8,Total Revenue,71644.40,67891.60,71927.70,29748.97,38877.88,,hdfclifeinsurancecompany
9,EXPENSES,,,,,,,hdfclifeinsurancecompany
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
14,Employee Benefit Expenses,3067.88,2132.85,1678.83,1679.79,1415.25,,hdfclifeinsurancecompany
15,Finance Costs,82.41,25.57,18.43,17.02,13.90,,hdfclifeinsurancecompany
16,Depreciation And Amortisation Expenses,75.71,56.16,50.69,46.57,0.04,,hdfclifeinsurancecompany
17,Other Expenses,67082.81,64538.84,68669.39,25997.33,35696.52,,hdfclifeinsurancecompany
18,Total Expenses,70313.13,66466.70,70191.48,28505.98,37216.26,,hdfclifeinsurancecompany
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1331.27,1424.90,1736.22,1242.98,1661.62,,hdfclifeinsurancecompany
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
21,Profit/Loss Before Tax,1331.27,1424.90,1736.22,1242.98,1661.62,,hdfclifeinsurancecompany
22,Tax Expenses-Continued Operations,,,,,,,hdfclifeinsurancecompany
23,Current Tax,73.05,160.32,267.80,165.51,239.88,,hdfclifeinsurancecompany
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
25,Deferred Tax,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
27,Total Tax Expenses,73.05,160.32,267.80,165.51,239.88,,hdfclifeinsurancecompany
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1258.22,1264.58,1468.42,1077.47,1421.74,,hdfclifeinsurancecompany
29,Profit/Loss From Continuing Operations,1368.28,1326.93,1360.87,1297.44,1277.93,,hdfclifeinsurancecompany
30,Profit/Loss For The Period,1368.28,1326.93,1360.87,1297.44,1277.93,,hdfclifeinsurancecompany
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
32,Consolidated Profit/Loss After MI And Associates,1368.28,1326.93,1360.87,1297.44,1277.93,,hdfclifeinsurancecompany
33,OTHER ADDITIONAL INFORMATION,,,,,,,hdfclifeinsurancecompany
34,EARNINGS PER SHARE,,,,,,,hdfclifeinsurancecompany
35,Basic EPS (Rs.),6.00,6.00,7.00,6.00,6.00,,hdfclifeinsurancecompany
36,Diluted EPS (Rs.),6.00,6.00,7.00,6.00,6.00,,hdfclifeinsurancecompany
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hdfclifeinsurancecompany
38,Equity Share Dividend,359.22,408.47,0.00,0.00,328.83,,hdfclifeinsurancecompany
39,Tax On Dividend,0.00,0.00,0.00,0.00,67.59,,hdfclifeinsurancecompany
0,Profit & Loss account of L&T Finance Holdings (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,ltfinanceholdings
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,ltfinanceholdings
2,INCOME,,,,,,,ltfinanceholdings
3,Revenue From Operations [Gross],12774.95,11929.70,13678.07,14104.12,12989.72,,ltfinanceholdings
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,ltfinanceholdings
5,Revenue From Operations [Net],12774.95,11929.70,13678.07,14104.12,12989.72,,ltfinanceholdings
6,Total Operating Revenues,12774.95,11929.70,13678.07,14104.12,12989.72,,ltfinanceholdings
7,Other Income,526.75,393.85,402.03,372.63,311.80,,ltfinanceholdings
8,Total Revenue,13301.70,12323.55,14080.10,14476.75,13301.52,,ltfinanceholdings
9,EXPENSES,,,,,,,ltfinanceholdings
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,ltfinanceholdings
