,date,heading,text,SourceTag
21,"September 19, 2023 06:38 AM IST",Brazil's Ebanx expands into India in Asian market debut,"The move is part of the company's global expansion strategy in developing countries and comes shortly after it announced its move into three nations in Africa last year, the first outside Latin America.",comapny_news3
22,"September 18, 2023 02:55 PM IST",SBI introduces digital opening of NRE/NRO account setup through YONO,"This service is designed for NTB or 'new to bank' customers, providing them with ease and efficiency in the account opening process, SBI said in a statement on Monday.",comapny_news3
23,"September 18, 2023 02:39 PM IST",JPMorgan sees India share sale boom reaching $30 billion in 2024,"Sales of additional shares in listed companies in the country have surpassed $10 billion this year, more than the tally for all of 2022, according to data compiled by Bloomberg.",comapny_news3
24,"September 18, 2023 02:13 PM IST","US-based Hunting, Jindal SAW set up $25 million OCTG threading plant in Nashik","In 2019, pipe-maker Jindal Saw had partnered with Hunting to source its patented connections technology to manufacture finished seamless casing and tubing in India.",comapny_news3
0,"September 28, 2023 04:03 PM IST",Mutual Fund redemptions to be allowed on September 29: Sources,"Due to the last minute shift of Eid-E-Milad public holiday to September 29, mutual funds are set to declare September 29 as a business day. This means investors, who had put in redemption requests on September 27, will get their money on September 29",mutual_fund_news1
1,"September 27, 2023 05:53 PM IST",More micro-cap funds are on the anvil: Invest or avoid? Simply Save,"Investing in micro-cap stocks can offer potential rewards, but it also comes with several risks that investors should be aware of. Nirav Karkera, Head of Research at Fisdom, tells us about what the micro-cap valuations are hinting at and how funds can manage the risks in micro-cap funds. Listen in",mutual_fund_news1
2,"September 27, 2023 10:28 AM IST",Investing in mutual funds just got easier: All you need is a Visa debit card,"To begin with, this facility will be available only to Visa debit cards issued by Federal Bank and ICICI Bank. The service will soon be available to more Visa cardholders. MF houses AMCs that use the Razorpay payment platform will activate this service for investors.",mutual_fund_news1
3,"September 27, 2023 07:18 AM IST",Aditya Birla Finance’s NCD issue offers up to 8.09%; should you invest?,"Experts say the offer is interesting, since there aren’t many secondary market AAA-rated debt issues offering the same returns.",mutual_fund_news1
4,"September 26, 2023 01:46 PM IST",SBI Mutual Fund elevates DP Singh as Joint CEO,D P Singh has over 31 years of experience in banking and financial services industry and has been associated with SBI Mutual Fund since 1998. He was earlier deputy managing director and chief business officer at the AMC.,mutual_fund_news1
5,"September 26, 2023 04:49 PM IST",How have India’s oldest MF schemes rewarded investors?,A Moneycontrol analysis of India’s oldest equity-oriented mutual fund schemes have shown that they have returned 9-19% of compounded annualised returns since inception. They are either equity scheme or hybrid schemes having rich track record of paying dividend. These schemes rewarded the long term investors well and helped them to reach their financial goals,mutual_fund_news1
6,"September 27, 2023 02:36 PM IST",Micro-cap stocks' rally draws mutual funds. Should you invest?,"Mutual funds’ search for higher returns has taken them deep into the micro-cap zone, backed by a rise in the inflows and prices of these stocks. But a micro-cap-focused fund should ideally not be your first investment. A measured and careful exposure is fine, though.",mutual_fund_news1
7,"September 25, 2023 07:19 AM IST",Debt funds: Are the yields attractive enough to buy?,"Though inflation is not expected to pick up materially, rate cuts may still take time. So this could be a good time to invest in debt funds.",mutual_fund_news1
8,"September 24, 2023 10:26 AM IST",Microcaps that are fund house favourites but yet to unlock their potential,Many microcap stocks held by mutual funds have not yet performed well. Fund managers continue holding these stocks in their portfolio believing that these businesses may play out well in the future,mutual_fund_news1
9,"September 22, 2023 09:59 AM IST","Nifty at 20,000: BAF fund managers cut equity exposure, shift to large-caps","Balanced advantage funds, which dynamically shift between debt and equity based on market conditions, are cautious in the short term due to high valuations and have hedged positions. As Nifty 50 index hovers around 20,000 levels, here's what the fund managers are up to.",mutual_fund_news1
10,"September 20, 2023 08:41 AM IST",Got an email from your mutual fund? It could be important,"In order to make mutual funds more transparent, SEBI has over the years mandated that asset management companies inform investors of important changes via email, if it affects their money. These could be a change of the fund's mandate to a change in its investment objective.",mutual_fund_news1
11,"September 20, 2023 09:14 AM IST",What Is Total Expense Ratio In A Mutual Fund And How It Is Calculated,"Although lower expense ratios help a scheme’s return, that should not be the only criteria for selecting a scheme. Its pedigree, long-term track record, and discipline are more important to ensure consistency and continuity of the investment philosophy.",mutual_fund_news1
12,"September 24, 2023 12:31 PM IST",Risk mitigation strategy: low volatile largecap stocks held by smallcap funds,"Although smallcap mutual fund schemes must invest at least 65 percent of the corpus in smallcap stocks, they can invest the balance in large or midcap stocks. Large-cap investments help mitigate risk and provide cushion if markets were to fall sharply",mutual_fund_news1
13,"September 15, 2023 08:26 AM IST",One year after Prashant Jain at HDFC MF: How the fund house has coped,"Celebrated fund manager Prashant Jain left HDFC Mutual Fund in July 2022 and left a void. A strong equity team was already in place to fill the gap. A year later, the fund house has taken strides but the core philosophy continues",mutual_fund_news1
14,"September 14, 2023 07:55 AM IST",Why is Aditya Birla Sun Life AMC changing the investment strategy of its focused fund?,"The fund house has decided to make the Aditya Birla Sun Life Focused Equity Fund a multi-cap portfolio compared to the large-cap equity portfolio now. The fund house has also given an exit option to investors until October 13, 2023, without any exit load.",mutual_fund_news1
15,"September 17, 2023 09:29 PM IST",Nifty at 20K: These stocks had low weight on index - Active funds got the bet right,"Stocks with relatively lower weight in the Nifty 50 index such as Tata Motors, Apollo Hospitals Enterprise and JSW Steel gained significantly. Though their contribution to the index was miniscule due to their lower weight, many active fund managers bought them early and benefitted by holding significant exposure into them",mutual_fund_news1
16,"September 16, 2023 06:36 PM IST","Nifty at 20,000: Here’s what you should do with your mutual fund investments","Nifty hitting the 20,000-point level is a significant milestone. But whether investors should change their mutual fund investment strategy depends on factors specific to their individual financial goals, risk tolerance, and existing investment portfolios.",mutual_fund_news1
17,"September 12, 2023 01:23 PM IST",Why are large-cap funds losing money?,"The chase for recent performers has led many investors to exit large-cap funds and shift to small- and mid-cap funds. But giving up on large-cap funds is a mistake. When markets fall, largecaps limit your downslide",mutual_fund_news1
18,"September 17, 2023 06:28 PM IST",13 Smallcap Gems That Infrastructure Mutual Funds Love to Hold,Exposure to smallcap stocks by infrastructure funds was increased significantly to 33% from 29% in the last three years,mutual_fund_news1
19,"September 11, 2023 03:15 PM IST","Equity fund inflows surge 165% to Rs 20,245 cr in August, small-cap funds in demand",Large-cap funds continued to see outflows. The selling in large-cap funds came amid fall in benchmark indices during August.,mutual_fund_news1
20,"September 11, 2023 08:47 AM IST","SEBI has introduced 6 new ESG flavours, but is there a case for investing in such funds?","ESG funds as a category never really took off and still have just over Rs 10,000 crore in combined AUM across a handful of schemes. These new categories will only create confusion instead of funnelling funds.",mutual_fund_news1
21,"September 09, 2023 07:08 PM IST",The pros and cons of investing in the Nifty Total Market Index Fund,The fund is neither a return-maximisation proposition nor a risk-optimisation proposition as it is very thinly spread among 750 stocks.,mutual_fund_news1
22,"September 06, 2023 06:05 PM IST",How to select a good financial advisor | Simply Save,"Investment advisors are well-qualified to analyse the financial conditions of clients and recommend investment opportunities. Moneycontrol spoke to Suresh Sadagopan, a SEBI-registered investment advisor, to discuss the role of an investment advisor. He also talked about how to select a good advisor and the impact of recent regulations on investment advisors. Listen in.",mutual_fund_news1
23,"September 06, 2023 11:59 AM IST",Will Zerodha’s proposed scheme put the spotlight on Nifty LargeMidcap 250?,"Right now, only Edelweiss MF has a scheme based on the Nifty LargeMidcap 250 index. Soon, Zerodha Mutual Fund will launch two schemes on this index. The index provides an interesting proposition, but you must understand what it is made of, before buying.",mutual_fund_news1
24,"September 06, 2023 12:06 PM IST",Kenneth Andrade’s Old Bridge Capital receives final SEBI nod for mutual fund business,"This is kind of homecoming for Kenneth Andrade, who was head of investments at IDFC Mutual Fund for 10 years during 2005 to 2015.",mutual_fund_news1
0,"September 05, 2023 09:47 AM IST",Why WhiteOak Capital’s new fund doesn’t offer a dividend option,The dividend option aims to periodically put some money in the hands of investors. But it is at the sole discretion of the fund house. WhiteOak Capital’s strategy is contrary to fund houses that opened close-ended schemes with only dividend options,mutual_fund_news2
1,"September 05, 2023 06:00 AM IST",Zerodha MF gets ready to launch its first two schemes; files draft documents with SEBI,"According to industry officials, the fund house will launch a mix of index funds as well as Exchange-Traded Funds",mutual_fund_news2
2,"September 01, 2023 06:10 PM IST","Franklin Templeton MF receives final Rs 1,398 crore payment from Vodafone Idea","The bonds were held in 13 segregated portfolios of five schemes, and investors holding units of these schemes’ side pockets will receive the money in their bank accounts in the next few days.",mutual_fund_news2
3,"September 01, 2023 07:56 PM IST",Do mutual funds pay maximum commission to their associate distributors?,"Out of Rs 7,832 crore paid out as commission by the top 10 bank-sponsored mutual funds, Rs 1,862 crore, or around 24 percent, went out to their parent banks. This is also because the large branch network of many parent banks helps attract inflows",mutual_fund_news2
4,"September 02, 2023 08:43 AM IST",The quality test: Should you invest in smart beta funds focusing on quality?,Smart beta funds focusing on quality prefer to invest in quality companies with high valuation and strong cash flows. These funds are likely to offer good downside protection and tend to outperform in bear markets,mutual_fund_news2
5,"September 03, 2023 07:07 PM IST",Meet India’s 20 biggest mutual fund distributors based on commission earned,"An analysis of mutual fund distributor commissions’ disclosure made by AMFI shows that of the top 20 biggest MFDs, nine were banks, earning a total commission of Rs 3,286 crore.",mutual_fund_news2
6,"August 31, 2023 08:28 AM IST","Debt funds still work, even without indexation benefits","Inflows in debt funds continue despite the removal of indexation benefits, which was more of a psychological shock than hard fact.",mutual_fund_news2
7,"August 31, 2023 09:32 AM IST",WhiteOak Capital Mutual Fund launches multi-cap scheme: A Moneycontrol review,The scheme may suit the needs of an investor with a high-risk profile as it offers higher allocation to small-cap stocks,mutual_fund_news2
8,"August 30, 2023 01:52 PM IST",The race for returns: How active largecap funds are acing the game,"A broader-based market recovery on the back of good earnings has provided the much-needed shot to active fund managers of late, helping large caps recover",mutual_fund_news2
9,"September 04, 2023 06:04 AM IST",SEBI’s proposed fee collection portal for advisors evokes mixed response,The proposed payment portal will certainly help investors identify registered investment advisors but will make the process cumbersome for all parties. It might also increase costs for the IAs,mutual_fund_news2
10,"August 28, 2023 12:08 PM IST",Has FundsIndia’s pivot brought mutual fund distributors back into the limelight?,"Taking a leaf out of the insurance business playbook, the company plans to scale its distributor-led model for better client connect and higher returns, while helping them with research and other operational support.",mutual_fund_news2
11,"September 03, 2023 07:02 PM IST",MC30 scheme review: Why PGIM India Midcap Opportunities Fund is a long-term wealth creator,"PGIM India Midcap Opportunities Fund has delivered below-average returns in the short term. However, its long-term performance has been noteworthy",mutual_fund_news2
12,"August 25, 2023 03:10 PM IST",We want to ensure there is performance in every scheme going forward: LIC MF CEO,The fund house is undertaking a review of the schemes that got added to its portfolio following the IDBI MF merger.,mutual_fund_news2
13,"August 26, 2023 11:16 AM IST",10 most popular large-cap stocks among PMS to withstand volatility,Portfolio managers prefer to hold stocks that could provide stability and cushion volatility,mutual_fund_news2
14,"August 24, 2023 08:40 AM IST",Bottom-fishing: Mutual funds launch tech funds as IT sector bleeds,The IT sector funds have returned a paltry 5.06% in the last year. But that hasn’t stopped fund houses from being bullish on tech-sector funds. Most of such schemes invest primarily in IT companies listed in India. Should you invest when the sector has fallen so much?,mutual_fund_news2
15,"August 23, 2023 03:24 PM IST",Quantum Mutual Fund files for multi-asset allocation scheme,"The fund house already has Quantum Multi Asset Allocation Fund of Funds which has AUM of Rs 53 crore and invests in various schemes of Quantum mutual fund that feeds into gold, bond and equity funds.",mutual_fund_news2
16,"August 23, 2023 10:50 AM IST","Business cycle funds are booming, but should you invest?","From one in December 2020, there are about 10 funds under the cyclical theme now. Moneycontrol takes a look at the pros and cons of the category which is gaining traction with the expansion of the economy",mutual_fund_news2
17,"August 28, 2023 06:29 PM IST",Hot small-cap pharma and healthcare stocks that MFs hold currently,Active fund managers are particularly interested in the small- and mid- cap segment of pharmaceutical and healthcare businesses,mutual_fund_news2
18,"August 23, 2023 07:09 AM IST","Why gold is a good asset class now, as the US heads for a slowdown","Volatile stock markets and depleted household savings in the US have only led to an increase in household borrowings and credit card debt. Going forward, the consumer’s support to the US economy is expected to dwindle. To protect from such external shocks, gold is a good asset diversifier.",mutual_fund_news2
19,"August 22, 2023 06:37 PM IST",Digital investment platform FundsIndia sells majority stake to Westbridge Capital,The platform now intends to launch pan-India branches to support its Independent Financial Advisors and their institutional partners.,mutual_fund_news2
20,"August 22, 2023 12:56 PM IST",Can Shriram Mutual Fund rise from its comatose state and be counted?,"With assets of just Rs 284 crore, Shriram Mutual Fund is India’s smallest fund house. Yet it is one of India’s oldest fund houses and the first fund house to ever get listed on the stock exchange. The fund house is now waking up, but  it’s a long walk ahead",mutual_fund_news2
21,"August 22, 2023 07:50 AM IST",How diversification helps when investing for your child's education,A good way to diversify one’s portfolio is by investing in different categories of mutual funds according to one’s risk appetite. A balance of debt and equity can help mitigate risk.,mutual_fund_news2
22,"August 18, 2023 10:42 AM IST",Why are investors selling ESG funds?,"Environment, Social and Governance focused mutual fund schemes have seen net outflows worth nearly Rs 1,060 crore this year, at a time when the overall MF industry saw inflows worth Rs 1,83,000 crore, as per a Morningstar report",mutual_fund_news2
23,"August 19, 2023 08:41 AM IST","MF investment in these 12 midcaps, smallcaps surges 3-fold and more in 6 months","Although equity markets hitting all-time highs, Mutual funds continue adding midcap and smallcap stocks with quality businesses and healthy growth prospects",mutual_fund_news2
24,"August 17, 2023 07:33 AM IST","Greed is creeping in now. Instead, it’s time to fix your past mistakes: Nishant Agarwal of ASK Private Wealth","While there may be one or two interest rate hikes in the US and India, these are priced in, says Nishant Agarwal, Senior Managing Partner, ASK Private Wealth. Expect equities to give a long-term average return of around 15 percent, he says. Agarwal also throws some light on the themes he likes",mutual_fund_news2
0,"August 16, 2023 08:12 AM IST",The pros and cons of the special situations investment strategy,"For the average investor, special situation investment requires a great deal of analytical expertise, capacity to hold on to the commitment and the ability to take risks. A diversified portfolio might make more sense, say experts",mutual_fund_news3
1,"August 17, 2023 09:36 AM IST",Cautious of market highs: Here are the most sold small-cap stocks by MFs,"Experts are cautions that markets are trading near all-time high levels, currently. Aggressive fund flows and positive sentiments have pushed the valuation above their fair value. Many small cap stocks look expensive and way ahead of their fundamentals",mutual_fund_news3
2,"August 14, 2023 09:15 AM IST",Should you invest in infrastructure mutual funds? Know the risks and opportunities,"Infrastructure as a sector is cyclical. Revenues of infrastructure companies depend upon economic growth and take a hit when the economy is down. Hence, mutual funds investing in infrastructure companies fall or go up swiftly and their year-on-year returns can vastly vary. It is thus important to take calculated bets.",mutual_fund_news3
3,"August 14, 2023 08:42 AM IST",Fund Funda: Why Nippon India MF’s Shailesh Raj Bhan is bullish on innovative firms,"The Nippon India Innovation Fund will invest in innovative firms after its NFO ends. It’s a high-risk, high-return play meant for savvy investors who can withstand volatility. While the fund house’s resurgence might instill some confidence, it may be prudent to be patient.",mutual_fund_news3
4,"August 14, 2023 04:06 PM IST","Why ICICI Pru’s Anand Shah sees more jobs, higher income coming soon","The rise of India’s manufacturing sector in the wake of China’s waning importance as the world's factory is key to the former’s growth. This is bound to create more jobs in not just businesses that face consumers, but also in B2B industries.",mutual_fund_news3
5,"August 14, 2023 02:15 PM IST","Mid-cap, micro-cap and small-caps look expensive; stick with large-caps now: Nilesh Shah","The current market rally has been driven by sentiments that have turned distinctly positive for India. India, which moved from 10th largest economy in 2014 to 5th largest economy in 2022, is destined to move to 3rd largest economy in the next few years. But investors must remain disciplined and not cross their Laxman-Rekha.",mutual_fund_news3
6,"August 12, 2023 11:24 AM IST",Why Max Life Nifty Smallcap Quality Index Fund is a smart investment decision?,Index investing makes more sense for small caps than trying to pick individual small-cap stocks from a universe of close to 5000 companies.,mutual_fund_news3
7,"August 11, 2023 09:09 PM IST",Abans Holdings gets board's nod to enter mutual funds space,"This subsidiary will focus on lending business operations, strengthening the company’s foothold in the lending segment. Abans Holdings is looking to become a dominant player in alternative investments.",mutual_fund_news3
8,"August 11, 2023 09:01 PM IST","Zerodha AMC gets final nod, Vishal Jain to head as CEO: Nithin Kamath","""Keep an eye out for our first NFO,"" Kamath said, as he confirmed that the AMC which Zerodha is setting up with Smallcase has received the final regulatory approval.",mutual_fund_news3
9,"August 11, 2023 06:05 PM IST",SEBI reduces exit option window to 15 days in case of change in control of AMC,SEBI has reduced the exit window period to not less than 15 calendar days in case of change in control of AMC. The regulator has asked the AMCs to make necessary changes to facilitate implementation of the same before September 11,mutual_fund_news3
10,"August 11, 2023 12:53 PM IST",SIPs ride the market rally with record 33.06 lakh fresh accounts in July,"At the same time, some investors appear to be losing patience, as can be seen from the net tally of new SIP account registrations for July being 15.16 lakh",mutual_fund_news3
11,"August 11, 2023 10:29 AM IST",Bandhan Balanced Advantage Fund changes asset allocation model; should you be worried?,"From relying just on the Nifty 50’s PE ratio, the fund will now look at multiple factors. The last date for investors to exit if they do not approve of this change, is August 11.",mutual_fund_news3
12,"August 11, 2023 06:26 AM IST",Samir Arora’s Helios Capital gets final SEBI nod for MF license; AMC to focus on active funds,"Arora also divulged that the fund house would look to focus only on active funds. This is against the trend of recent mutual fund house launches, which had focused on passive funds.",mutual_fund_news3
13,"August 18, 2023 07:08 PM IST",What's behind the contrasting investment trends in multi-cap and flexi-cap funds?,"According to the AMFI data for July, multi-cap funds witnessed net inflows worth Rs 2,500 crore, while flexi-cap funds saw outflows to the tune of Rs 932 crore.",mutual_fund_news3
14,"August 10, 2023 02:14 PM IST",RBI’s worry on inflation can impact debt funds. Here is what investors should do,"Liquid, money market funds received high net inflows in June 2023. Such schemes can help investors to benefit from the current attractive yields.",mutual_fund_news3
15,"August 15, 2023 01:22 PM IST",Manufacturing: The new hot stock picking ground for MFs. Here are their top midcap picks,"Companies that belong to the ‘manufacturing’ sector are likely to benefit from the Indian government’s ‘Make in India’ drive. Small wonder then that of the six schemes that invest predominantly in manufacturing sectors, four were launched in the last one year or so ago",mutual_fund_news3
16,"August 09, 2023 05:46 PM IST","Equity fund inflows dip 12 % in July, SIPs top Rs 15,000 crore for first time","Net inflows into open-ended mutual funds went up 63-fold, while the overall assets under management (AUM) rose 4.50 percent to Rs 46.11 trillion in July 2023.",mutual_fund_news3
17,"August 08, 2023 06:02 PM IST",Retail investors prefer index funds over ETF while going passive: Motilal Oswal AMC Survey,"61 percent of the respondents revealed that they have invested in at least one passive fund. Low cost, simplicity and market returns were important reasons cited behind investing in a passive fund",mutual_fund_news3
18,"August 08, 2023 03:50 PM IST","At Rs 1.85 lakh crore, mutual funds see highest quarterly inflows in 4 years in April-June","The smallcap category saw net inflows of Rs 10,937 crore in the first quarter, its highest-ever quarterly numbers, followed by the midcap category at Rs 4,735 crore",mutual_fund_news3
19,"August 08, 2023 01:54 PM IST",Mutual Fund Folio decoded: How to streamline and manage your investments effectively,"Mutual funds allow zero-balance folios which can be tapped to make an investment at a future date. All MF folios need to have contact details — emails and mobile numbers seeded and nominations updated, or the investors have to explicitly opt out of it.",mutual_fund_news3
20,"August 07, 2023 08:05 PM IST",Individual investors repose faith in MFs despite tough markets in FY23: SEBI report,"Despite market gyrations over the past year, retail investors have largely remained bullish on stock markets and have been disciplined in their approach.",mutual_fund_news3
21,"August 07, 2023 06:36 PM IST","342 MF schemes record negative returns in FY23, 6x increase YoY: SEBI report",The returns data in the SEBI’s Annual Report for 2022-23 suggests that the performance of Indian mutual fund schemes was reflective of the prevailing market mood.,mutual_fund_news3
22,"August 07, 2023 01:52 PM IST","When fund managers leave, should investors follow?",Acting in a hurry may hurt your portfolio. It is better to take an informed decision after observing the scheme’s performance,mutual_fund_news3
23,"August 07, 2023 06:43 AM IST",Top stocks that smart-beta funds rely on to max returns,"With an aim to outsmart basic indices, smart-beta funds combine the prowess of active and passive funds into one. They select the stocks based on a variety of fundamental, technical and other filters. Here’s what smart-beta funds’ models pick, in order to stay ahead of the curve",mutual_fund_news3
24,"August 04, 2023 03:06 PM IST",PGIM India MF withdraws three facilities. What does it mean?,The fund house says it is trying to keep things simple for investors and the withdrawn facilities have become largely redundant.,mutual_fund_news3
0,"October 01, 2023 08:38 AM IST",Five financial changes that may impact you this October,"They include the new tax collected at source structure for foreign remittances, the way you spend during festival season, and tracking the RBI’s monetary policy announcement for any repo rate hike.",persona_finance1
1,"September 29, 2023 10:32 AM IST",Personal Finance: Are you caught in a small-cap investing dilemma?,"Not all small-cap stocks are penny stocks, which are small in value (price), illiquid and susceptible to price manipulation",persona_finance1
2,"September 29, 2023 01:05 PM IST",95% of investment advisers penalised by SEBI provide trading calls: Study,"A study of SEBI orders passed against registered investment advisers over the years found that most offer only equity derivative and speculative trading calls and tips; 51 percent of the orders were passed against entities from Indore, which is infamous for spam equity phone calls.",persona_finance1
3,"September 29, 2023 09:08 AM IST","World Heart Day: More younger Indians now undergo coronary angiography than before, says study","The number of coronary angiography, or CAG, procedures used to diagnose coronary artery disease has increased significantly in age bands of 19-35 years as well as 36-45 years between 2018-19 and 2022-23, the company’s internal claim analysis has found.",persona_finance1
4,"September 28, 2023 05:08 PM IST",Secure Your Future with Bajaj Finance Fixed Deposits: India's Trusted Choice,Here is why Bajaj Finance Fixed Deposits are the go-to option for the prudent investor,persona_finance1
5,"September 28, 2023 04:03 PM IST",Mutual Fund redemptions to be allowed on September 29: Sources,"Due to the last minute shift of Eid-E-Milad public holiday to September 29, mutual funds are set to declare September 29 as a business day. This means investors, who had put in redemption requests on September 27, will get their money on September 29",persona_finance1
6,"September 28, 2023 11:50 AM IST",Coming soon: Govt security with 50-year maturity. Should you invest?,"Government security, or g-secs, come with very little to negligible credit risk. But some g-secs are liquid, mostly the 10-year benchmark. However, long-term government bonds are generally bought by institutional investors, not so much by individual investors. Here’s a look at its prospects.",persona_finance1
7,"September 28, 2023 08:36 AM IST","Insurers launch small, midcap funds to ride the market rally. Should you invest?","Financial advisors recommend a small allocation to these segments as the drop in returns in case of a market collapse can be sharper.  Also, it is best to keep insurance and investment needs separate and opt for systematic investment through the mutual fund route for investing in these categories",persona_finance1
8,"September 28, 2023 08:40 AM IST",Unclaimed Bank Fixed Deposits: Do Not Neglect Your FD. And Here’s How To Recover,Unclaimed bank FDs: Two effective methods to go looking for them are contacting your bank and using the Unclaimed Deposits Gateway to Access InforMation (UDGAM) website.,persona_finance1
9,"September 30, 2023 11:38 AM IST",PMS managers exited from these midcap stocks: Check your portfolio,PMS managers exited as these stocks either reached their target prices or turned unattractive due to weak prospects,persona_finance1
10,"September 27, 2023 05:53 PM IST",More micro-cap funds are on the anvil: Invest or avoid? Simply Save,"Investing in micro-cap stocks can offer potential rewards, but it also comes with several risks that investors should be aware of. Nirav Karkera, Head of Research at Fisdom, tells us about what the micro-cap valuations are hinting at and how funds can manage the risks in micro-cap funds. Listen in",persona_finance1
11,"September 27, 2023 04:48 PM IST",Does your health insurance policy cover OPD expenses? Here’s what to look for,"OPD expenses broadly fall under three categories – doctor consultations, diagnostic tests and medicines. Not all health insurance products cover expenses related to all three. Read the fine print before zeroing down on the right policy for yourself",persona_finance1
12,"September 27, 2023 04:35 PM IST",A step-by-step guide to getting an instant loan,"Follow these simple steps to access an instant loan, effectively meeting your immediate credit needs in a hassle-free manner.",persona_finance1
13,"September 27, 2023 10:28 AM IST",Investing in mutual funds just got easier: All you need is a Visa debit card,"To begin with, this facility will be available only to Visa debit cards issued by Federal Bank and ICICI Bank. The service will soon be available to more Visa cardholders. MF houses AMCs that use the Razorpay payment platform will activate this service for investors.",persona_finance1
14,"September 27, 2023 08:56 AM IST","Mutual fund SIPs are growing, but why do people withdraw so soon?","AMFI data suggests that of the total mutual fund assets held by individual investors in equity-oriented schemes, on average, 48 percent is redeemed within two years. This appears to run contrary to the narrative of increased SIP inflows.",persona_finance1
15,"September 27, 2023 07:57 AM IST",Does your health insurance adequately cover you against diseases like Dengue and Nipah?,"With the escalating costs of medical treatment, purchasing a comprehensive healthcare policy with a sum insured of at least Rs 25 lakh or above is non-negotiable.",persona_finance1
16,"September 27, 2023 07:18 AM IST",Aditya Birla Finance’s NCD issue offers up to 8.09%; should you invest?,"Experts say the offer is interesting, since there aren’t many secondary market AAA-rated debt issues offering the same returns.",persona_finance1
17,"September 26, 2023 06:13 PM IST",Step up your card safety with cardless cash withdrawals,This app-driven ATM transaction helps you to withdraw money without the need to swipe/dip a card.,persona_finance1
18,"September 26, 2023 01:46 PM IST",SBI Mutual Fund elevates DP Singh as Joint CEO,D P Singh has over 31 years of experience in banking and financial services industry and has been associated with SBI Mutual Fund since 1998. He was earlier deputy managing director and chief business officer at the AMC.,persona_finance1
19,"September 26, 2023 11:25 AM IST","Want to avoid TDS on FD interest, rent? File Form 15G or 15H","Use these forms to eliminate avoidable TDS on income from interest, commission, rent and so on. Although there is no specific deadline for submitting these forms, it is best to do so in advance, preferably in April or May",persona_finance1
20,"September 26, 2023 08:19 AM IST","NCDs, invoice discounting offer high returns but is the risk worth it?",A non-convertible debenture could be secured but retail investors may not be the first in line for a claim if the company goes bust. Invoice discounting is even riskier. Understand the hidden costs in these investments before you commit your money,persona_finance1
21,"September 26, 2023 04:49 PM IST",How have India’s oldest MF schemes rewarded investors?,A Moneycontrol analysis of India’s oldest equity-oriented mutual fund schemes have shown that they have returned 9-19% of compounded annualised returns since inception. They are either equity scheme or hybrid schemes having rich track record of paying dividend. These schemes rewarded the long term investors well and helped them to reach their financial goals,persona_finance1
22,"September 26, 2023 08:11 AM IST",Is a Collateral Necessary For Getting a Bike Loan?,,persona_finance1
23,"September 25, 2023 12:59 PM IST",Where to Sell Gold Online: Expert Picks for 2023,Explore the leading online gold-selling platforms of 2023. Maximize your gold's value by choosing reputable buyers. Start your selling journey now!,persona_finance1
24,"September 25, 2023 11:46 AM IST",7 Best Places to Get Cash for Your Gold in 2023,Explore the premier locations in 2023 to get cash for gold. Uncover the optimal destinations for converting your gold into money. Start your journey today!,persona_finance1
0,"September 29, 2023 09:35 PM IST","Y Combinator-backed SigNoz raises $5.4 million from SignalFire, GitHub co-founder among others",The fresh capital will be utilised to enhance the core product and scale up its cloud and enterprise offering,startup_news1
1,"September 29, 2023 12:39 PM IST",Small sellers to up e-commerce ad spend by 75% to cash in on festival season,"Increasing ad revenues will drive better margins for ecommerce platforms during the festival sales, Redseer has said in a report",startup_news1
2,"September 29, 2023 08:08 AM IST",Startup funding up 15% in September as late-stage deals make comeback,"Although the pace of investment has been slow, experts are anticipating that things will pick up if start-ups can show promising performance and are able to grow into their valuations. They also feel valuations must be more realistic to inspire confidence in investors",startup_news1
3,"September 28, 2023 08:54 PM IST","Zerodha is valued at Rs 30,000 crore or 10-15 times its earnings: CEO Nithin Kamath",Kamath also expects Zerodha to grow at around 10-15% in the present market condition. He also added that the firm's diversification strategies will help in maintaining the long-term growth of the company,startup_news1
4,"September 28, 2023 05:02 PM IST",Explained: Why Startup Inc is disappointed with angel tax changes,"The government has now notified significant changes to the angel tax regime which it thinks will ease up the structure for start-ups. But, the industry is not convinced it will help.",startup_news1
5,"September 28, 2023 01:22 PM IST",Small businesses adopting cloud can unlock Rs 1.6 trillion in productivity gains by 2030: AWS,"This will also lead to 45.9 million jobs being created across healthcare, education and agriculture sectors, representing 9 percent of the total jobs in India, an Amazon Web Services report has claimed",startup_news1
6,"September 28, 2023 12:16 PM IST","Indian startups have laid off over 30,000 employees since the beginning of 2022","From 2022 to date, approximately 95 startups have laid off nearly 31,965 employees, according to Moneycontrol's layoff tracker, as they aim to reduce expenses and prioritise profitability.",startup_news1
7,"September 28, 2023 11:29 AM IST","Cred enters new business segment, launches vehicle management service",Cred Garage is a feature within the Cred App and will be rolled out to all its members starting 28th September,startup_news1
8,"September 27, 2023 06:29 PM IST","India ranks fourth globally among startups with over $50 million disclosed VC funding, report finds","As per the report by the policy advisory and research firm, the United States, China, and the United Kingdom are the only three countries that have surpassed India in terms of disclosed VC funding for startups.",startup_news1
9,"September 27, 2023 05:04 PM IST",The F&O edge: Why Zerodha will sit pretty at top,"Zerodha's revenue numbers could plateau during the current financial year and its user growth has stagnated for over 18 months now. Competitors like Groww and Angel One are closing in. However, the gulf between Zerodha and its competitors in revenue and profits are too wide.",startup_news1
