,0,1,2,3,4,5,6,Year,Stock
3,Net CashFlow From Operating Activities,65324.60,55016.60,48205.00,18128.70,20070.20,,2023,bhartiairtel
4,Net Cash Used In Investing Activities,-39080.20,-41869.60,-26888.40,-30491.90,-28500.90,,2023,bhartiairtel
5,Net Cash Used From Financing Activities,-24469.50,-15203.20,-24910.30,19144.40,9463.80,,2023,bhartiairtel
6,Foreign Exchange Gains / Losses,-152.20,391.90,-397.20,893.40,215.30,,2023,bhartiairtel
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2023,bhartiairtel
8,Net Inc/Dec In Cash And Cash Equivalents,1622.70,-1664.30,-3990.90,7674.60,1248.40,,2023,bhartiairtel
9,Cash And Cash Equivalents Begin of Year,7398.70,9063.00,13053.90,5379.30,4130.90,,2023,bhartiairtel
10,Cash And Cash Equivalents End Of Year,9021.40,7398.70,9063.00,13053.90,5379.30,,2023,bhartiairtel
0,Cash Flow of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,bharatheavyelectricals
2,Net Profit/Loss Before Extraordinary Items And Tax,479.44,470.46,-3595.93,-659.07,1839.74,,2018,bharatheavyelectricals
3,Net CashFlow From Operating Activities,-741.52,660.25,561.60,-2891.50,-3860.15,,2018,bharatheavyelectricals
4,Net Cash Used In Investing Activities,1480.46,-1125.32,-42.50,1877.06,1918.85,,2018,bharatheavyelectricals
5,Net Cash Used From Financing Activities,88.96,-329.49,-395.80,1621.99,-31.64,,2018,bharatheavyelectricals
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2018,bharatheavyelectricals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,7.28,0.00,0.00,0.00,,2018,bharatheavyelectricals
8,Net Inc/Dec In Cash And Cash Equivalents,827.90,-787.28,123.30,607.55,-1972.94,,2018,bharatheavyelectricals
9,Cash And Cash Equivalents Begin of Year,732.62,1519.90,1396.60,789.05,2768.68,,2018,bharatheavyelectricals
10,Cash And Cash Equivalents End Of Year,1560.52,732.62,1519.90,1396.60,795.74,,2018,bharatheavyelectricals
0,Cash Flow of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,bharatheavyelectricals
2,Net Profit/Loss Before Extraordinary Items And Tax,479.44,470.46,-3595.93,-659.07,1839.74,,2019,bharatheavyelectricals
3,Net CashFlow From Operating Activities,-741.52,660.25,561.60,-2891.50,-3860.15,,2019,bharatheavyelectricals
4,Net Cash Used In Investing Activities,1480.46,-1125.32,-42.50,1877.06,1918.85,,2019,bharatheavyelectricals
5,Net Cash Used From Financing Activities,88.96,-329.49,-395.80,1621.99,-31.64,,2019,bharatheavyelectricals
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2019,bharatheavyelectricals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,7.28,0.00,0.00,0.00,,2019,bharatheavyelectricals
8,Net Inc/Dec In Cash And Cash Equivalents,827.90,-787.28,123.30,607.55,-1972.94,,2019,bharatheavyelectricals
9,Cash And Cash Equivalents Begin of Year,732.62,1519.90,1396.60,789.05,2768.68,,2019,bharatheavyelectricals
10,Cash And Cash Equivalents End Of Year,1560.52,732.62,1519.90,1396.60,795.74,,2019,bharatheavyelectricals
0,Cash Flow of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,bharatheavyelectricals
2,Net Profit/Loss Before Extraordinary Items And Tax,479.44,470.46,-3595.93,-659.07,1839.74,,2020,bharatheavyelectricals
3,Net CashFlow From Operating Activities,-741.52,660.25,561.60,-2891.50,-3860.15,,2020,bharatheavyelectricals
4,Net Cash Used In Investing Activities,1480.46,-1125.32,-42.50,1877.06,1918.85,,2020,bharatheavyelectricals
5,Net Cash Used From Financing Activities,88.96,-329.49,-395.80,1621.99,-31.64,,2020,bharatheavyelectricals
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2020,bharatheavyelectricals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,7.28,0.00,0.00,0.00,,2020,bharatheavyelectricals
8,Net Inc/Dec In Cash And Cash Equivalents,827.90,-787.28,123.30,607.55,-1972.94,,2020,bharatheavyelectricals
9,Cash And Cash Equivalents Begin of Year,732.62,1519.90,1396.60,789.05,2768.68,,2020,bharatheavyelectricals
10,Cash And Cash Equivalents End Of Year,1560.52,732.62,1519.90,1396.60,795.74,,2020,bharatheavyelectricals
0,Cash Flow of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,bharatheavyelectricals
2,Net Profit/Loss Before Extraordinary Items And Tax,479.44,470.46,-3595.93,-659.07,1839.74,,2021,bharatheavyelectricals
3,Net CashFlow From Operating Activities,-741.52,660.25,561.60,-2891.50,-3860.15,,2021,bharatheavyelectricals
4,Net Cash Used In Investing Activities,1480.46,-1125.32,-42.50,1877.06,1918.85,,2021,bharatheavyelectricals
5,Net Cash Used From Financing Activities,88.96,-329.49,-395.80,1621.99,-31.64,,2021,bharatheavyelectricals
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2021,bharatheavyelectricals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,7.28,0.00,0.00,0.00,,2021,bharatheavyelectricals
8,Net Inc/Dec In Cash And Cash Equivalents,827.90,-787.28,123.30,607.55,-1972.94,,2021,bharatheavyelectricals
9,Cash And Cash Equivalents Begin of Year,732.62,1519.90,1396.60,789.05,2768.68,,2021,bharatheavyelectricals
10,Cash And Cash Equivalents End Of Year,1560.52,732.62,1519.90,1396.60,795.74,,2021,bharatheavyelectricals
0,Cash Flow of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,bharatheavyelectricals
2,Net Profit/Loss Before Extraordinary Items And Tax,479.44,470.46,-3595.93,-659.07,1839.74,,2022,bharatheavyelectricals
3,Net CashFlow From Operating Activities,-741.52,660.25,561.60,-2891.50,-3860.15,,2022,bharatheavyelectricals
4,Net Cash Used In Investing Activities,1480.46,-1125.32,-42.50,1877.06,1918.85,,2022,bharatheavyelectricals
5,Net Cash Used From Financing Activities,88.96,-329.49,-395.80,1621.99,-31.64,,2022,bharatheavyelectricals
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2022,bharatheavyelectricals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,7.28,0.00,0.00,0.00,,2022,bharatheavyelectricals
8,Net Inc/Dec In Cash And Cash Equivalents,827.90,-787.28,123.30,607.55,-1972.94,,2022,bharatheavyelectricals
9,Cash And Cash Equivalents Begin of Year,732.62,1519.90,1396.60,789.05,2768.68,,2022,bharatheavyelectricals
10,Cash And Cash Equivalents End Of Year,1560.52,732.62,1519.90,1396.60,795.74,,2022,bharatheavyelectricals
0,Cash Flow of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,bharatheavyelectricals
2,Net Profit/Loss Before Extraordinary Items And Tax,479.44,470.46,-3595.93,-659.07,1839.74,,2023,bharatheavyelectricals
3,Net CashFlow From Operating Activities,-741.52,660.25,561.60,-2891.50,-3860.15,,2023,bharatheavyelectricals
4,Net Cash Used In Investing Activities,1480.46,-1125.32,-42.50,1877.06,1918.85,,2023,bharatheavyelectricals
5,Net Cash Used From Financing Activities,88.96,-329.49,-395.80,1621.99,-31.64,,2023,bharatheavyelectricals
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2023,bharatheavyelectricals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,7.28,0.00,0.00,0.00,,2023,bharatheavyelectricals
8,Net Inc/Dec In Cash And Cash Equivalents,827.90,-787.28,123.30,607.55,-1972.94,,2023,bharatheavyelectricals
9,Cash And Cash Equivalents Begin of Year,732.62,1519.90,1396.60,789.05,2768.68,,2023,bharatheavyelectricals
10,Cash And Cash Equivalents End Of Year,1560.52,732.62,1519.90,1396.60,795.74,,2023,bharatheavyelectricals
0,Cash Flow of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,britanniaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,3027.36,2078.53,2512.80,1843.86,1768.90,,2018,britanniaindustries
3,Net CashFlow From Operating Activities,2526.21,1299.52,1851.07,1484.53,1155.78,,2018,britanniaindustries
4,Net Cash Used In Investing Activities,-1517.06,910.89,461.26,-1531.62,-855.53,,2018,britanniaindustries
5,Net Cash Used From Financing Activities,-1028.37,-2245.84,-2243.69,57.94,-352.68,,2018,britanniaindustries
6,Foreign Exchange Gains / Losses,10.06,3.30,-2.44,5.69,3.31,,2018,britanniaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2018,britanniaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-9.16,-32.13,66.20,16.54,-49.12,,2018,britanniaindustries
9,Cash And Cash Equivalents Begin of Year,109.32,141.45,75.25,58.72,107.84,,2018,britanniaindustries
10,Cash And Cash Equivalents End Of Year,100.16,109.32,141.45,75.26,58.72,,2018,britanniaindustries
0,Cash Flow of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,britanniaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,3027.36,2078.53,2512.80,1843.86,1768.90,,2019,britanniaindustries
3,Net CashFlow From Operating Activities,2526.21,1299.52,1851.07,1484.53,1155.78,,2019,britanniaindustries
4,Net Cash Used In Investing Activities,-1517.06,910.89,461.26,-1531.62,-855.53,,2019,britanniaindustries
5,Net Cash Used From Financing Activities,-1028.37,-2245.84,-2243.69,57.94,-352.68,,2019,britanniaindustries
6,Foreign Exchange Gains / Losses,10.06,3.30,-2.44,5.69,3.31,,2019,britanniaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2019,britanniaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-9.16,-32.13,66.20,16.54,-49.12,,2019,britanniaindustries
9,Cash And Cash Equivalents Begin of Year,109.32,141.45,75.25,58.72,107.84,,2019,britanniaindustries
10,Cash And Cash Equivalents End Of Year,100.16,109.32,141.45,75.26,58.72,,2019,britanniaindustries
0,Cash Flow of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,britanniaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,3027.36,2078.53,2512.80,1843.86,1768.90,,2020,britanniaindustries
3,Net CashFlow From Operating Activities,2526.21,1299.52,1851.07,1484.53,1155.78,,2020,britanniaindustries
4,Net Cash Used In Investing Activities,-1517.06,910.89,461.26,-1531.62,-855.53,,2020,britanniaindustries
5,Net Cash Used From Financing Activities,-1028.37,-2245.84,-2243.69,57.94,-352.68,,2020,britanniaindustries
6,Foreign Exchange Gains / Losses,10.06,3.30,-2.44,5.69,3.31,,2020,britanniaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2020,britanniaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-9.16,-32.13,66.20,16.54,-49.12,,2020,britanniaindustries
9,Cash And Cash Equivalents Begin of Year,109.32,141.45,75.25,58.72,107.84,,2020,britanniaindustries
10,Cash And Cash Equivalents End Of Year,100.16,109.32,141.45,75.26,58.72,,2020,britanniaindustries
0,Cash Flow of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,britanniaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,3027.36,2078.53,2512.80,1843.86,1768.90,,2021,britanniaindustries
3,Net CashFlow From Operating Activities,2526.21,1299.52,1851.07,1484.53,1155.78,,2021,britanniaindustries
4,Net Cash Used In Investing Activities,-1517.06,910.89,461.26,-1531.62,-855.53,,2021,britanniaindustries
5,Net Cash Used From Financing Activities,-1028.37,-2245.84,-2243.69,57.94,-352.68,,2021,britanniaindustries
6,Foreign Exchange Gains / Losses,10.06,3.30,-2.44,5.69,3.31,,2021,britanniaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2021,britanniaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-9.16,-32.13,66.20,16.54,-49.12,,2021,britanniaindustries
9,Cash And Cash Equivalents Begin of Year,109.32,141.45,75.25,58.72,107.84,,2021,britanniaindustries
10,Cash And Cash Equivalents End Of Year,100.16,109.32,141.45,75.26,58.72,,2021,britanniaindustries
0,Cash Flow of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,britanniaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,3027.36,2078.53,2512.80,1843.86,1768.90,,2022,britanniaindustries
3,Net CashFlow From Operating Activities,2526.21,1299.52,1851.07,1484.53,1155.78,,2022,britanniaindustries
4,Net Cash Used In Investing Activities,-1517.06,910.89,461.26,-1531.62,-855.53,,2022,britanniaindustries
5,Net Cash Used From Financing Activities,-1028.37,-2245.84,-2243.69,57.94,-352.68,,2022,britanniaindustries
6,Foreign Exchange Gains / Losses,10.06,3.30,-2.44,5.69,3.31,,2022,britanniaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2022,britanniaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-9.16,-32.13,66.20,16.54,-49.12,,2022,britanniaindustries
9,Cash And Cash Equivalents Begin of Year,109.32,141.45,75.25,58.72,107.84,,2022,britanniaindustries
10,Cash And Cash Equivalents End Of Year,100.16,109.32,141.45,75.26,58.72,,2022,britanniaindustries
0,Cash Flow of Britannia Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,britanniaindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,britanniaindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,3027.36,2078.53,2512.80,1843.86,1768.90,,2023,britanniaindustries
3,Net CashFlow From Operating Activities,2526.21,1299.52,1851.07,1484.53,1155.78,,2023,britanniaindustries
4,Net Cash Used In Investing Activities,-1517.06,910.89,461.26,-1531.62,-855.53,,2023,britanniaindustries
5,Net Cash Used From Financing Activities,-1028.37,-2245.84,-2243.69,57.94,-352.68,,2023,britanniaindustries
6,Foreign Exchange Gains / Losses,10.06,3.30,-2.44,5.69,3.31,,2023,britanniaindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2023,britanniaindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-9.16,-32.13,66.20,16.54,-49.12,,2023,britanniaindustries
9,Cash And Cash Equivalents Begin of Year,109.32,141.45,75.25,58.72,107.84,,2023,britanniaindustries
10,Cash And Cash Equivalents End Of Year,100.16,109.32,141.45,75.26,58.72,,2023,britanniaindustries
0,Cash Flow of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,birlasoft
2,Net Profit/Loss Before Extraordinary Items And Tax,331.58,463.64,320.83,224.35,292.16,,2018,birlasoft
3,Net CashFlow From Operating Activities,560.92,280.69,557.84,309.91,-71.58,,2018,birlasoft
4,Net Cash Used In Investing Activities,251.69,-306.68,-444.45,-43.75,124.80,,2018,birlasoft
5,Net Cash Used From Financing Activities,-636.20,-146.73,-96.87,-179.69,-116.16,,2018,birlasoft
6,Foreign Exchange Gains / Losses,-0.12,-2.81,0.00,1.42,-1.49,,2018,birlasoft
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-38.99,,2018,birlasoft
8,Net Inc/Dec In Cash And Cash Equivalents,176.29,-175.53,16.53,87.88,-103.42,,2018,birlasoft
9,Cash And Cash Equivalents Begin of Year,290.56,466.09,449.57,361.68,465.10,,2018,birlasoft
10,Cash And Cash Equivalents End Of Year,466.85,290.56,466.09,449.57,361.68,,2018,birlasoft
0,Cash Flow of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,birlasoft
2,Net Profit/Loss Before Extraordinary Items And Tax,331.58,463.64,320.83,224.35,292.16,,2019,birlasoft
3,Net CashFlow From Operating Activities,560.92,280.69,557.84,309.91,-71.58,,2019,birlasoft
4,Net Cash Used In Investing Activities,251.69,-306.68,-444.45,-43.75,124.80,,2019,birlasoft
5,Net Cash Used From Financing Activities,-636.20,-146.73,-96.87,-179.69,-116.16,,2019,birlasoft
6,Foreign Exchange Gains / Losses,-0.12,-2.81,0.00,1.42,-1.49,,2019,birlasoft
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-38.99,,2019,birlasoft
8,Net Inc/Dec In Cash And Cash Equivalents,176.29,-175.53,16.53,87.88,-103.42,,2019,birlasoft
9,Cash And Cash Equivalents Begin of Year,290.56,466.09,449.57,361.68,465.10,,2019,birlasoft
10,Cash And Cash Equivalents End Of Year,466.85,290.56,466.09,449.57,361.68,,2019,birlasoft
0,Cash Flow of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,birlasoft
2,Net Profit/Loss Before Extraordinary Items And Tax,331.58,463.64,320.83,224.35,292.16,,2020,birlasoft
3,Net CashFlow From Operating Activities,560.92,280.69,557.84,309.91,-71.58,,2020,birlasoft
4,Net Cash Used In Investing Activities,251.69,-306.68,-444.45,-43.75,124.80,,2020,birlasoft
5,Net Cash Used From Financing Activities,-636.20,-146.73,-96.87,-179.69,-116.16,,2020,birlasoft
6,Foreign Exchange Gains / Losses,-0.12,-2.81,0.00,1.42,-1.49,,2020,birlasoft
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-38.99,,2020,birlasoft
8,Net Inc/Dec In Cash And Cash Equivalents,176.29,-175.53,16.53,87.88,-103.42,,2020,birlasoft
9,Cash And Cash Equivalents Begin of Year,290.56,466.09,449.57,361.68,465.10,,2020,birlasoft
10,Cash And Cash Equivalents End Of Year,466.85,290.56,466.09,449.57,361.68,,2020,birlasoft
0,Cash Flow of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,birlasoft
2,Net Profit/Loss Before Extraordinary Items And Tax,331.58,463.64,320.83,224.35,292.16,,2021,birlasoft
3,Net CashFlow From Operating Activities,560.92,280.69,557.84,309.91,-71.58,,2021,birlasoft
4,Net Cash Used In Investing Activities,251.69,-306.68,-444.45,-43.75,124.80,,2021,birlasoft
5,Net Cash Used From Financing Activities,-636.20,-146.73,-96.87,-179.69,-116.16,,2021,birlasoft
6,Foreign Exchange Gains / Losses,-0.12,-2.81,0.00,1.42,-1.49,,2021,birlasoft
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-38.99,,2021,birlasoft
8,Net Inc/Dec In Cash And Cash Equivalents,176.29,-175.53,16.53,87.88,-103.42,,2021,birlasoft
9,Cash And Cash Equivalents Begin of Year,290.56,466.09,449.57,361.68,465.10,,2021,birlasoft
10,Cash And Cash Equivalents End Of Year,466.85,290.56,466.09,449.57,361.68,,2021,birlasoft
0,Cash Flow of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,birlasoft
2,Net Profit/Loss Before Extraordinary Items And Tax,331.58,463.64,320.83,224.35,292.16,,2022,birlasoft
3,Net CashFlow From Operating Activities,560.92,280.69,557.84,309.91,-71.58,,2022,birlasoft
4,Net Cash Used In Investing Activities,251.69,-306.68,-444.45,-43.75,124.80,,2022,birlasoft
5,Net Cash Used From Financing Activities,-636.20,-146.73,-96.87,-179.69,-116.16,,2022,birlasoft
6,Foreign Exchange Gains / Losses,-0.12,-2.81,0.00,1.42,-1.49,,2022,birlasoft
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-38.99,,2022,birlasoft
8,Net Inc/Dec In Cash And Cash Equivalents,176.29,-175.53,16.53,87.88,-103.42,,2022,birlasoft
9,Cash And Cash Equivalents Begin of Year,290.56,466.09,449.57,361.68,465.10,,2022,birlasoft
10,Cash And Cash Equivalents End Of Year,466.85,290.56,466.09,449.57,361.68,,2022,birlasoft
0,Cash Flow of Birlasoft (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,birlasoft
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,birlasoft
2,Net Profit/Loss Before Extraordinary Items And Tax,331.58,463.64,320.83,224.35,292.16,,2023,birlasoft
3,Net CashFlow From Operating Activities,560.92,280.69,557.84,309.91,-71.58,,2023,birlasoft
4,Net Cash Used In Investing Activities,251.69,-306.68,-444.45,-43.75,124.80,,2023,birlasoft
5,Net Cash Used From Financing Activities,-636.20,-146.73,-96.87,-179.69,-116.16,,2023,birlasoft
6,Foreign Exchange Gains / Losses,-0.12,-2.81,0.00,1.42,-1.49,,2023,birlasoft
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,-38.99,,2023,birlasoft
8,Net Inc/Dec In Cash And Cash Equivalents,176.29,-175.53,16.53,87.88,-103.42,,2023,birlasoft
9,Cash And Cash Equivalents Begin of Year,290.56,466.09,449.57,361.68,465.10,,2023,birlasoft
10,Cash And Cash Equivalents End Of Year,466.85,290.56,466.09,449.57,361.68,,2023,birlasoft
0,Cash Flow of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,chambalfertiliserschemicals
2,Net Profit/Loss Before Extraordinary Items And Tax,1416.33,2230.90,2359.53,1329.33,833.43,,2018,chambalfertiliserschemicals
3,Net CashFlow From Operating Activities,3239.26,-24.23,6943.55,827.09,-1129.87,,2018,chambalfertiliserschemicals
4,Net Cash Used In Investing Activities,-1873.16,-119.13,-196.26,-455.25,-1125.18,,2018,chambalfertiliserschemicals
5,Net Cash Used From Financing Activities,-1861.99,-212.79,-6006.85,-283.19,2263.00,,2018,chambalfertiliserschemicals
6,Foreign Exchange Gains / Losses,0.80,0.26,1.34,-7.06,-6.33,,2018,chambalfertiliserschemicals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2018,chambalfertiliserschemicals
8,Net Inc/Dec In Cash And Cash Equivalents,-495.09,-355.89,741.78,81.59,1.62,,2018,chambalfertiliserschemicals
9,Cash And Cash Equivalents Begin of Year,532.02,887.91,146.13,64.54,62.92,,2018,chambalfertiliserschemicals
10,Cash And Cash Equivalents End Of Year,36.93,532.02,887.91,146.13,64.54,,2018,chambalfertiliserschemicals
0,Cash Flow of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,chambalfertiliserschemicals
2,Net Profit/Loss Before Extraordinary Items And Tax,1416.33,2230.90,2359.53,1329.33,833.43,,2019,chambalfertiliserschemicals
3,Net CashFlow From Operating Activities,3239.26,-24.23,6943.55,827.09,-1129.87,,2019,chambalfertiliserschemicals
4,Net Cash Used In Investing Activities,-1873.16,-119.13,-196.26,-455.25,-1125.18,,2019,chambalfertiliserschemicals
5,Net Cash Used From Financing Activities,-1861.99,-212.79,-6006.85,-283.19,2263.00,,2019,chambalfertiliserschemicals
6,Foreign Exchange Gains / Losses,0.80,0.26,1.34,-7.06,-6.33,,2019,chambalfertiliserschemicals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2019,chambalfertiliserschemicals
8,Net Inc/Dec In Cash And Cash Equivalents,-495.09,-355.89,741.78,81.59,1.62,,2019,chambalfertiliserschemicals
9,Cash And Cash Equivalents Begin of Year,532.02,887.91,146.13,64.54,62.92,,2019,chambalfertiliserschemicals
10,Cash And Cash Equivalents End Of Year,36.93,532.02,887.91,146.13,64.54,,2019,chambalfertiliserschemicals
0,Cash Flow of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,chambalfertiliserschemicals
2,Net Profit/Loss Before Extraordinary Items And Tax,1416.33,2230.90,2359.53,1329.33,833.43,,2020,chambalfertiliserschemicals
3,Net CashFlow From Operating Activities,3239.26,-24.23,6943.55,827.09,-1129.87,,2020,chambalfertiliserschemicals
4,Net Cash Used In Investing Activities,-1873.16,-119.13,-196.26,-455.25,-1125.18,,2020,chambalfertiliserschemicals
5,Net Cash Used From Financing Activities,-1861.99,-212.79,-6006.85,-283.19,2263.00,,2020,chambalfertiliserschemicals
6,Foreign Exchange Gains / Losses,0.80,0.26,1.34,-7.06,-6.33,,2020,chambalfertiliserschemicals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2020,chambalfertiliserschemicals
8,Net Inc/Dec In Cash And Cash Equivalents,-495.09,-355.89,741.78,81.59,1.62,,2020,chambalfertiliserschemicals
9,Cash And Cash Equivalents Begin of Year,532.02,887.91,146.13,64.54,62.92,,2020,chambalfertiliserschemicals
10,Cash And Cash Equivalents End Of Year,36.93,532.02,887.91,146.13,64.54,,2020,chambalfertiliserschemicals
0,Cash Flow of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,chambalfertiliserschemicals
2,Net Profit/Loss Before Extraordinary Items And Tax,1416.33,2230.90,2359.53,1329.33,833.43,,2021,chambalfertiliserschemicals
3,Net CashFlow From Operating Activities,3239.26,-24.23,6943.55,827.09,-1129.87,,2021,chambalfertiliserschemicals
4,Net Cash Used In Investing Activities,-1873.16,-119.13,-196.26,-455.25,-1125.18,,2021,chambalfertiliserschemicals
5,Net Cash Used From Financing Activities,-1861.99,-212.79,-6006.85,-283.19,2263.00,,2021,chambalfertiliserschemicals
6,Foreign Exchange Gains / Losses,0.80,0.26,1.34,-7.06,-6.33,,2021,chambalfertiliserschemicals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2021,chambalfertiliserschemicals
