,Stock,Dividend Yield,Mkt Cap (Rs. Cr.),TTM EPS See historical trend,Open,Open,Year,Total Assets,Minority Interest,Net CashFlow From Operating Activities,Total Shareholders Funds,Total Current Assets,Cash And Cash Equivalents,Current Investments,Total Current Liabilities,Long Term Borrowings,Short Term Borrowings,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Finance Costs,Other Income,Net Cash Used In Investing Activities,Inventories,Current Assets,Current Liabilities,Working Capital,Minority Interest Balance Sheet,Other Income PnL,EBIT,ROC,BookToMkt,Net Debt,TEV,EarningYield,Rank EarningYield,Rank ROC,CombRank,MagicFormulaRank,CombinedRank
95,mrf,0.16,46485,"2,909.85  (0.00% YoY)",109000.0,- -,23,24369.41,"Attribute
Minority Interest     0.16
Minority Interest    -0.01
Minority Interest       --
Name: First Date, dtype: object",2755.47,14707.66,9243.68,258.49,1974.84,7495.32,823.58,1605.92,1069.74,319.0,"Attribute
Other Income    252.67
Other Income    252.67
Name: First Date, dtype: object",-1923.47,4141.05,7010.35,5889.4,1120.9500000000007,0.16,252.67,1136.07,0.06730802841693095,0.3163958266107346,2411.6,48896.76,0.023234054771727203,88.0,130.0,353.0,126.0,128.0
96,mahindramahindrafinancialservices,1.94,38240,17.74  (-25.70% YoY),301.6,- -,23,105084.77,"Attribute
Minority Interest    141.35
Minority Interest      1.20
Minority Interest      1.20
Name: First Date, dtype: object",-17395.31,18560.09,102348.38,4066.91,10063.13,48586.64,37274.16,44154.4,2816.5,5094.3,"Attribute
Other Income    132.87
Other Income    132.87
Name: First Date, dtype: object",-1635.37,0.00,88218.34,4432.239999999998,83786.1,141.35,132.87,7777.93,0.0810862063177753,0.4853580020920502,,,,148.0,124.0,,146.0,
97,mahindramahindra,0.99,203193,93.24  (+24.22% YoY),1620.1,- -,23,205891.77,"Attribute
Minority Interest    10716.32
Minority Interest    -1092.98
Minority Interest    -1092.98
Name: First Date, dtype: object",-7074.02,56365.79,91325.44,11273.43,14265.92,70579.41,55027.39,33739.62,11305.27,5829.7,"Attribute
Other Income    1206.49
Other Income    1206.49
Name: First Date, dtype: object",-8547.26,16854.97,65786.09000000001,36839.79,28946.30000000001,10716.32,1206.49,15928.480000000001,0.11899413541241081,0.2774002549300419,-570.0600000000001,213339.26,0.07466267577753856,29.0,91.0,177.0,48.0,45.0
98,manappuramfinance,2.15,11825,20.20  (+45.64% YoY),143.2,- -,23,39504.13,"Attribute
Minority Interest    20.34
Minority Interest    -4.19
Minority Interest    -4.19
Name: First Date, dtype: object",-3103.24,9644.89,38115.43,3035.1,534.01,22944.8,6658.29,21824.65,2041.05,2187.79,"Attribute
Other Income    65.91
Other Income    65.91
Name: First Date, dtype: object",-616.16,0.00,34546.32,1120.1499999999978,33426.17,20.34,65.91,4162.93,0.1186265645334518,0.8156355179704017,-12173.0,-327.66,-12.705029603857657,140.0,92.0,261.0,131.0,94.0
99,marico,0.78,74317,10.50  (+9.15% YoY),582.0,- -,23,6946.00,"Attribute
Minority Interest    157.00
Minority Interest    -20.00
Minority Interest    -20.00
Name: First Date, dtype: object",1419.00,3799.0,3820.0,756.0,578.0,2429.0,2.0,473.0,1743.0,56.0,"Attribute
Other Income    144.00
Other Income    144.00
Name: First Date, dtype: object",-929.00,1225.00,2486.0,1956.0,530.0,157.00,144.00,1655.0,0.47043774872086414,0.05111885571269023,-11839.69,62634.31,0.026423217562387132,81.0,8.0,158.0,23.0,34.0
100,marutisuzukiindia,0.87,312555,321.11  (+118.38% YoY),10494.05,- -,23,84596.90,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",9251.40,61791.3,11615.6,41.6,0.0,20107.3,0.0,1215.8,10145.7,187.0,"Attribute
Other Income    2140.70
Other Income    2140.70
Name: First Date, dtype: object",-8036.10,4283.50,11574.0,18891.5,-7317.5,0.00,2140.70,8192.0,0.13010299290881513,0.1976973652637136,-1201.46,311353.54,0.026310926158090255,82.0,84.0,229.0,98.0,71.0
101,maxfinancialservices,0.00,32253,11.87  (+41.98% YoY),935.1,- -,23,131823.78,"Attribute
Minority Interest    450.26
Minority Interest    -73.41
Minority Interest    -73.41
Name: First Date, dtype: object",9922.28,3518.24,129612.2,1044.46,5430.88,126491.9,520.66,0.0,527.21,37.46,"Attribute
Other Income    18.39
Other Income    18.39
Name: First Date, dtype: object",-9227.65,0.00,123136.85999999999,126491.9,-3355.040000000008,450.26,18.39,546.2800000000001,0.18243143960139463,0.10908256596285616,3267.7000000000003,35970.96,0.015186695045114173,108.0,57.0,316.0,94.0,120.0
102,metropolishealthcare,0.55,7495,27.00  (-19.99% YoY),1492.35,- -,23,1501.61,"Attribute
Minority Interest     2.48
Minority Interest    -0.51
Minority Interest    -0.51
Name: First Date, dtype: object",247.09,988.23,302.73,93.19,13.06,264.97,28.61,50.44,187.5,26.8,"Attribute
Other Income    15.22
Other Income    15.22
Name: First Date, dtype: object",46.79,44.59,196.48000000000002,214.53000000000003,-18.05000000000001,2.48,15.22,199.08,0.20437536572595966,0.13185190126751167,41219.0,48716.48,0.0040865021446541295,130.0,50.0,268.0,106.0,99.0
103,mphasis,2.01,46812,86.56  (+9.04% YoY),2470.95,- -,23,11609.46,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1461.77,7934.84,5953.03,1053.44,1367.88,2797.84,0.0,198.48,2173.06,97.26,"Attribute
Other Income    161.60
Other Income    161.60
Name: First Date, dtype: object",182.48,0.00,3531.71,2599.36,932.3499999999999,0.00,161.60,2108.7200000000003,0.29784685616140394,0.1695044005810476,2490.8,49302.8,0.04277079597913303,56.0,26.0,112.0,16.0,18.0
104,multicommodityexchangeindia,1.11,8769,24.94  (-12.35% YoY),1739.9,- -,23,3022.75,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",141.42,2069.06,1625.94,1177.86,202.4,897.6,0.0,0.0,195.55,0.21,"Attribute
Other Income    67.66
Other Income    67.66
Name: First Date, dtype: object",-8.08,0.00,245.68000000000015,897.6,-651.9199999999998,0.00,67.66,128.10000000000002,0.14373877917414724,0.23595164785038203,-74.20000000000002,8694.8,0.014732943828495196,110.0,76.0,237.0,110.0,78.0
105,muthootfinance,1.69,52190,95.03  (-1.14% YoY),1329.0,- -,23,80148.92,"Attribute
Minority Interest    487.05
Minority Interest    -57.47
Minority Interest    -57.47
Name: First Date, dtype: object",0.00,21665.75,79490.95,8035.66,545.71,57469.39,0.0,55533.51,4922.78,4209.18,"Attribute
Other Income    77.34
Other Income    77.34
Name: First Date, dtype: object",0.00,0.00,70909.57999999999,1935.8799999999974,68973.69999999998,487.05,77.34,9054.619999999999,0.1309159731419417,0.4151322092354857,,,,148.0,83.0,,130.0,
106,nmdc,4.46,43388,19.82  (-23.92% YoY),148.0,- -,23,28247.71,"Attribute
Minority Interest    14.23
Minority Interest    -1.10
Minority Interest    -1.10
Name: First Date, dtype: object",2465.61,22620.83,15807.21,7097.75,0.0,4201.36,0.0,415.98,6409.34,75.23,"Attribute
Other Income    768.22
Other Income    768.22
Name: First Date, dtype: object",43.29,2660.58,8709.46,3785.3799999999997,4924.08,14.23,768.22,5716.349999999999,0.3586378368611448,0.5213614363418457,26154.95,69557.18,0.08218202635587009,27.0,16.0,54.0,5.0,5.0
107,ntpc,3.00,234417,18.41  (+3.78% YoY),241.5,- -,23,446021.45,"Attribute
Minority Interest    3930.45
Minority Interest    -208.80
Minority Interest    -208.80
Name: First Date, dtype: object",40051.55,147023.17,81168.33,4948.53,50.0,87485.45,187883.57,31921.61,23550.82,11156.06,"Attribute
Other Income    1770.24
Other Income    1770.24
Name: First Date, dtype: object",-26107.20,14240.37,76169.8,55563.84,20605.960000000006,3930.45,1770.24,32936.64,0.09101540948041811,0.6271864668518069,-689.9,237657.55000000002,0.13858865413701352,12.0,116.0,148.0,58.0,30.0
108,nationalaluminiumcompany,4.73,17457,6.59  (-61.72% YoY),94.25,- -,23,17626.61,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",908.24,13126.38,5296.81,2117.5,145.58,2885.64,0.0,47.75,1954.99,12.92,"Attribute
Other Income    235.63
Other Income    235.63
Name: First Date, dtype: object",-334.25,1840.22,3033.7300000000005,2837.89,195.8400000000006,0.00,235.63,1732.2800000000002,0.156673416764421,0.751926447843272,-2932.0,14525.0,0.1192619621342513,17.0,71.0,97.0,21.0,11.0
109,navinfluorineinternational,0.27,22383,73.08  (+28.59% YoY),4449.0,- -,23,3529.29,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-63.59,2184.95,1466.17,34.81,31.11,521.48,753.13,95.52,495.88,27.52,"Attribute
Other Income    35.73
Other Income    35.73
Name: First Date, dtype: object",-655.62,468.12,1400.2500000000002,425.96000000000004,974.2900000000002,0.00,35.73,487.66999999999996,0.16262225764391636,0.09761649466112673,38698.08,61081.08,0.007983978017415539,123.0,66.0,315.0,113.0,118.0
110,oberoirealty,0.35,41558,50.14  (+33.12% YoY),1153.25,- -,23,18641.00,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-2383.04,12210.12,12456.38,512.92,283.66,3287.84,2880.64,1063.45,2003.48,169.05,"Attribute
Other Income    100.62
Other Income    100.62
Name: First Date, dtype: object",1135.66,8543.09,11659.8,2224.3900000000003,9435.41,0.00,100.62,2071.9100000000003,0.13246413818809064,0.2938091342220511,712.9599999999999,42270.96,0.049014973873316346,48.0,82.0,243.0,61.0,82.0
111,oilnaturalgascorporation,5.98,236761,29.33  (-28.32% YoY),186.45,- -,23,614528.73,"Attribute
Minority Interest    20607.74
Minority Interest     2662.87
Minority Interest     2662.87
Name: First Date, dtype: object",84211.33,280647.3,114150.53,29140.33,5168.9,132270.18,98359.55,30826.01,51154.64,7889.36,"Attribute
Other Income    8074.08
Other Income    8074.08
Name: First Date, dtype: object",-73209.00,44238.07,79841.3,101444.17,-21602.869999999995,20607.74,8074.08,50969.92,0.13388736574368823,1.1853611870198217,-1265.6200000000001,256103.12,0.19902108182047917,7.0,81.0,92.0,22.0,10.0
112,oraclefinancialservicessoftware,5.33,36527,209.77  (-2.43% YoY),4253.0,- -,23,9275.54,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1758.42,7458.91,7168.88,5469.74,0.0,1094.13,0.0,0.0,2569.9,12.66,"Attribute
Other Income     24.56
Other Income    191.84
Name: First Date, dtype: object",137.14,0.00,1699.1400000000003,1094.13,605.0100000000002,0.00,24.56,2558.0,1.2859634923108634,0.2042026446190489,565.09,37092.09,0.06896349059866942,32.0,3.0,40.0,3.0,2.0
113,piindustries,0.29,53124,88.99  (+47.19% YoY),3566.0,- -,23,8479.70,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1501.40,7198.5,5662.3,2242.9,984.3,1181.8,0.0,0.0,1437.5,37.1,"Attribute
Other Income    159.00
Other Income    159.00
Name: First Date, dtype: object",-496.20,1397.60,2435.1000000000004,1181.8,1253.3000000000004,0.00,159.00,1315.6,0.2654774396642182,0.13550372712898126,-227.87,52896.13,0.024871384730792215,86.0,32.0,243.0,47.0,83.0
114,pvrinox,0.00,16774,-47.98,1701.0,- -,23,16476.43,"Attribute
Minority Interest    -0.67
Minority Interest     1.33
Minority Interest     1.33
Name: First Date, dtype: object",863.90,7329.85,849.79,361.6,0.21,2051.31,1272.28,520.36,-198.17,571.62,"Attribute
Other Income    79.08
Other Income    79.08
Name: First Date, dtype: object",-575.86,66.37,487.97999999999996,1530.9499999999998,-1042.9699999999998,-0.67,79.08,294.37000000000006,0.033600467532408244,0.43697686896387267,33207.25,49980.58,0.005889687554646226,126.0,145.0,423.0,145.0,137.0
115,persistentsystems,0.86,44514,121.97  (+24.16% YoY),5838.0,- -,23,6619.15,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",955.76,3965.08,3517.9,903.28,187.97,1958.11,205.76,222.75,1270.51,47.34,"Attribute
Other Income    70.62
Other Income    70.62
Name: First Date, dtype: object",-421.31,0.00,2426.65,1735.36,691.2900000000002,0.00,70.62,1247.23,0.35734075196759024,0.08907489778496652,43753.96,88267.95999999999,0.014130042203309106,113.0,17.0,194.0,62.0,54.0
116,petronetlng,4.17,35940,22.80  (-2.08% YoY),236.9,- -,23,22752.49,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",2569.02,15264.56,11846.97,5685.79,869.7,2900.4,0.0,0.0,4282.17,330.51,"Attribute
Other Income    523.07
Other Income    523.07
Name: First Date, dtype: object",-1192.22,1153.05,5291.48,2900.4,2391.0799999999995,0.00,523.07,4089.61,0.4269452132163106,0.42472342793544793,3623.19,39563.19,0.1033690660434611,20.0,10.0,42.0,2.0,3.0
117,pidiliteindustries,0.44,127075,27.29  (+3.43% YoY),2511.95,- -,23,10525.02,"Attribute
Minority Interest    233.64
Minority Interest    -15.62
Minority Interest    -15.62
Name: First Date, dtype: object",1557.57,7212.28,4561.52,326.65,531.2,2410.62,0.0,163.26,1716.6,47.64,"Attribute
Other Income    49.61
Other Income    49.61
Name: First Date, dtype: object",-898.95,1817.08,3703.670000000001,2247.3599999999997,1456.3100000000013,233.64,49.61,1714.63,0.24324822773514695,0.05675608892386386,-754.0,126554.64,0.013548535241378744,115.0,37.0,255.0,81.0,90.0
118,piramalenterprises,2.90,25488,97.29  (+23.51% YoY),1075.0,- -,23,83752.16,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",1359.34,31059.08,78181.24,4649.08,22331.79,21820.69,29846.17,19537.8,-2464.34,3994.32,"Attribute
Other Income    152.44
Other Income    152.44
Name: First Date, dtype: object",-351.24,0.00,51200.37,2282.8899999999994,48917.48,0.00,152.44,1377.54,0.01817479675493974,1.218576585059636,-41.6,25446.4,0.05413496604627766,45.0,147.0,213.0,116.0,62.0
119,polycabindia,0.38,79311,96.63  (+37.11% YoY),5140.0,- -,23,9425.48,"Attribute
Minority Interest     37.38
Minority Interest    -12.30
Minority Interest    -12.30
Name: First Date, dtype: object",1427.52,6630.86,6908.75,695.24,1350.5,2626.56,4.21,150.94,1716.52,59.76,"Attribute
Other Income    133.33
Other Income    133.33
Name: First Date, dtype: object",-1202.65,2951.38,4863.01,2475.62,2387.3900000000003,37.38,133.33,1642.95,0.2697442195321774,0.08360580499552395,-523.8000000000001,78824.58,0.020843117717848924,94.0,31.0,234.0,54.0,75.0
120,powerfinancecorporation,4.62,75744,64.58  (+22.21% YoY),289.0,- -,23,896111.86,"Attribute
Minority Interest    27822.79
Minority Interest    -5289.26
Minority Interest    -5289.26
Name: First Date, dtype: object",-74698.93,84158.49,886782.94,4101.02,5972.89,783174.34,0.0,751157.52,26496.06,47016.78,"Attribute
Other Income    56.89
Other Income    56.89
Name: First Date, dtype: object",-1693.58,0.00,876709.0299999999,32016.81999999995,844692.21,27822.79,56.89,73455.95,0.08837178213063747,1.1110911755386566,-64.58,103502.20999999999,0.7097041696017892,2.0,118.0,130.0,49.0,22.0
121,powergridcorporationindia,7.21,190337,16.36  (-21.98% YoY),198.7,- -,23,250295.55,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",38004.74,83014.51,34902.81,7384.58,0.0,38305.81,113891.29,12703.61,17535.17,9633.94,"Attribute
Other Income    1024.36
Other Income    1024.36
Name: First Date, dtype: object",-6125.70,1339.95,27518.229999999996,25602.199999999997,1916.0299999999988,0.00,1024.36,26144.75,0.1292855580593145,0.4361448903786442,-1053.44,189283.56,0.13812477956352892,13.0,85.0,101.0,31.0,13.0
122,rec,4.95,66963,44.36  (-14.29% YoY),250.35,- -,23,465502.75,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-37359.77,57528.81,461171.32,2395.61,3170.0,163477.89,243675.63,137114.13,13897.67,23733.33,"Attribute
Other Income    41.90
Other Income    41.90
Name: First Date, dtype: object",-942.95,0.00,455605.71,26363.76000000001,429241.95,0.00,41.90,37589.1,0.08622876849615813,0.8591133909771067,-1177.86,65785.14,0.5713919587311055,3.0,119.0,129.0,50.0,21.0
123,relianceindustries,0.38,1611730,95.71  (-2.47% YoY),2423.05,- -,23,1607431.00,"Attribute
Minority Interest    113009.00
Minority Interest     -7386.00
Minority Interest     -7386.00
Name: First Date, dtype: object",115032.00,715871.0,425296.0,68664.0,118473.0,395744.0,183176.0,130790.0,94022.0,19571.0,"Attribute
Other Income    11734.00
Other Income    11826.00
Name: First Date, dtype: object",-91235.00,140008.00,238159.0,264954.0,-26795.0,113009.00,11734.00,101859.0,0.10597363846050607,0.44416310424202565,-8035.66,1716703.34,0.05933407224570321,39.0,102.0,251.0,72.0,87.0
124,srf,0.31,68766,64.56  (-8.94% YoY),2365.0,- -,23,18754.52,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",2901.71,10327.05,5774.95,616.46,490.05,4916.6,2311.52,2042.54,2823.99,204.82,"Attribute
Other Income    74.93
Other Income    74.93
Name: First Date, dtype: object",-2961.41,2274.29,4668.44,2874.0600000000004,1794.3799999999992,0.00,74.93,2953.88,0.21002157892304463,0.15017668615304072,-7097.75,61668.25,0.04789952690403895,53.0,48.0,219.0,33.0,66.0
125,samvardhanamothersoninternational,0.66,66849,2.89  (+80.14% YoY),99.5,- -,23,61851.70,"Attribute
Minority Interest    1925.40
Minority Interest    -174.00
Minority Interest    -174.04
Name: First Date, dtype: object",4643.00,22451.5,26779.2,4698.7,2.9,27515.4,6618.3,5547.4,2548.0,780.9,"Attribute
Other Income    257.00
Other Income    257.04
Name: First Date, dtype: object",-2244.80,7822.80,22077.6,21968.0,109.59999999999854,1925.40,257.00,3071.9,0.10267560205224191,0.33585393947553444,182935.04,251709.44,0.012204150944835443,119.0,106.0,303.0,128.0,114.0
126,shreecements,0.38,94199,433.33  (-21.10% YoY),26349.95,- -,23,26333.94,"Attribute
Minority Interest    40.56
Minority Interest     1.56
Minority Interest     1.56
Name: First Date, dtype: object",2568.74,18636.4,8967.93,160.93,3397.89,6732.12,580.87,1958.97,1495.04,262.87,"Attribute
Other Income    459.08
Other Income    459.08
Name: First Date, dtype: object",-2414.49,2759.68,5409.110000000001,4773.15,635.960000000001,40.56,459.08,1298.83,0.0618039895676057,0.19784074140914448,-2117.5,92122.06,0.014099011680806964,114.0,133.0,358.0,137.0,129.0
127,shriramfinance,1.82,71988,156.09  (+20.03% YoY),1900.0,- -,23,210600.15,"Attribute
Minority Interest    286.68
Minority Interest     -8.99
Minority Interest     -8.99
Name: First Date, dtype: object",-17625.25,43512.86,203615.69,16306.95,7430.07,80535.29,85657.49,78544.75,8213.72,12931.27,"Attribute
Other Income    31.61
Other Income    31.61
Name: First Date, dtype: object",-193.04,0.00,179878.66999999998,1990.5399999999936,177888.13,286.68,31.61,21113.379999999997,0.11030554341599351,0.604446018780908,718.3199999999999,72993.0,0.2892521200663077,4.0,100.0,136.0,35.0,23.0
128,steelauthorityindia,1.57,39385,3.84  (-82.67% YoY),96.45,- -,23,130481.09,"Attribute
Minority Interest    0.01
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",-5290.15,54746.67,42629.91,550.64,0.0,49334.28,6112.58,19549.2,1988.78,2037.47,"Attribute
Other Income    950.36
Other Income    950.36
Name: First Date, dtype: object",-3370.98,32400.19,42079.270000000004,29785.079999999998,12294.190000000006,0.01,950.36,3075.89,0.038517084302712536,1.3900385933731116,2367.72,41752.73,0.07366919480474689,30.0,144.0,213.0,100.0,63.0
129,sunpharmaceuticalindustries,1.00,276679,35.16  (+116.89% YoY),1148.0,- -,23,80743.59,"Attribute
Minority Interest    3320.09
Minority Interest     -39.36
Minority Interest     -39.36
Name: First Date, dtype: object",4959.33,55995.38,39883.34,5770.29,9372.61,19907.0,0.0,6197.88,9579.88,172.0,"Attribute
Other Income    634.52
Other Income    634.52
Name: First Date, dtype: object",-7943.68,10513.05,24740.439999999995,13709.119999999999,11031.319999999996,3320.09,634.52,9117.359999999999,0.16158950866996188,0.20238391782534995,69219.22,349218.31,0.02610790940486482,83.0,68.0,207.0,80.0,59.0
130,suntvnetwork,2.53,23397,45.79  (+1.92% YoY),592.0,- -,23,10148.08,"Attribute
Minority Interest     5.58
Minority Interest    -0.51
Minority Interest    -0.51
Name: First Date, dtype: object",2095.51,9271.59,5950.89,598.57,3626.18,823.55,0.0,0.0,2274.63,9.42,"Attribute
Other Income    377.05
Other Income    377.05
Name: First Date, dtype: object",-1553.88,0.00,1726.1400000000008,823.55,902.5900000000008,5.58,377.05,1907.0000000000002,0.21987727458255604,0.3962725990511604,-5469.74,17932.840000000004,0.10634121533454823,18.0,45.0,89.0,8.0,9.0
131,syngeneinternational,0.06,32039,12.03  (+23.07% YoY),800.0,- -,23,5831.00,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",823.50,3618.0,2425.3,531.7,824.4,1188.2,489.0,86.3,593.6,45.2,"Attribute
Other Income    70.90
Other Income    70.90
Name: First Date, dtype: object",-656.40,332.80,1069.2000000000003,1101.9,-32.69999999999982,0.00,70.90,567.9000000000001,0.15509613283810358,0.11292487281126128,-2242.9,29796.1,0.01905954134937123,99.0,73.0,311.0,99.0,117.0
132,tvsmotorcompany,0.33,71838,30.68  (+35.88% YoY),1524.5,- -,23,35232.91,"Attribute
Minority Interest    404.85
Minority Interest     19.21
Minority Interest     19.21
Name: First Date, dtype: object",-4404.83,5505.0,17007.23,1879.11,191.92,19218.7,9064.08,12562.15,1978.63,1367.89,"Attribute
Other Income    138.00
Other Income    138.00
Name: First Date, dtype: object",-1307.74,1921.51,14936.199999999999,6656.550000000001,8279.649999999998,404.85,138.00,3208.5200000000004,0.12705943104974948,0.07663075252651799,910.68,73153.53,0.043860084400575074,55.0,86.0,257.0,73.0,91.0
133,tatachemicals,1.67,26693,88.71  (+45.13% YoY),1056.15,- -,23,35084.00,"Attribute
Minority Interest     921.00
Minority Interest    -117.00
Minority Interest    -117.00
Name: First Date, dtype: object",2971.00,19721.0,8164.0,665.0,1270.0,4904.0,5540.0,543.0,2742.0,406.0,"Attribute
Other Income    218.00
Other Income    218.00
Name: First Date, dtype: object",-1186.00,2532.00,6229.0,4361.0,1868.0,921.00,218.00,2930.0,0.11655197104101198,0.7388079271719177,-8.1,27605.9,0.10613673164069999,19.0,94.0,147.0,43.0,29.0
134,tatacommunications,1.11,53742,57.33  (-5.52% YoY),1885.05,- -,23,20552.62,"Attribute
Minority Interest    30.34
Minority Interest    -4.91
Minority Interest    -4.91
Name: First Date, dtype: object",4384.35,1518.26,5810.99,1062.57,759.56,9785.94,5008.58,2524.9,1987.11,432.46,"Attribute
Other Income    363.15
Other Income    363.15
Name: First Date, dtype: object",-1841.63,160.00,3988.86,7261.040000000001,-3272.1800000000007,30.34,363.15,2056.4199999999996,0.2574009565449226,0.028250902459901008,-697.52,53074.82,0.038745680154920914,61.0,33.0,146.0,30.0,28.0
135,tataconsultancyservices,3.19,1319472,119.55  (+12.78% YoY),3580.0,- -,23,143651.00,"Attribute
Minority Interest     782.00
Minority Interest    -156.00
Minority Interest    -156.00
Name: First Date, dtype: object",41965.00,90424.0,110270.0,11032.0,36897.0,43558.0,0.0,0.0,56907.0,779.0,"Attribute
Other Income    3449.00
Other Income    3449.00
Name: First Date, dtype: object",39.00,28.00,62341.0,43558.0,18783.0,782.00,3449.00,54237.0,0.6831544740024184,0.06853044248002231,-5685.79,1314568.21,0.041258414426437406,59.0,4.0,82.0,9.0,8.0
136,tataconsumerproducts,0.97,80796,13.62  (+24.76% YoY),880.8,- -,23,22811.13,"Attribute
Minority Interest     850.17
Minority Interest    -116.37
Minority Interest    -116.37
Name: First Date, dtype: object",1461.29,16276.71,8308.58,2796.94,754.74,3924.68,206.12,976.7,1634.11,87.16,"Attribute
Other Income    168.88
Other Income    168.88
Name: First Date, dtype: object",-827.82,2701.67,4756.9,2947.9799999999996,1808.92,850.17,168.88,1552.3899999999999,0.10587420094267111,0.20145440368335066,-326.65,81319.52,0.019090004466332314,98.0,103.0,261.0,121.0,95.0
137,tatamotors,0.31,212130,31.98  (+202.08% YoY),640.7,- -,23,336081.38,"Attribute
Minority Interest    7277.72
Minority Interest    -275.58
Minority Interest    -275.58
Name: First Date, dtype: object",35388.01,45319.33,151528.47,37015.56,18838.31,155027.33,88695.81,36964.66,1467.02,10225.48,"Attribute
Other Income    4633.19
Other Income    4633.18
Name: First Date, dtype: object",-16804.16,40755.39,95674.6,118062.66999999998,-22388.069999999978,7277.72,4633.19,7059.31,0.052695480525250624,0.21363941922406074,25197.089999999997,244604.81,0.028860062073186542,78.0,139.0,336.0,125.0,123.0
138,thetatapowercompany,0.76,83718,11.00  (+63.88% YoY),265.35,- -,23,128349.04,"Attribute
Minority Interest    5416.69
Minority Interest    -473.23
Minority Interest    -473.23
Name: First Date, dtype: object",7159.13,28787.43,39525.0,11206.53,1149.6,45328.12,30708.49,18265.94,1333.49,4371.65,"Attribute
Other Income    1438.02
Other Income    1438.02
Name: First Date, dtype: object",-7375.25,3942.88,27168.870000000003,27062.180000000004,106.68999999999869,5416.69,1438.02,4267.119999999999,0.06411387337422861,0.34386189349960583,-691.03,88443.66,0.048246759575530894,51.0,131.0,254.0,108.0,88.0
139,tatasteel,2.81,156802,1.33  (-95.84% YoY),130.45,- -,23,288021.74,"Attribute
Minority Interest    2093.11
Minority Interest     685.05
Minority Interest     685.05
Name: First Date, dtype: object",21683.08,103082.1,86665.54,13357.26,3630.06,97295.13,51446.33,26571.37,17703.74,6298.7,"Attribute
Other Income    1037.48
Other Income    1037.48
Name: First Date, dtype: object",-18679.84,54415.33,69678.22,70723.76000000001,-1045.5400000000081,2093.11,1037.48,22964.960000000003,0.1369059989195347,0.6574029667988929,-4101.02,154794.09,0.14835811884032526,10.0,79.0,111.0,24.0,16.0
140,techmahindra,3.92,124251,45.05  (-25.96% YoY),1282.0,- -,23,46153.30,"Attribute
Minority Interest    470.20
Minority Interest    -25.70
Minority Interest    -25.70
Name: First Date, dtype: object",5572.00,27923.2,24432.7,4254.7,2783.2,14551.4,128.8,1449.4,6474.5,325.6,"Attribute
Other Income    965.00
Other Income    965.00
Name: First Date, dtype: object",-278.50,23.60,17394.8,13102.0,4292.799999999999,470.20,965.00,5835.1,0.2311232755171963,0.22473219531432342,106506.70999999999,231227.91,0.025235275447501128,84.0,41.0,138.0,55.0,25.0
141,theramcocements,0.23,20664,11.85  (-65.81% YoY),884.3,- -,23,14594.74,"Attribute
Minority Interest     7.00
Minority Interest    -0.23
Minority Interest    -0.23
Name: First Date, dtype: object",1411.50,6861.06,1886.87,170.33,0.0,3088.09,3622.16,865.26,471.98,240.52,"Attribute
Other Income    32.93
Other Income    32.93
Name: First Date, dtype: object",-1694.13,883.61,1716.54,2222.83,-506.28999999999996,7.00,32.93,679.57,0.060794496405934796,0.3320296167247387,,,,148.0,134.0,,149.0,
142,titancompany,0.30,293560,36.25  (+9.81% YoY),3314.0,- -,23,27023.00,"Attribute
Minority Interest     53.00
Minority Interest    -24.00
Minority Interest    -24.00
Name: First Date, dtype: object",1370.00,11851.0,22407.0,1343.0,2164.0,13264.0,0.0,7494.0,4446.0,300.0,"Attribute
Other Income    308.00
Other Income    308.00
Name: First Date, dtype: object",-1811.00,16584.00,18900.0,5770.0,13130.0,53.00,308.00,4438.0,0.24652816353738474,0.04036994140891129,,,,148.0,35.0,,109.0,
