,Value,Num,Stock
0,High,127.05,cityunionbank
1,Low,125.65,cityunionbank
2,UC Limit,139.35,cityunionbank
3,LC Limit,114.05,cityunionbank
4,52 Week High,205.0,cityunionbank
5,52 Week Low,119.5,cityunionbank
0,TTM EPS See historical trend,0.00  (+15.54% YoY),cityunionbank
1,TTM PE See historical trend,--  (Low PE),cityunionbank
2,P/B See historical trend,0.00 (Low P/B),cityunionbank
3,Face Value,1.00,cityunionbank
0,Mkt Cap (Rs. Cr.),9344,cityunionbank
1,Dividend Yield,0.79,cityunionbank
2,20D Avg Volume,4125892,cityunionbank
3,20D Avg Delivery(%),--,cityunionbank
4,Sector PE,23.74,cityunionbank
5,Book Value Per Share,--,cityunionbank
0,Open,- -,cityunionbank
1,Previous Close,- -,cityunionbank
2,Volume,- -,cityunionbank
3,Value(lacs),- -,cityunionbank
0,High,- -,cityunionbank
1,Low,- -,cityunionbank
2,ATP,- -,cityunionbank
3,Spot,- -,cityunionbank
0,Open,297.05,coalindia
1,Previous Close,295.2,coalindia
2,Volume,9348540.0,coalindia
3,Value (Lacs),27288.39,coalindia
4,i  VWAP,291.88,coalindia
5,Beta,,coalindia
0,High,297.1,coalindia
1,Low,290.1,coalindia
2,UC Limit,324.7,coalindia
3,LC Limit,265.7,coalindia
4,52 Week High,297.5,coalindia
5,52 Week Low,207.6,coalindia
0,TTM EPS See historical trend,44.30  (+18.59% YoY),coalindia
1,TTM PE See historical trend,6.59  (Average PE),coalindia
2,P/B See historical trend,3.15 (Average P/B),coalindia
3,Face Value,10.00,coalindia
0,Mkt Cap (Rs. Cr.),179890,coalindia
1,Dividend Yield,8.31,coalindia
2,20D Avg Volume,18156847,coalindia
3,20D Avg Delivery(%),--,coalindia
4,Sector PE,6.72,coalindia
5,Book Value Per Share,92.89,coalindia
0,Open,- -,coalindia
1,Previous Close,- -,coalindia
2,Volume,- -,coalindia
3,Value(lacs),- -,coalindia
0,High,- -,coalindia
1,Low,- -,coalindia
2,ATP,- -,coalindia
3,Spot,- -,coalindia
0,Open,5085.0,coforgelimited
1,Previous Close,5104.45,coforgelimited
2,Volume,579787.0,coforgelimited
3,Value (Lacs),29607.4,coforgelimited
4,i  VWAP,5128.58,coforgelimited
5,Beta,,coforgelimited
0,High,5192.2,coforgelimited
1,Low,5036.65,coforgelimited
2,UC Limit,5614.85,coforgelimited
3,LC Limit,4594.0,coforgelimited
4,52 Week High,5762.7,coforgelimited
5,52 Week Low,3295.0,coforgelimited
0,TTM EPS See historical trend,115.52  (+2.29% YoY),coforgelimited
1,TTM PE See historical trend,44.21  (Average PE),coforgelimited
2,P/B See historical trend,10.18 (Average P/B),coforgelimited
3,Face Value,10.00,coforgelimited
0,Mkt Cap (Rs. Cr.),31359,coforgelimited
1,Dividend Yield,1.25,coforgelimited
2,20D Avg Volume,400782,coforgelimited
3,20D Avg Delivery(%),--,coforgelimited
4,Sector PE,31.21,coforgelimited
5,Book Value Per Share,502.02,coforgelimited
0,Open,- -,coforgelimited
1,Previous Close,- -,coforgelimited
2,Volume,- -,coforgelimited
3,Value(lacs),- -,coforgelimited
0,High,- -,coforgelimited
1,Low,- -,coforgelimited
2,ATP,- -,coforgelimited
3,Spot,- -,coforgelimited
0,Open,1997.0,colgatepalmoliveindia
1,Previous Close,2005.55,colgatepalmoliveindia
2,Volume,315987.0,colgatepalmoliveindia
3,Value (Lacs),6251.49,colgatepalmoliveindia
4,i  VWAP,1996.63,colgatepalmoliveindia
5,Beta,,colgatepalmoliveindia
0,High,2019.3,colgatepalmoliveindia
1,Low,1969.15,colgatepalmoliveindia
2,UC Limit,2206.1,colgatepalmoliveindia
3,LC Limit,1805.0,colgatepalmoliveindia
4,52 Week High,2096.0,colgatepalmoliveindia
5,52 Week Low,1434.6,colgatepalmoliveindia
0,TTM EPS See historical trend,0.00  (+5.35% YoY),colgatepalmoliveindia
1,TTM PE See historical trend,--  (High PE),colgatepalmoliveindia
2,P/B See historical trend,0.00 (High P/B),colgatepalmoliveindia
3,Face Value,1.00,colgatepalmoliveindia
0,Mkt Cap (Rs. Cr.),53810,colgatepalmoliveindia
1,Dividend Yield,1.97,colgatepalmoliveindia
2,20D Avg Volume,511414,colgatepalmoliveindia
3,20D Avg Delivery(%),--,colgatepalmoliveindia
4,Sector PE,60.79,colgatepalmoliveindia
5,Book Value Per Share,--,colgatepalmoliveindia
0,Open,- -,colgatepalmoliveindia
1,Previous Close,- -,colgatepalmoliveindia
2,Volume,- -,colgatepalmoliveindia
3,Value(lacs),- -,colgatepalmoliveindia
0,High,- -,colgatepalmoliveindia
1,Low,- -,colgatepalmoliveindia
2,ATP,- -,colgatepalmoliveindia
3,Spot,- -,colgatepalmoliveindia
0,Open,718.15,containercorporationindia
1,Previous Close,716.2,containercorporationindia
2,Volume,781987.0,containercorporationindia
3,Value (Lacs),5577.13,containercorporationindia
4,i  VWAP,714.24,containercorporationindia
5,Beta,,containercorporationindia
0,High,719.65,containercorporationindia
1,Low,707.55,containercorporationindia
2,UC Limit,787.8,containercorporationindia
3,LC Limit,644.6,containercorporationindia
4,52 Week High,828.75,containercorporationindia
5,52 Week Low,555.0,containercorporationindia
0,TTM EPS See historical trend,18.42  (+2.69% YoY),containercorporationindia
1,TTM PE See historical trend,38.72  (Average PE),containercorporationindia
2,P/B See historical trend,3.88 (High P/B),containercorporationindia
3,Face Value,5.00,containercorporationindia
0,Mkt Cap (Rs. Cr.),43455,containercorporationindia
1,Dividend Yield,1.54,containercorporationindia
2,20D Avg Volume,1629880,containercorporationindia
3,20D Avg Delivery(%),--,containercorporationindia
4,Sector PE,33.42,containercorporationindia
5,Book Value Per Share,184.25,containercorporationindia
0,Open,- -,containercorporationindia
1,Previous Close,- -,containercorporationindia
2,Volume,- -,containercorporationindia
3,Value(lacs),- -,containercorporationindia
0,High,- -,containercorporationindia
1,Low,- -,containercorporationindia
2,ATP,- -,containercorporationindia
3,Spot,- -,containercorporationindia
0,Open,1149.9,coromandelinternational
1,Previous Close,1146.3,coromandelinternational
2,Volume,549366.0,coromandelinternational
3,Value (Lacs),6297.93,coromandelinternational
4,i  VWAP,1153.08,coromandelinternational
5,Beta,,coromandelinternational
0,High,1164.0,coromandelinternational
1,Low,1139.65,coromandelinternational
2,UC Limit,1260.9,coromandelinternational
3,LC Limit,1031.7,coromandelinternational
4,52 Week High,1164.0,coromandelinternational
5,52 Week Low,838.0,coromandelinternational
0,TTM EPS See historical trend,68.20  (+18.54% YoY),coromandelinternational
1,TTM PE See historical trend,16.81  (Average PE),coromandelinternational
2,P/B See historical trend,4.27 (Average P/B),coromandelinternational
3,Face Value,1.00,coromandelinternational
0,Mkt Cap (Rs. Cr.),33749,coromandelinternational
1,Dividend Yield,1.05,coromandelinternational
2,20D Avg Volume,297654,coromandelinternational
3,20D Avg Delivery(%),--,coromandelinternational
4,Sector PE,13.59,coromandelinternational
5,Book Value Per Share,268.61,coromandelinternational
0,Open,- -,coromandelinternational
1,Previous Close,- -,coromandelinternational
2,Volume,- -,coromandelinternational
3,Value(lacs),- -,coromandelinternational
0,High,- -,coromandelinternational
1,Low,- -,coromandelinternational
2,ATP,- -,coromandelinternational
3,Spot,- -,coromandelinternational
0,Open,311.15,cromptongreavesconsumerelectrical
1,Previous Close,309.85,cromptongreavesconsumerelectrical
2,Volume,1692450.0,cromptongreavesconsumerelectrical
3,Value (Lacs),5153.51,cromptongreavesconsumerelectrical
4,i  VWAP,306.9,cromptongreavesconsumerelectrical
5,Beta,,cromptongreavesconsumerelectrical
0,High,311.15,cromptongreavesconsumerelectrical
1,Low,303.8,cromptongreavesconsumerelectrical
2,UC Limit,340.8,cromptongreavesconsumerelectrical
3,LC Limit,278.9,cromptongreavesconsumerelectrical
4,52 Week High,417.6,cromptongreavesconsumerelectrical
5,52 Week Low,251.0,cromptongreavesconsumerelectrical
0,TTM EPS See historical trend,7.19  (-24.65% YoY),cromptongreavesconsumerelectrical
1,TTM PE See historical trend,42.35  (Average PE),cromptongreavesconsumerelectrical
2,P/B See historical trend,7.33 (Low P/B),cromptongreavesconsumerelectrical
3,Face Value,2.00,cromptongreavesconsumerelectrical
0,Mkt Cap (Rs. Cr.),19493,cromptongreavesconsumerelectrical
1,Dividend Yield,0.99,cromptongreavesconsumerelectrical
2,20D Avg Volume,2382224,cromptongreavesconsumerelectrical
3,20D Avg Delivery(%),--,cromptongreavesconsumerelectrical
4,Sector PE,75.66,cromptongreavesconsumerelectrical
5,Book Value Per Share,41.56,cromptongreavesconsumerelectrical
0,Open,- -,cromptongreavesconsumerelectrical
1,Previous Close,- -,cromptongreavesconsumerelectrical
2,Volume,- -,cromptongreavesconsumerelectrical
3,Value(lacs),- -,cromptongreavesconsumerelectrical
0,High,- -,cromptongreavesconsumerelectrical
1,Low,- -,cromptongreavesconsumerelectrical
2,ATP,- -,cromptongreavesconsumerelectrical
3,Spot,- -,cromptongreavesconsumerelectrical
0,Open,1696.3,cumminsindia
1,Previous Close,1696.3,cumminsindia
2,Volume,544659.0,cumminsindia
3,Value (Lacs),9142.92,cumminsindia
4,i  VWAP,1680.39,cumminsindia
5,Beta,,cumminsindia
0,High,1704.85,cumminsindia
1,Low,1669.1,cumminsindia
2,UC Limit,1865.9,cumminsindia
3,LC Limit,1526.7,cumminsindia
4,52 Week High,1980.15,cumminsindia
5,52 Week Low,1150.0,cumminsindia
0,TTM EPS See historical trend,49.92  (+56.37% YoY),cumminsindia
1,TTM PE See historical trend,33.63  (Average PE),cumminsindia
2,P/B See historical trend,8.09 (High P/B),cumminsindia
3,Face Value,2.00,cumminsindia
0,Mkt Cap (Rs. Cr.),46532,cumminsindia
1,Dividend Yield,1.49,cumminsindia
2,20D Avg Volume,716638,cumminsindia
3,20D Avg Delivery(%),--,cumminsindia
4,Sector PE,36.93,cumminsindia
5,Book Value Per Share,207.73,cumminsindia
0,Open,- -,cumminsindia
1,Previous Close,- -,cumminsindia
2,Volume,- -,cumminsindia
3,Value(lacs),- -,cumminsindia
0,High,- -,cumminsindia
1,Low,- -,cumminsindia
2,ATP,- -,cumminsindia
3,Spot,- -,cumminsindia
0,Open,530.8,dlf
1,Previous Close,530.9,dlf
2,Volume,2831594.0,dlf
3,Value (Lacs),15255.21,dlf
4,i  VWAP,535.06,dlf
5,Beta,,dlf
0,High,540.9,dlf
1,Low,527.2,dlf
2,UC Limit,583.95,dlf
3,LC Limit,477.85,dlf
4,52 Week High,544.45,dlf
5,52 Week Low,336.5,dlf
0,TTM EPS See historical trend,8.46  (+28.21% YoY),dlf
1,TTM PE See historical trend,63.68  (High PE),dlf
2,P/B See historical trend,3.54 (High P/B),dlf
3,Face Value,2.00,dlf
0,Mkt Cap (Rs. Cr.),133357,dlf
1,Dividend Yield,0.74,dlf
2,20D Avg Volume,3263644,dlf
3,20D Avg Delivery(%),--,dlf
4,Sector PE,33.78,dlf
5,Book Value Per Share,152.25,dlf
0,Open,- -,dlf
1,Previous Close,- -,dlf
2,Volume,- -,dlf
3,Value(lacs),- -,dlf
0,High,- -,dlf
1,Low,- -,dlf
2,ATP,- -,dlf
3,Spot,- -,dlf
0,Open,555.2,daburindia
1,Previous Close,551.6,daburindia
2,Volume,1924677.0,daburindia
3,Value (Lacs),10655.01,daburindia
4,i  VWAP,552.51,daburindia
5,Beta,,daburindia
0,High,555.5,daburindia
1,Low,546.1,daburindia
2,UC Limit,606.75,daburindia
3,LC Limit,496.45,daburindia
4,52 Week High,610.75,daburindia
5,52 Week Low,503.65,daburindia
0,TTM EPS See historical trend,9.77  (-0.65% YoY),daburindia
1,TTM PE See historical trend,56.66  (Average PE),daburindia
2,P/B See historical trend,10.94 (Low P/B),daburindia
3,Face Value,1.00,daburindia
0,Mkt Cap (Rs. Cr.),98100,daburindia
1,Dividend Yield,0.94,daburindia
2,20D Avg Volume,1308386,daburindia
3,20D Avg Delivery(%),--,daburindia
4,Sector PE,60.79,daburindia
5,Book Value Per Share,50.64,daburindia
0,Open,- -,daburindia
1,Previous Close,- -,daburindia
2,Volume,- -,daburindia
3,Value(lacs),- -,daburindia
0,High,- -,daburindia
1,Low,- -,daburindia
2,ATP,- -,daburindia
3,Spot,- -,daburindia
0,Open,2404.35,dalmiabharat
1,Previous Close,2404.35,dalmiabharat
2,Volume,338580.0,dalmiabharat
3,Value (Lacs),8031.29,dalmiabharat
4,i  VWAP,2378.86,dalmiabharat
5,Beta,,dalmiabharat
0,High,2409.55,dalmiabharat
1,Low,2356.05,dalmiabharat
2,UC Limit,2644.75,dalmiabharat
3,LC Limit,2163.95,dalmiabharat
4,52 Week High,2424.75,dalmiabharat
5,52 Week Low,1476.05,dalmiabharat
0,TTM EPS See historical trend,51.67  (-12.94% YoY),dalmiabharat
1,TTM PE See historical trend,45.91  (High PE),dalmiabharat
2,P/B See historical trend,2.85 (High P/B),dalmiabharat
3,Face Value,2.00,dalmiabharat
0,Mkt Cap (Rs. Cr.),44483,dalmiabharat
1,Dividend Yield,0.38,dalmiabharat
2,20D Avg Volume,424229,dalmiabharat
3,20D Avg Delivery(%),--,dalmiabharat
4,Sector PE,46.96,dalmiabharat
5,Book Value Per Share,833.39,dalmiabharat
0,Open,- -,dalmiabharat
1,Previous Close,- -,dalmiabharat
2,Volume,- -,dalmiabharat
3,Value(lacs),- -,dalmiabharat
0,High,- -,dalmiabharat
1,Low,- -,dalmiabharat
2,ATP,- -,dalmiabharat
3,Spot,- -,dalmiabharat
0,Open,2091.0,deepaknitrite
1,Previous Close,2120.45,deepaknitrite
2,Volume,160340.0,deepaknitrite
3,Value (Lacs),3398.41,deepaknitrite
4,i  VWAP,2119.1,deepaknitrite
5,Beta,,deepaknitrite
0,High,2131.0,deepaknitrite
1,Low,2091.0,deepaknitrite
2,UC Limit,2332.45,deepaknitrite
3,LC Limit,1908.4,deepaknitrite
4,52 Week High,2372.7,deepaknitrite
5,52 Week Low,1730.0,deepaknitrite
0,TTM EPS See historical trend,56.26  (-23.16% YoY),deepaknitrite
1,TTM PE See historical trend,37.67  (High PE),deepaknitrite
2,P/B See historical trend,7.07 (Average P/B),deepaknitrite
3,Face Value,2.00,deepaknitrite
0,Mkt Cap (Rs. Cr.),28909,deepaknitrite
1,Dividend Yield,0.35,deepaknitrite
2,20D Avg Volume,378391,deepaknitrite
3,20D Avg Delivery(%),--,deepaknitrite
4,Sector PE,30.63,deepaknitrite
5,Book Value Per Share,299.87,deepaknitrite
0,Open,- -,deepaknitrite
1,Previous Close,- -,deepaknitrite
2,Volume,- -,deepaknitrite
3,Value(lacs),- -,deepaknitrite
0,High,- -,deepaknitrite
1,Low,- -,deepaknitrite
2,ATP,- -,deepaknitrite
3,Spot,- -,deepaknitrite
0,Open,142.1,deltacorp
1,Previous Close,142.7,deltacorp
2,Volume,10709348.0,deltacorp
3,Value (Lacs),14655.74,deltacorp
4,i  VWAP,140.25,deltacorp
5,Beta,,deltacorp
0,High,145.45,deltacorp
1,Low,136.6,deltacorp
2,UC Limit,156.95,deltacorp
3,LC Limit,128.45,deltacorp
4,52 Week High,259.95,deltacorp
5,52 Week Low,133.1,deltacorp
0,TTM EPS See historical trend,10.16  (+77.51% YoY),deltacorp
1,TTM PE See historical trend,13.47  (Low PE),deltacorp
2,P/B See historical trend,1.86 (Low P/B),deltacorp
3,Face Value,1.00,deltacorp
0,Mkt Cap (Rs. Cr.),3664,deltacorp
1,Dividend Yield,0.91,deltacorp
2,20D Avg Volume,10743745,deltacorp
3,20D Avg Delivery(%),--,deltacorp
4,Sector PE,74.95,deltacorp
5,Book Value Per Share,73.95,deltacorp
0,Open,- -,deltacorp
1,Previous Close,- -,deltacorp
2,Volume,- -,deltacorp
3,Value(lacs),- -,deltacorp
0,High,- -,deltacorp
1,Low,- -,deltacorp
2,ATP,- -,deltacorp
3,Spot,- -,deltacorp
0,Open,3760.05,divislaboratories
1,Previous Close,3765.15,divislaboratories
2,Volume,210945.0,divislaboratories
3,Value (Lacs),7856.54,divislaboratories
4,i  VWAP,3732.6,divislaboratories
5,Beta,,divislaboratories
0,High,3764.0,divislaboratories
1,Low,3705.05,divislaboratories
2,UC Limit,4141.65,divislaboratories
3,LC Limit,3388.65,divislaboratories
4,52 Week High,3934.7,divislaboratories
5,52 Week Low,2730.0,divislaboratories
0,TTM EPS See historical trend,55.65  (-52.43% YoY),divislaboratories
1,TTM PE See historical trend,66.93  (High PE),divislaboratories
2,P/B See historical trend,7.75 (Average P/B),divislaboratories
3,Face Value,2.00,divislaboratories
0,Mkt Cap (Rs. Cr.),98872,divislaboratories
1,Dividend Yield,0.81,divislaboratories
2,20D Avg Volume,378165,divislaboratories
3,20D Avg Delivery(%),--,divislaboratories
4,Sector PE,44.47,divislaboratories
5,Book Value Per Share,480.93,divislaboratories
0,Open,- -,divislaboratories
1,Previous Close,- -,divislaboratories
2,Volume,- -,divislaboratories
3,Value(lacs),- -,divislaboratories
0,High,- -,divislaboratories
1,Low,- -,divislaboratories
2,ATP,- -,divislaboratories
3,Spot,- -,divislaboratories
0,Open,5280.0,dixontechnologies
1,Previous Close,5289.25,dixontechnologies
2,Volume,332474.0,dixontechnologies
3,Value (Lacs),17612.64,dixontechnologies
4,i  VWAP,5293.87,dixontechnologies
5,Beta,,dixontechnologies
0,High,5335.0,dixontechnologies
1,Low,5254.55,dixontechnologies
2,UC Limit,5818.15,dixontechnologies
3,LC Limit,4760.35,dixontechnologies
4,52 Week High,5378.85,dixontechnologies
5,52 Week Low,2553.0,dixontechnologies
0,TTM EPS See historical trend,46.78  (+27.54% YoY),dixontechnologies
1,TTM PE See historical trend,113.24  (Average PE),dixontechnologies
2,P/B See historical trend,24.56 (Average P/B),dixontechnologies
3,Face Value,2.00,dixontechnologies
0,Mkt Cap (Rs. Cr.),31554,dixontechnologies
1,Dividend Yield,0.06,dixontechnologies
2,20D Avg Volume,451458,dixontechnologies
3,20D Avg Delivery(%),--,dixontechnologies
4,Sector PE,103.69,dixontechnologies
5,Book Value Per Share,215.72,dixontechnologies
0,Open,- -,dixontechnologies
1,Previous Close,- -,dixontechnologies
2,Volume,- -,dixontechnologies
3,Value(lacs),- -,dixontechnologies
0,High,- -,dixontechnologies
1,Low,- -,dixontechnologies
2,ATP,- -,dixontechnologies
3,Spot,- -,dixontechnologies
0,Open,2542.8,drlalpathlabs
1,Previous Close,2524.35,drlalpathlabs
2,Volume,409590.0,drlalpathlabs
3,Value (Lacs),10311.02,drlalpathlabs
4,i  VWAP,2517.64,drlalpathlabs
5,Beta,,drlalpathlabs
0,High,2549.8,drlalpathlabs
1,Low,2480.1,drlalpathlabs
2,UC Limit,2776.75,drlalpathlabs
3,LC Limit,2271.95,drlalpathlabs
4,52 Week High,2684.65,drlalpathlabs
5,52 Week Low,1762.05,drlalpathlabs
0,TTM EPS See historical trend,31.60  (-2.86% YoY),drlalpathlabs
1,TTM PE See historical trend,79.66  (Average PE),drlalpathlabs
2,P/B See historical trend,12.61 (Average P/B),drlalpathlabs
3,Face Value,10.00,drlalpathlabs
0,Mkt Cap (Rs. Cr.),21013,drlalpathlabs
1,Dividend Yield,0.48,drlalpathlabs
2,20D Avg Volume,270573,drlalpathlabs
3,20D Avg Delivery(%),--,drlalpathlabs
4,Sector PE,70.63,drlalpathlabs
5,Book Value Per Share,199.64,drlalpathlabs
0,Open,- -,drlalpathlabs
1,Previous Close,- -,drlalpathlabs
2,Volume,- -,drlalpathlabs
3,Value(lacs),- -,drlalpathlabs
0,High,- -,drlalpathlabs
1,Low,- -,drlalpathlabs
2,ATP,- -,drlalpathlabs
3,Spot,- -,drlalpathlabs
0,Open,5586.9,drreddyslaboratories
1,Previous Close,5587.0,drreddyslaboratories
2,Volume,413048.0,drreddyslaboratories
3,Value (Lacs),22559.44,drreddyslaboratories
4,i  VWAP,5499.25,drreddyslaboratories
5,Beta,,drreddyslaboratories
0,High,5586.9,drreddyslaboratories
1,Low,5450.0,drreddyslaboratories
2,UC Limit,6145.7,drreddyslaboratories
3,LC Limit,5028.3,drreddyslaboratories
4,52 Week High,5989.7,drreddyslaboratories
5,52 Week Low,4175.1,drreddyslaboratories
0,TTM EPS See historical trend,283.19  (+57.54% YoY),drreddyslaboratories
1,TTM PE See historical trend,19.29  (Low PE),drreddyslaboratories
2,P/B See historical trend,3.92 (Average P/B),drreddyslaboratories
3,Face Value,5.00,drreddyslaboratories
0,Mkt Cap (Rs. Cr.),91093,drreddyslaboratories
1,Dividend Yield,0.73,drreddyslaboratories
2,20D Avg Volume,380092,drreddyslaboratories
3,20D Avg Delivery(%),--,drreddyslaboratories
4,Sector PE,44.47,drreddyslaboratories
5,Book Value Per Share,1396.18,drreddyslaboratories
0,Open,- -,drreddyslaboratories
1,Previous Close,- -,drreddyslaboratories
2,Volume,- -,drreddyslaboratories
3,Value(lacs),- -,drreddyslaboratories
0,High,- -,drreddyslaboratories
1,Low,- -,drreddyslaboratories
2,ATP,- -,drreddyslaboratories
3,Spot,- -,drreddyslaboratories
0,Open,3426.9,eichermotors
1,Previous Close,3446.95,eichermotors
2,Volume,1354075.0,eichermotors
3,Value (Lacs),45380.47,eichermotors
4,i  VWAP,3336.0,eichermotors
5,Beta,,eichermotors
0,High,3434.95,eichermotors
1,Low,3302.9,eichermotors
2,UC Limit,3791.6,eichermotors
3,LC Limit,3102.25,eichermotors
4,52 Week High,3889.65,eichermotors
5,52 Week Low,2836.0,eichermotors
0,TTM EPS See historical trend,117.69  (+56.95% YoY),eichermotors
1,TTM PE See historical trend,28.48  (Low PE),eichermotors
2,P/B See historical trend,6.13 (Average P/B),eichermotors
3,Face Value,1.00,eichermotors
0,Mkt Cap (Rs. Cr.),91743,eichermotors
1,Dividend Yield,1.10,eichermotors
2,20D Avg Volume,626931,eichermotors
3,20D Avg Delivery(%),--,eichermotors
4,Sector PE,53.43,eichermotors
5,Book Value Per Share,547.60,eichermotors
0,Open,- -,eichermotors
1,Previous Close,- -,eichermotors
2,Volume,- -,eichermotors
3,Value(lacs),- -,eichermotors
0,High,- -,eichermotors
1,Low,- -,eichermotors
2,ATP,- -,eichermotors
3,Spot,- -,eichermotors
0,Open,3181.0,escortskubota
1,Previous Close,3185.1,escortskubota
2,Volume,612436.0,escortskubota
3,Value (Lacs),19136.48,escortskubota
4,i  VWAP,3098.15,escortskubota
5,Beta,,escortskubota
0,High,3185.1,escortskubota
1,Low,3063.05,escortskubota
2,UC Limit,3503.6,escortskubota
3,LC Limit,2866.6,escortskubota
4,52 Week High,3343.85,escortskubota
5,52 Week Low,1807.7,escortskubota
0,TTM EPS See historical trend,71.14  (+34.30% YoY),escortskubota
1,TTM PE See historical trend,43.92  (High PE),escortskubota
2,P/B See historical trend,4.24 (High P/B),escortskubota
3,Face Value,10.00,escortskubota
0,Mkt Cap (Rs. Cr.),34527,escortskubota
1,Dividend Yield,0.22,escortskubota
2,20D Avg Volume,392360,escortskubota
3,20D Avg Delivery(%),--,escortskubota
4,Sector PE,62.12,escortskubota
5,Book Value Per Share,737.84,escortskubota
0,Open,- -,escortskubota
1,Previous Close,- -,escortskubota
2,Volume,- -,escortskubota
3,Value(lacs),- -,escortskubota
0,High,- -,escortskubota
1,Low,- -,escortskubota
2,ATP,- -,escortskubota
3,Spot,- -,escortskubota
0,Open,261.7,exideindustries
1,Previous Close,260.6,exideindustries
2,Volume,1516586.0,exideindustries
3,Value (Lacs),3943.12,exideindustries
4,i  VWAP,259.33,exideindustries
5,Beta,,exideindustries
0,High,261.9,exideindustries
1,Low,257.85,exideindustries
2,UC Limit,286.65,exideindustries
3,LC Limit,234.55,exideindustries
4,52 Week High,279.75,exideindustries
5,52 Week Low,152.75,exideindustries
0,TTM EPS See historical trend,9.94  (-81.38% YoY),exideindustries
1,TTM PE See historical trend,26.16  (High PE),exideindustries
2,P/B See historical trend,1.99 (Average P/B),exideindustries
3,Face Value,1.00,exideindustries
0,Mkt Cap (Rs. Cr.),22100,exideindustries
1,Dividend Yield,0.77,exideindustries
2,20D Avg Volume,2091677,exideindustries
3,20D Avg Delivery(%),--,exideindustries
4,Sector PE,23.93,exideindustries
5,Book Value Per Share,130.97,exideindustries
0,Open,- -,exideindustries
1,Previous Close,- -,exideindustries
2,Volume,- -,exideindustries
3,Value(lacs),- -,exideindustries
0,High,- -,exideindustries
1,Low,- -,exideindustries
2,ATP,- -,exideindustries
3,Spot,- -,exideindustries
0,Open,147.5,federalbank
1,Previous Close,147.2,federalbank
2,Volume,18267135.0,federalbank
3,Value (Lacs),27528.57,federalbank
4,i  VWAP,150.58,federalbank
5,Beta,,federalbank
0,High,152.3,federalbank
1,Low,147.3,federalbank
2,UC Limit,161.9,federalbank
3,LC Limit,132.5,federalbank
4,52 Week High,152.3,federalbank
5,52 Week Low,111.0,federalbank
0,TTM EPS See historical trend,14.50  (+34.90% YoY),federalbank
1,TTM PE See historical trend,10.39  (Average PE),federalbank
2,P/B See historical trend,1.60 (High P/B),federalbank
3,Face Value,2.00,federalbank
0,Mkt Cap (Rs. Cr.),35436,federalbank
1,Dividend Yield,0.66,federalbank
2,20D Avg Volume,15064433,federalbank
3,20D Avg Delivery(%),--,federalbank
4,Sector PE,23.74,federalbank
5,Book Value Per Share,94.26,federalbank
0,Open,- -,federalbank
1,Previous Close,- -,federalbank
2,Volume,- -,federalbank
3,Value(lacs),- -,federalbank
0,High,- -,federalbank
1,Low,- -,federalbank
2,ATP,- -,federalbank
3,Spot,- -,federalbank
0,Open,124.4,gailindia
1,Previous Close,124.4,gailindia
2,Volume,13140786.0,gailindia
3,Value (Lacs),16294.57,gailindia
4,i  VWAP,124.51,gailindia
5,Beta,,gailindia
0,High,126.05,gailindia
1,Low,123.6,gailindia
2,UC Limit,136.8,gailindia
3,LC Limit,112.0,gailindia
4,52 Week High,129.55,gailindia
5,52 Week Low,84.15,gailindia
0,TTM EPS See historical trend,6.32  (-79.28% YoY),gailindia
1,TTM PE See historical trend,19.62  (High PE),gailindia
2,P/B See historical trend,1.26 (Average P/B),gailindia
3,Face Value,10.00,gailindia
0,Mkt Cap (Rs. Cr.),81531,gailindia
1,Dividend Yield,3.23,gailindia
2,20D Avg Volume,16931838,gailindia
3,20D Avg Delivery(%),--,gailindia
4,Sector PE,7.04,gailindia
5,Book Value Per Share,98.75,gailindia
0,Open,- -,gailindia
1,Previous Close,- -,gailindia
2,Volume,- -,gailindia
3,Value(lacs),- -,gailindia
0,High,- -,gailindia
1,Low,- -,gailindia
2,ATP,- -,gailindia
3,Spot,- -,gailindia
0,Open,59.4,gmrairportsinfrastructure
1,Previous Close,59.55,gmrairportsinfrastructure
2,Volume,5841614.0,gmrairportsinfrastructure
3,Value (Lacs),3472.84,gmrairportsinfrastructure
4,i  VWAP,59.3,gmrairportsinfrastructure
5,Beta,,gmrairportsinfrastructure
0,High,59.75,gmrairportsinfrastructure
1,Low,58.85,gmrairportsinfrastructure
2,UC Limit,65.5,gmrairportsinfrastructure
3,LC Limit,53.6,gmrairportsinfrastructure
4,52 Week High,66.75,gmrairportsinfrastructure
5,52 Week Low,34.1,gmrairportsinfrastructure
0,TTM EPS See historical trend,-0.12,gmrairportsinfrastructure
1,TTM PE See historical trend,--  (Low PE),gmrairportsinfrastructure
2,P/B See historical trend,0.00,gmrairportsinfrastructure
3,Face Value,1.00,gmrairportsinfrastructure
0,Mkt Cap (Rs. Cr.),35884,gmrairportsinfrastructure
1,Dividend Yield,0.00,gmrairportsinfrastructure
2,20D Avg Volume,10205479,gmrairportsinfrastructure
3,20D Avg Delivery(%),--,gmrairportsinfrastructure
4,Sector PE,37.41,gmrairportsinfrastructure
5,Book Value Per Share,-1.31,gmrairportsinfrastructure
0,Open,- -,gmrairportsinfrastructure
1,Previous Close,- -,gmrairportsinfrastructure
2,Volume,- -,gmrairportsinfrastructure
3,Value(lacs),- -,gmrairportsinfrastructure
