,0,1,2,3,4,5,6,Stock
4,Net Cash Used In Investing Activities,-593.44,-1070.19,33.71,-2879.64,1315.92,,containercorporationindia
5,Net Cash Used From Financing Activities,-853.59,-594.98,-456.62,-1470.15,480.63,,containercorporationindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,containercorporationindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,containercorporationindia
8,Net Inc/Dec In Cash And Cash Equivalents,-41.20,-295.75,606.15,-64.01,-81.64,,containercorporationindia
9,Cash And Cash Equivalents Begin of Year,384.94,678.41,72.26,131.68,210.94,,containercorporationindia
10,Cash And Cash Equivalents End Of Year,343.74,382.66,678.41,67.67,129.30,,containercorporationindia
0,Cash Flow of Coromandel International (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,coromandelinternational
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,coromandelinternational
2,Net Profit/Loss Before Extraordinary Items And Tax,2700.84,2049.75,1785.95,1378.51,1092.58,,coromandelinternational
3,Net CashFlow From Operating Activities,590.97,2078.05,4150.15,1861.97,526.40,,coromandelinternational
4,Net Cash Used In Investing Activities,639.04,-1621.99,-1257.23,-221.93,-597.06,,coromandelinternational
5,Net Cash Used From Financing Activities,-543.05,-442.52,-2263.16,-1723.10,-244.11,,coromandelinternational
6,Foreign Exchange Gains / Losses,0.79,0.37,-0.59,1.47,0.38,,coromandelinternational
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,coromandelinternational
8,Net Inc/Dec In Cash And Cash Equivalents,687.75,13.91,629.17,-81.59,-314.39,,coromandelinternational
9,Cash And Cash Equivalents Begin of Year,706.01,692.10,62.93,132.13,446.52,,coromandelinternational
10,Cash And Cash Equivalents End Of Year,1393.76,706.01,692.10,50.54,132.13,,coromandelinternational
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,cromptongreavesconsumerelectrical
0,Cash Flow of Cummins India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,cumminsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,cumminsindia
2,Net Profit/Loss Before Extraordinary Items And Tax,1591.29,1206.98,825.00,807.48,1068.89,,cumminsindia
3,Net CashFlow From Operating Activities,819.66,711.87,788.68,600.70,553.23,,cumminsindia
4,Net Cash Used In Investing Activities,69.14,-586.25,15.45,-213.91,16.24,,cumminsindia
5,Net Cash Used From Financing Activities,-687.34,-82.25,-873.16,-412.27,-525.05,,cumminsindia
6,Foreign Exchange Gains / Losses,17.80,12.46,9.16,11.49,-1.28,,cumminsindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,cumminsindia
8,Net Inc/Dec In Cash And Cash Equivalents,219.26,55.83,-59.87,-13.99,43.14,,cumminsindia
9,Cash And Cash Equivalents Begin of Year,177.43,121.60,181.47,195.46,152.32,,cumminsindia
10,Cash And Cash Equivalents End Of Year,396.69,177.43,121.60,181.47,195.46,,cumminsindia
0,Cash Flow of DLF (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,dlf
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,dlf
2,Net Profit/Loss Before Extraordinary Items And Tax,1502.42,1164.59,839.57,653.46,645.65,,dlf
3,Net CashFlow From Operating Activities,2375.26,2831.82,1460.18,325.04,2043.00,,dlf
4,Net Cash Used In Investing Activities,-462.62,262.97,153.96,6516.82,4.85,,dlf
5,Net Cash Used From Financing Activities,-2013.15,-3828.19,-2183.79,-9491.11,875.42,,dlf
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.45,-1.87,,dlf
7,Adjustments On Amalgamation Merger Demerger Others,2.01,4.01,-3.49,-9.16,0.00,,dlf
8,Net Inc/Dec In Cash And Cash Equivalents,-98.50,-729.39,-573.13,-2657.97,2921.39,,dlf
9,Cash And Cash Equivalents Begin of Year,305.85,1035.24,1608.37,4266.34,1344.95,,dlf
10,Cash And Cash Equivalents End Of Year,207.35,305.85,1035.24,1608.37,4266.34,,dlf
0,Cash Flow of Dabur India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,daburindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,daburindia
2,Net Profit/Loss Before Extraordinary Items And Tax,2218.68,2268.68,2056.02,1727.64,1724.87,,daburindia
3,Net CashFlow From Operating Activities,1488.43,1802.33,2114.67,1613.62,1499.13,,daburindia
4,Net Cash Used In Investing Activities,-586.54,-1275.45,-1405.78,-516.84,336.91,,daburindia
5,Net Cash Used From Financing Activities,-1035.24,-490.49,-613.41,-1042.97,-1888.20,,daburindia
6,Foreign Exchange Gains / Losses,2.34,2.00,1.56,0.21,0.67,,daburindia
7,Adjustments On Amalgamation Merger Demerger Others,1.41,0.00,0.00,0.00,0.00,,daburindia
8,Net Inc/Dec In Cash And Cash Equivalents,-129.60,38.39,97.04,54.02,-51.49,,daburindia
9,Cash And Cash Equivalents Begin of Year,227.17,188.78,91.74,37.72,89.21,,daburindia
10,Cash And Cash Equivalents End Of Year,97.57,227.17,188.78,91.74,37.72,,daburindia
0,Cash Flow of Dalmia Bharat (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,dalmiabharat
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,dalmiabharat
2,Net Profit/Loss Before Extraordinary Items And Tax,1321.00,1146.00,1408.00,357.00,339.00,,dalmiabharat
3,Net CashFlow From Operating Activities,2252.00,1937.00,3596.00,2337.00,1843.00,,dalmiabharat
4,Net Cash Used In Investing Activities,-2326.00,-1048.00,-276.00,-1760.00,187.00,,dalmiabharat
5,Net Cash Used From Financing Activities,168.00,-942.00,-3366.00,-591.00,-2067.00,,dalmiabharat
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,dalmiabharat
7,Adjustments On Amalgamation Merger Demerger Others,0.00,-2.00,35.00,0.00,2.00,,dalmiabharat
8,Net Inc/Dec In Cash And Cash Equivalents,94.00,-55.00,-11.00,-14.00,-35.00,,dalmiabharat
9,Cash And Cash Equivalents Begin of Year,140.00,195.00,266.00,280.00,315.00,,dalmiabharat
10,Cash And Cash Equivalents End Of Year,234.00,140.00,255.00,266.00,280.00,,dalmiabharat
0,Cash Flow of Deepak Nitrite (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,deepaknitrite
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,deepaknitrite
2,Net Profit/Loss Before Extraordinary Items And Tax,1145.88,1434.45,1041.72,806.40,267.98,,deepaknitrite
3,Net CashFlow From Operating Activities,649.92,823.84,999.04,764.66,63.69,,deepaknitrite
4,Net Cash Used In Investing Activities,-276.05,-424.06,-396.16,-427.92,-162.55,,deepaknitrite
5,Net Cash Used From Financing Activities,-359.08,-385.82,-596.13,-337.56,92.39,,deepaknitrite
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,deepaknitrite
8,Net Inc/Dec In Cash And Cash Equivalents,14.79,13.96,6.75,-0.82,-6.47,,deepaknitrite
9,Cash And Cash Equivalents Begin of Year,22.85,8.89,2.14,2.96,9.43,,deepaknitrite
10,Cash And Cash Equivalents End Of Year,37.64,22.85,8.89,2.14,2.96,,deepaknitrite
0,Cash Flow of Delta Corp (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,deltacorp
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,deltacorp
2,Net Profit/Loss Before Extraordinary Items And Tax,329.29,97.60,-18.00,255.54,314.81,,deltacorp
3,Net CashFlow From Operating Activities,154.04,126.53,56.56,319.53,101.40,,deltacorp
4,Net Cash Used In Investing Activities,-73.00,-36.32,-10.48,-215.50,-78.47,,deltacorp
5,Net Cash Used From Financing Activities,-52.08,-44.43,-80.26,-83.40,-72.66,,deltacorp
6,Foreign Exchange Gains / Losses,-0.60,-9.10,0.00,0.00,0.00,,deltacorp
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,deltacorp
8,Net Inc/Dec In Cash And Cash Equivalents,28.36,36.68,-34.18,20.63,-49.73,,deltacorp
9,Cash And Cash Equivalents Begin of Year,96.19,59.51,93.69,73.06,122.79,,deltacorp
10,Cash And Cash Equivalents End Of Year,124.55,96.19,59.51,93.69,73.06,,deltacorp
0,Cash Flow of Divis Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,divislaboratories
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,divislaboratories
2,Net Profit/Loss Before Extraordinary Items And Tax,2368.63,3683.50,2666.04,1819.46,1855.07,,divislaboratories
3,Net CashFlow From Operating Activities,2459.73,1911.80,1946.93,1215.94,954.30,,divislaboratories
4,Net Cash Used In Investing Activities,-2707.62,-2194.92,75.13,-83.47,-685.40,,divislaboratories
5,Net Cash Used From Financing Activities,-797.17,-532.44,-34.89,-1091.42,-245.94,,divislaboratories
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,divislaboratories
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,divislaboratories
8,Net Inc/Dec In Cash And Cash Equivalents,-1045.06,-815.56,1987.17,41.05,22.96,,divislaboratories
9,Cash And Cash Equivalents Begin of Year,1214.76,2030.32,43.15,2.10,-20.86,,divislaboratories
10,Cash And Cash Equivalents End Of Year,169.70,1214.76,2030.32,43.15,2.10,,divislaboratories
0,Cash Flow of Dixon Technologies (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,dixontechnologies
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,dixontechnologies
2,Net Profit/Loss Before Extraordinary Items And Tax,343.16,254.71,217.01,156.77,93.81,,dixontechnologies
3,Net CashFlow From Operating Activities,725.75,272.74,170.11,237.34,-3.06,,dixontechnologies
4,Net Cash Used In Investing Activities,-355.55,-464.46,-265.41,-99.31,-63.79,,dixontechnologies
5,Net Cash Used From Financing Activities,-329.62,304.32,63.48,-57.36,68.62,,dixontechnologies
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,dixontechnologies
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.56,0.00,,dixontechnologies
8,Net Inc/Dec In Cash And Cash Equivalents,40.58,112.60,-31.82,81.23,1.76,,dixontechnologies
9,Cash And Cash Equivalents Begin of Year,176.46,63.86,95.66,14.43,12.67,,dixontechnologies
10,Cash And Cash Equivalents End Of Year,217.04,176.46,63.84,95.66,14.43,,dixontechnologies
0,Cash Flow of Dr Lal PathLabs (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,drlalpathlabs
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,drlalpathlabs
2,Net Profit/Loss Before Extraordinary Items And Tax,241.08,350.29,296.48,227.60,200.47,,drlalpathlabs
3,Net CashFlow From Operating Activities,456.03,446.69,398.15,283.90,218.54,,drlalpathlabs
4,Net Cash Used In Investing Activities,-287.31,-449.25,-212.02,-26.10,-99.74,,drlalpathlabs
5,Net Cash Used From Financing Activities,-283.18,136.45,-138.56,-190.40,-55.26,,drlalpathlabs
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,drlalpathlabs
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,drlalpathlabs
8,Net Inc/Dec In Cash And Cash Equivalents,-114.46,133.90,47.58,67.40,63.54,,drlalpathlabs
9,Cash And Cash Equivalents Begin of Year,378.20,244.30,196.72,129.30,65.85,,drlalpathlabs
10,Cash And Cash Equivalents End Of Year,263.73,378.20,244.30,196.70,129.39,,drlalpathlabs
0,Cash Flow of Dr Reddys Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,drreddyslaboratories
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,drreddyslaboratories
2,Net Profit/Loss Before Extraordinary Items And Tax,6048.50,3061.40,2883.50,1885.70,2292.00,,drreddyslaboratories
3,Net CashFlow From Operating Activities,5887.50,2810.80,3570.30,2984.10,2870.40,,drreddyslaboratories
4,Net Cash Used In Investing Activities,-4137.30,-2638.70,-2266.00,-492.30,-772.70,,drreddyslaboratories
5,Net Cash Used From Financing Activities,-2686.10,-242.20,-29.80,-2515.90,-2132.60,,drreddyslaboratories
6,Foreign Exchange Gains / Losses,28.60,73.30,11.30,-2.50,3.50,,drreddyslaboratories
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,drreddyslaboratories
8,Net Inc/Dec In Cash And Cash Equivalents,-907.30,3.20,1285.80,-26.60,-31.40,,drreddyslaboratories
9,Cash And Cash Equivalents Begin of Year,1485.20,1482.00,196.20,222.80,254.20,,drreddyslaboratories
10,Cash And Cash Equivalents End Of Year,577.90,1485.20,1482.00,196.20,222.80,,drreddyslaboratories
0,Cash Flow of Eicher Motors (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,eichermotors
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,eichermotors
2,Net Profit/Loss Before Extraordinary Items And Tax,3799.63,2202.51,1798.39,2354.89,3297.29,,eichermotors
3,Net CashFlow From Operating Activities,2847.46,1527.04,1713.57,1694.13,1575.47,,eichermotors
4,Net Cash Used In Investing Activities,-2421.60,-983.25,-1647.90,-1508.41,-659.88,,eichermotors
5,Net Cash Used From Financing Activities,-417.44,-593.36,-14.76,-858.26,-292.30,,eichermotors
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,eichermotors
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,eichermotors
8,Net Inc/Dec In Cash And Cash Equivalents,8.42,-49.57,50.91,-672.54,623.29,,eichermotors
9,Cash And Cash Equivalents Begin of Year,44.55,94.12,43.21,715.75,92.46,,eichermotors
10,Cash And Cash Equivalents End Of Year,52.97,44.55,94.12,43.21,715.75,,eichermotors
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,escortskubota
0,Cash Flow of Exide Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,exideindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,exideindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,1137.59,960.61,1074.39,971.88,1249.01,,exideindustries
3,Net CashFlow From Operating Activities,768.24,61.25,2263.13,1619.19,1686.77,,exideindustries
4,Net Cash Used In Investing Activities,-798.82,66.33,-2080.29,-1096.91,-1437.42,,exideindustries
5,Net Cash Used From Financing Activities,-30.10,-172.32,-169.98,-531.81,-216.66,,exideindustries
6,Foreign Exchange Gains / Losses,0.00,-12.11,-1.90,0.06,0.00,,exideindustries
7,Adjustments On Amalgamation Merger Demerger Others,0.00,-96.47,0.00,0.00,0.00,,exideindustries
8,Net Inc/Dec In Cash And Cash Equivalents,-60.68,-153.32,10.96,-9.47,32.69,,exideindustries
9,Cash And Cash Equivalents Begin of Year,189.11,342.43,331.47,340.94,308.60,,exideindustries
10,Cash And Cash Equivalents End Of Year,128.43,189.11,342.43,331.47,341.29,,exideindustries
0,Cash Flow of Federal Bank (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,federalbank
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,federalbank
2,Net Profit/Loss Before Extraordinary Items And Tax,4251.90,2650.67,2225.69,2087.39,1993.87,,federalbank
3,Net CashFlow From Operating Activities,489.30,-7773.65,11178.35,3730.57,7872.64,,federalbank
4,Net Cash Used In Investing Activities,-9843.74,907.73,-3914.11,-4692.57,-3380.02,,federalbank
5,Net Cash Used From Financing Activities,6038.13,8192.64,-207.72,3661.47,-3636.61,,federalbank
6,Foreign Exchange Gains / Losses,-15.86,-6.35,1.91,4.37,2.25,,federalbank
7,Net Inc/Dec In Cash And Cash Equivalents,-3332.18,1320.37,7058.43,2703.84,858.26,,federalbank
8,Cash And Cash Equivalents Begin of Year,21136.11,19815.73,12757.31,10053.47,9195.21,,federalbank
9,Cash And Cash Equivalents End Of Year,17803.93,21136.11,19815.73,12757.31,10053.47,,federalbank
0,Cash Flow of GAIL India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,gailindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,gailindia
2,Net Profit/Loss Before Extraordinary Items And Tax,7256.38,15463.52,7725.49,10428.94,9831.19,,gailindia
3,Net CashFlow From Operating Activities,3204.69,9628.59,8993.40,8345.36,7984.20,,gailindia
4,Net Cash Used In Investing Activities,-7640.12,-5645.54,-4693.04,-7444.64,-5706.58,,gailindia
5,Net Cash Used From Financing Activities,2972.06,-3915.89,-3470.62,281.22,-3364.29,,gailindia
6,Foreign Exchange Gains / Losses,187.34,-53.95,52.72,-854.44,6.06,,gailindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,gailindia
8,Net Inc/Dec In Cash And Cash Equivalents,-1276.03,13.21,882.46,327.50,-1080.61,,gailindia
9,Cash And Cash Equivalents Begin of Year,1519.80,1506.59,624.13,296.63,1377.24,,gailindia
10,Cash And Cash Equivalents End Of Year,243.77,1519.80,1506.59,624.13,296.63,,gailindia
0,Cash Flow of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,gmrairportsinfrastructure
2,Net Profit/Loss Before Extraordinary Items And Tax,-725.86,-1082.94,-3690.20,-2283.41,-3435.99,,gmrairportsinfrastructure
3,Net CashFlow From Operating Activities,2299.23,3256.11,3.43,1375.85,2052.25,,gmrairportsinfrastructure
4,Net Cash Used In Investing Activities,-2422.35,-1896.65,2433.38,-989.60,-3605.02,,gmrairportsinfrastructure
5,Net Cash Used From Financing Activities,1731.29,-3893.86,-1055.94,1616.71,815.80,,gmrairportsinfrastructure
6,Foreign Exchange Gains / Losses,12.10,0.61,0.90,2.29,5.82,,gmrairportsinfrastructure
7,Adjustments On Amalgamation Merger Demerger Others,0.00,-146.80,0.00,0.00,-5.43,,gmrairportsinfrastructure
8,Net Inc/Dec In Cash And Cash Equivalents,1620.27,-2680.59,1381.77,2005.25,-736.58,,gmrairportsinfrastructure
9,Cash And Cash Equivalents Begin of Year,1619.45,4300.04,2918.27,913.02,1649.59,,gmrairportsinfrastructure
10,Cash And Cash Equivalents End Of Year,3239.72,1619.45,4300.04,2918.27,913.01,,gmrairportsinfrastructure
0,Cash Flow of Glenmark Pharma (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,glenmarkpharma
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,glenmarkpharma
2,Net Profit/Loss Before Extraordinary Items And Tax,868.45,1441.25,1382.48,1096.08,1300.63,,glenmarkpharma
3,Net CashFlow From Operating Activities,625.39,1108.65,1131.21,1392.41,1324.17,,glenmarkpharma
4,Net Cash Used In Investing Activities,-528.49,-333.28,-675.24,-783.52,-698.99,,glenmarkpharma
5,Net Cash Used From Financing Activities,-77.46,-520.49,-441.78,-444.66,-738.74,,glenmarkpharma
6,Foreign Exchange Gains / Losses,13.06,17.55,13.62,9.76,-183.52,,glenmarkpharma
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,glenmarkpharma
8,Net Inc/Dec In Cash And Cash Equivalents,32.50,272.43,27.82,174.00,-297.08,,glenmarkpharma
9,Cash And Cash Equivalents Begin of Year,1410.53,1138.10,1110.28,936.28,1233.36,,glenmarkpharma
10,Cash And Cash Equivalents End Of Year,1443.03,1410.53,1138.10,1110.28,936.28,,glenmarkpharma
0,Cash Flow of Godrej Consumer Products (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,godrejconsumerproducts
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,godrejconsumerproducts
2,Net Profit/Loss Before Extraordinary Items And Tax,2132.73,2155.26,2080.36,1760.40,1832.77,,godrejconsumerproducts
3,Net CashFlow From Operating Activities,2150.65,1450.57,2029.63,1588.11,1728.85,,godrejconsumerproducts
4,Net Cash Used In Investing Activities,-1758.34,-864.23,-315.50,-533.26,251.55,,godrejconsumerproducts
5,Net Cash Used From Financing Activities,-794.31,-379.52,-1816.22,-1295.33,-2038.73,,godrejconsumerproducts
6,Foreign Exchange Gains / Losses,3.94,19.97,24.90,-15.02,20.19,,godrejconsumerproducts
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,godrejconsumerproducts
8,Net Inc/Dec In Cash And Cash Equivalents,-398.06,226.79,-77.19,-255.50,-38.14,,godrejconsumerproducts
9,Cash And Cash Equivalents Begin of Year,750.86,524.13,600.96,856.46,894.60,,godrejconsumerproducts
10,Cash And Cash Equivalents End Of Year,352.80,750.92,523.77,600.96,856.46,,godrejconsumerproducts
0,Cash Flow of Godrej Properties (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,godrejproperties
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,godrejproperties
2,Net Profit/Loss Before Extraordinary Items And Tax,795.27,516.33,-85.66,492.89,348.20,,godrejproperties
3,Net CashFlow From Operating Activities,-2860.64,-451.68,-671.21,-231.69,478.06,,godrejproperties
4,Net Cash Used In Investing Activities,2488.06,123.84,-3321.87,-1721.18,-980.58,,godrejproperties
5,Net Cash Used From Financing Activities,832.22,235.30,4258.98,1974.18,969.78,,godrejproperties
6,Foreign Exchange Gains / Losses,0.23,0.08,-0.07,0.18,0.00,,godrejproperties
7,Adjustments On Amalgamation Merger Demerger Others,75.86,2.83,4.85,0.06,9.21,,godrejproperties
8,Net Inc/Dec In Cash And Cash Equivalents,535.73,-89.63,270.68,21.55,476.47,,godrejproperties
9,Cash And Cash Equivalents Begin of Year,179.08,268.71,-1.97,-23.52,-499.99,,godrejproperties
10,Cash And Cash Equivalents End Of Year,714.81,179.08,268.71,-1.97,-23.52,,godrejproperties
0,Cash Flow of Granules India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,granulesindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,granulesindia
2,Net Profit/Loss Before Extraordinary Items And Tax,687.17,558.00,704.36,425.64,276.78,,granulesindia
3,Net CashFlow From Operating Activities,738.75,332.05,432.48,476.19,262.24,,granulesindia
4,Net Cash Used In Investing Activities,-191.36,-380.11,-277.14,-160.63,-269.82,,granulesindia
5,Net Cash Used From Financing Activities,-440.29,190.00,-299.31,-212.86,-17.43,,granulesindia
6,Foreign Exchange Gains / Losses,-0.25,0.94,-0.12,0.20,0.00,,granulesindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,granulesindia
8,Net Inc/Dec In Cash And Cash Equivalents,106.84,142.88,-144.09,102.90,-25.01,,granulesindia
9,Cash And Cash Equivalents Begin of Year,184.71,41.84,185.93,83.02,108.03,,granulesindia
10,Cash And Cash Equivalents End Of Year,291.56,184.71,41.84,185.93,83.02,,granulesindia
0,Cash Flow of Grasim Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,grasimindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,grasimindustries
2,Net Profit/Loss Before Extraordinary Items And Tax,14517.75,12246.53,9582.21,5929.32,5204.32,,grasimindustries
3,Net CashFlow From Operating Activities,-12685.14,7037.65,14700.88,16620.30,-2454.82,,grasimindustries
4,Net Cash Used In Investing Activities,-13686.71,-3543.18,-9216.91,-11547.64,-2187.00,,grasimindustries
5,Net Cash Used From Financing Activities,26469.13,-6733.13,-8013.54,-3417.98,4870.20,,grasimindustries
6,Foreign Exchange Gains / Losses,-0.61,-0.39,0.33,0.47,0.00,,grasimindustries
7,Adjustments On Amalgamation Merger Demerger Others,-24.81,0.00,0.00,0.00,46.24,,grasimindustries
8,Net Inc/Dec In Cash And Cash Equivalents,71.86,-3239.05,-2529.24,1655.15,274.62,,grasimindustries
9,Cash And Cash Equivalents Begin of Year,2240.70,5479.75,5146.28,1408.21,949.32,,grasimindustries
10,Cash And Cash Equivalents End Of Year,2312.56,2240.70,2617.04,3063.36,1223.94,,grasimindustries
0,Cash Flow of Gujarat Gas (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,gujaratgas
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,gujaratgas
2,Net Profit/Loss Before Extraordinary Items And Tax,2024.71,1713.54,1704.83,1208.01,594.13,,gujaratgas
3,Net CashFlow From Operating Activities,2375.49,1661.74,1655.16,1419.99,956.06,,gujaratgas
4,Net Cash Used In Investing Activities,-1039.05,-1293.53,-610.27,-466.60,-603.91,,gujaratgas
5,Net Cash Used From Financing Activities,-678.37,-628.44,-1317.67,-502.37,-349.42,,gujaratgas
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,gujaratgas
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,gujaratgas
8,Net Inc/Dec In Cash And Cash Equivalents,658.07,-260.23,-272.78,451.02,2.73,,gujaratgas
9,Cash And Cash Equivalents Begin of Year,16.63,276.86,549.38,98.39,95.66,,gujaratgas
