,0,1,2,3,4,5,6,Year,Stock
2,Other Operating Income,333.30,--,265.18,166.11,92.96,,2022,britanniaindustries
3,Total Income From Operations,15618.42,13371.62,12378.83,10986.68,10482.45,,2022,britanniaindustries
4,EXPENDITURE,,,,,,,2022,britanniaindustries
5,Consumption of Raw Materials,7084.09,6366.31,5509.69,5052.67,4944.77,,2022,britanniaindustries
6,Purchase of Traded Goods,2453.42,2183.41,1908.50,1543.55,1381.88,,2022,britanniaindustries
7,Increase/Decrease in Stocks,-82.13,-73.96,-43.22,61.51,-49.02,,2022,britanniaindustries
8,Power & Fuel,--,--,--,--,--,,2022,britanniaindustries
9,Employees Cost,520.55,413.56,402.85,368.87,321.64,,2022,britanniaindustries
10,Depreciation,195.10,170.01,166.77,151.69,135.00,,2022,britanniaindustries
11,Excise Duty,--,--,--,--,--,,2022,britanniaindustries
12,Admin. And Selling Expenses,--,--,--,--,--,,2022,britanniaindustries
13,R & D Expenses,--,--,--,--,--,,2022,britanniaindustries
14,Provisions And Contingencies,--,--,--,--,--,,2022,britanniaindustries
15,Exp. Capitalised,--,--,--,--,--,,2022,britanniaindustries
16,Other Expenses,2900.70,2393.14,2249.78,2189.39,2221.05,,2022,britanniaindustries
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",2546.69,1919.15,2184.46,1619.00,1527.13,,2022,britanniaindustries
18,Other Income,220.59,359.43,292.79,335.43,190.52,,2022,britanniaindustries
19,"P/L Before Int., Excpt. Items & Tax",2767.28,2278.58,2477.25,1954.43,1717.65,,2022,britanniaindustries
20,Interest,154.95,133.46,97.81,65.17,1.54,,2022,britanniaindustries
21,P/L Before Exceptional Items & Tax,2612.33,2145.12,2379.44,1889.26,1716.11,,2022,britanniaindustries
22,Exceptional Items,227.74,--,--,19.00,--,,2022,britanniaindustries
23,P/L Before Tax,2840.07,2145.12,2379.44,1908.26,1716.11,,2022,britanniaindustries
24,Tax,700.77,541.93,619.41,423.96,593.91,,2022,britanniaindustries
25,P/L After Tax from Ordinary Activities,2139.30,1603.19,1760.03,1484.30,1122.20,,2022,britanniaindustries
26,Prior Year Adjustments,--,--,--,--,--,,2022,britanniaindustries
27,Extra Ordinary Items,--,--,--,--,--,,2022,britanniaindustries
28,Net Profit/(Loss) For the Period,2139.30,1603.19,1760.03,1484.30,1122.20,,2022,britanniaindustries
29,Equity Share Capital,24.09,24.09,24.09,24.05,24.03,,2022,britanniaindustries
30,Reserves Excluding Revaluation Reserves,3157.06,2378.45,3267.34,4216.19,4015.42,,2022,britanniaindustries
31,Equity Dividend Rate (%),7200.00,5650.00,15750.00,3500.00,1500.00,,2022,britanniaindustries
32,EPS Before Extra Ordinary,,,,,,,2022,britanniaindustries
33,Basic EPS,88.82,66.56,73.12,61.75,46.71,,2022,britanniaindustries
34,Diluted EPS,88.82,66.56,73.09,61.73,46.68,,2022,britanniaindustries
35,EPS After Extra Ordinary,,,,,,,2022,britanniaindustries
36,Basic EPS.,88.82,66.56,73.12,61.75,46.71,,2022,britanniaindustries
37,Diluted EPS.,88.82,66.56,73.09,61.73,46.68,,2022,britanniaindustries
38,Public Share Holding,,,,,,,2022,britanniaindustries
39,No Of Shares (Crores),--,--,--,--,--,,2022,britanniaindustries
40,Share Holding (%),--,--,--,--,--,,2022,britanniaindustries
41,Promoters and Promoter Group Shareholding,,,,,,,2022,britanniaindustries
42,a) Pledged/Encumbered,,,,,,,2022,britanniaindustries
43,- Number of shares (Crores),--,--,--,--,--,,2022,britanniaindustries
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2022,britanniaindustries
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2022,britanniaindustries
46,b) Non-encumbered,,,,,,,2022,britanniaindustries
47,- Number of shares (Crores).,--,--,--,--,--,,2022,britanniaindustries
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2022,britanniaindustries
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2022,britanniaindustries
0,Yearly Results of Britannia Industries (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2023,britanniaindustries
1,Net Sales/Income from operations,15285.12,13371.62,12113.65,10820.57,10389.49,,2023,britanniaindustries
2,Other Operating Income,333.30,--,265.18,166.11,92.96,,2023,britanniaindustries
3,Total Income From Operations,15618.42,13371.62,12378.83,10986.68,10482.45,,2023,britanniaindustries
4,EXPENDITURE,,,,,,,2023,britanniaindustries
5,Consumption of Raw Materials,7084.09,6366.31,5509.69,5052.67,4944.77,,2023,britanniaindustries
6,Purchase of Traded Goods,2453.42,2183.41,1908.50,1543.55,1381.88,,2023,britanniaindustries
7,Increase/Decrease in Stocks,-82.13,-73.96,-43.22,61.51,-49.02,,2023,britanniaindustries
8,Power & Fuel,--,--,--,--,--,,2023,britanniaindustries
9,Employees Cost,520.55,413.56,402.85,368.87,321.64,,2023,britanniaindustries
10,Depreciation,195.10,170.01,166.77,151.69,135.00,,2023,britanniaindustries
11,Excise Duty,--,--,--,--,--,,2023,britanniaindustries
12,Admin. And Selling Expenses,--,--,--,--,--,,2023,britanniaindustries
13,R & D Expenses,--,--,--,--,--,,2023,britanniaindustries
14,Provisions And Contingencies,--,--,--,--,--,,2023,britanniaindustries
15,Exp. Capitalised,--,--,--,--,--,,2023,britanniaindustries
16,Other Expenses,2900.70,2393.14,2249.78,2189.39,2221.05,,2023,britanniaindustries
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",2546.69,1919.15,2184.46,1619.00,1527.13,,2023,britanniaindustries
18,Other Income,220.59,359.43,292.79,335.43,190.52,,2023,britanniaindustries
19,"P/L Before Int., Excpt. Items & Tax",2767.28,2278.58,2477.25,1954.43,1717.65,,2023,britanniaindustries
20,Interest,154.95,133.46,97.81,65.17,1.54,,2023,britanniaindustries
21,P/L Before Exceptional Items & Tax,2612.33,2145.12,2379.44,1889.26,1716.11,,2023,britanniaindustries
22,Exceptional Items,227.74,--,--,19.00,--,,2023,britanniaindustries
23,P/L Before Tax,2840.07,2145.12,2379.44,1908.26,1716.11,,2023,britanniaindustries
24,Tax,700.77,541.93,619.41,423.96,593.91,,2023,britanniaindustries
25,P/L After Tax from Ordinary Activities,2139.30,1603.19,1760.03,1484.30,1122.20,,2023,britanniaindustries
26,Prior Year Adjustments,--,--,--,--,--,,2023,britanniaindustries
27,Extra Ordinary Items,--,--,--,--,--,,2023,britanniaindustries
28,Net Profit/(Loss) For the Period,2139.30,1603.19,1760.03,1484.30,1122.20,,2023,britanniaindustries
29,Equity Share Capital,24.09,24.09,24.09,24.05,24.03,,2023,britanniaindustries
30,Reserves Excluding Revaluation Reserves,3157.06,2378.45,3267.34,4216.19,4015.42,,2023,britanniaindustries
31,Equity Dividend Rate (%),7200.00,5650.00,15750.00,3500.00,1500.00,,2023,britanniaindustries
32,EPS Before Extra Ordinary,,,,,,,2023,britanniaindustries
33,Basic EPS,88.82,66.56,73.12,61.75,46.71,,2023,britanniaindustries
34,Diluted EPS,88.82,66.56,73.09,61.73,46.68,,2023,britanniaindustries
35,EPS After Extra Ordinary,,,,,,,2023,britanniaindustries
36,Basic EPS.,88.82,66.56,73.12,61.75,46.71,,2023,britanniaindustries
37,Diluted EPS.,88.82,66.56,73.09,61.73,46.68,,2023,britanniaindustries
38,Public Share Holding,,,,,,,2023,britanniaindustries
39,No Of Shares (Crores),--,--,--,--,--,,2023,britanniaindustries
40,Share Holding (%),--,--,--,--,--,,2023,britanniaindustries
41,Promoters and Promoter Group Shareholding,,,,,,,2023,britanniaindustries
42,a) Pledged/Encumbered,,,,,,,2023,britanniaindustries
43,- Number of shares (Crores),--,--,--,--,--,,2023,britanniaindustries
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2023,britanniaindustries
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2023,britanniaindustries
46,b) Non-encumbered,,,,,,,2023,britanniaindustries
47,- Number of shares (Crores).,--,--,--,--,--,,2023,britanniaindustries
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2023,britanniaindustries
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2023,britanniaindustries
0,Yearly Results of Birlasoft (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2018,birlasoft
1,Net Sales/Income from operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2018,birlasoft
2,Other Operating Income,--,--,--,--,--,,2018,birlasoft
3,Total Income From Operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2018,birlasoft
4,EXPENDITURE,,,,,,,2018,birlasoft
5,Consumption of Raw Materials,--,--,--,--,--,,2018,birlasoft
6,Purchase of Traded Goods,--,--,--,--,--,,2018,birlasoft
7,Increase/Decrease in Stocks,--,--,--,--,--,,2018,birlasoft
8,Power & Fuel,--,--,--,--,--,,2018,birlasoft
9,Employees Cost,1669.35,1374.96,1054.93,943.50,627.50,,2018,birlasoft
10,Depreciation,75.94,68.51,69.94,69.26,39.02,,2018,birlasoft
11,Excise Duty,--,--,--,--,--,,2018,birlasoft
12,Admin. And Selling Expenses,--,--,--,--,--,,2018,birlasoft
13,R & D Expenses,--,--,--,--,--,,2018,birlasoft
14,Provisions And Contingencies,--,--,--,--,--,,2018,birlasoft
15,Exp. Capitalised,--,--,--,--,--,,2018,birlasoft
16,Other Expenses,429.08,272.49,230.15,249.14,209.91,,2018,birlasoft
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",242.87,333.42,285.51,200.26,125.55,,2018,birlasoft
18,Other Income,34.17,74.13,11.95,34.95,24.89,,2018,birlasoft
19,"P/L Before Int., Excpt. Items & Tax",277.04,407.55,297.46,235.21,150.44,,2018,birlasoft
20,Interest,9.84,10.72,10.24,12.35,5.38,,2018,birlasoft
21,P/L Before Exceptional Items & Tax,267.20,396.83,287.22,222.87,145.06,,2018,birlasoft
22,Exceptional Items,--,--,--,--,--,,2018,birlasoft
23,P/L Before Tax,267.20,396.83,287.22,222.87,145.06,,2018,birlasoft
24,Tax,66.83,100.78,93.67,82.11,39.16,,2018,birlasoft
25,P/L After Tax from Ordinary Activities,200.36,296.05,193.56,140.75,105.90,,2018,birlasoft
26,Prior Year Adjustments,--,--,--,--,--,,2018,birlasoft
27,Extra Ordinary Items,--,--,--,--,61.73,,2018,birlasoft
28,Net Profit/(Loss) For the Period,200.36,296.05,193.56,140.75,167.63,,2018,birlasoft
29,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2018,birlasoft
30,Reserves Excluding Revaluation Reserves,1165.96,1533.02,1337.58,1156.23,1129.40,,2018,birlasoft
31,Equity Dividend Rate (%),175.00,225.00,175.00,100.00,100.00,,2018,birlasoft
32,EPS Before Extra Ordinary,,,,,,,2018,birlasoft
33,Basic EPS,7.23,10.62,6.96,5.09,7.83,,2018,birlasoft
34,Diluted EPS,7.20,10.49,6.81,5.05,7.74,,2018,birlasoft
35,EPS After Extra Ordinary,,,,,,,2018,birlasoft
36,Basic EPS.,7.23,10.62,6.96,5.09,7.83,,2018,birlasoft
37,Diluted EPS.,7.20,10.49,6.81,5.05,7.74,,2018,birlasoft
38,Public Share Holding,,,,,,,2018,birlasoft
39,No Of Shares (Crores),--,--,--,--,--,,2018,birlasoft
40,Share Holding (%),--,--,--,--,--,,2018,birlasoft
41,Promoters and Promoter Group Shareholding,,,,,,,2018,birlasoft
42,a) Pledged/Encumbered,,,,,,,2018,birlasoft
43,- Number of shares (Crores),--,--,--,--,--,,2018,birlasoft
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2018,birlasoft
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2018,birlasoft
46,b) Non-encumbered,,,,,,,2018,birlasoft
47,- Number of shares (Crores).,--,--,--,--,--,,2018,birlasoft
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2018,birlasoft
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2018,birlasoft
0,Yearly Results of Birlasoft (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2019,birlasoft
1,Net Sales/Income from operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2019,birlasoft
2,Other Operating Income,--,--,--,--,--,,2019,birlasoft
3,Total Income From Operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2019,birlasoft
4,EXPENDITURE,,,,,,,2019,birlasoft
5,Consumption of Raw Materials,--,--,--,--,--,,2019,birlasoft
6,Purchase of Traded Goods,--,--,--,--,--,,2019,birlasoft
7,Increase/Decrease in Stocks,--,--,--,--,--,,2019,birlasoft
8,Power & Fuel,--,--,--,--,--,,2019,birlasoft
9,Employees Cost,1669.35,1374.96,1054.93,943.50,627.50,,2019,birlasoft
10,Depreciation,75.94,68.51,69.94,69.26,39.02,,2019,birlasoft
11,Excise Duty,--,--,--,--,--,,2019,birlasoft
12,Admin. And Selling Expenses,--,--,--,--,--,,2019,birlasoft
13,R & D Expenses,--,--,--,--,--,,2019,birlasoft
14,Provisions And Contingencies,--,--,--,--,--,,2019,birlasoft
15,Exp. Capitalised,--,--,--,--,--,,2019,birlasoft
16,Other Expenses,429.08,272.49,230.15,249.14,209.91,,2019,birlasoft
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",242.87,333.42,285.51,200.26,125.55,,2019,birlasoft
18,Other Income,34.17,74.13,11.95,34.95,24.89,,2019,birlasoft
19,"P/L Before Int., Excpt. Items & Tax",277.04,407.55,297.46,235.21,150.44,,2019,birlasoft
20,Interest,9.84,10.72,10.24,12.35,5.38,,2019,birlasoft
21,P/L Before Exceptional Items & Tax,267.20,396.83,287.22,222.87,145.06,,2019,birlasoft
22,Exceptional Items,--,--,--,--,--,,2019,birlasoft
23,P/L Before Tax,267.20,396.83,287.22,222.87,145.06,,2019,birlasoft
24,Tax,66.83,100.78,93.67,82.11,39.16,,2019,birlasoft
25,P/L After Tax from Ordinary Activities,200.36,296.05,193.56,140.75,105.90,,2019,birlasoft
26,Prior Year Adjustments,--,--,--,--,--,,2019,birlasoft
27,Extra Ordinary Items,--,--,--,--,61.73,,2019,birlasoft
28,Net Profit/(Loss) For the Period,200.36,296.05,193.56,140.75,167.63,,2019,birlasoft
29,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2019,birlasoft
30,Reserves Excluding Revaluation Reserves,1165.96,1533.02,1337.58,1156.23,1129.40,,2019,birlasoft
31,Equity Dividend Rate (%),175.00,225.00,175.00,100.00,100.00,,2019,birlasoft
32,EPS Before Extra Ordinary,,,,,,,2019,birlasoft
33,Basic EPS,7.23,10.62,6.96,5.09,7.83,,2019,birlasoft
34,Diluted EPS,7.20,10.49,6.81,5.05,7.74,,2019,birlasoft
35,EPS After Extra Ordinary,,,,,,,2019,birlasoft
36,Basic EPS.,7.23,10.62,6.96,5.09,7.83,,2019,birlasoft
37,Diluted EPS.,7.20,10.49,6.81,5.05,7.74,,2019,birlasoft
38,Public Share Holding,,,,,,,2019,birlasoft
39,No Of Shares (Crores),--,--,--,--,--,,2019,birlasoft
40,Share Holding (%),--,--,--,--,--,,2019,birlasoft
41,Promoters and Promoter Group Shareholding,,,,,,,2019,birlasoft
42,a) Pledged/Encumbered,,,,,,,2019,birlasoft
43,- Number of shares (Crores),--,--,--,--,--,,2019,birlasoft
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2019,birlasoft
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2019,birlasoft
46,b) Non-encumbered,,,,,,,2019,birlasoft
47,- Number of shares (Crores).,--,--,--,--,--,,2019,birlasoft
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2019,birlasoft
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2019,birlasoft
0,Yearly Results of Birlasoft (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2020,birlasoft
1,Net Sales/Income from operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2020,birlasoft
2,Other Operating Income,--,--,--,--,--,,2020,birlasoft
3,Total Income From Operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2020,birlasoft
4,EXPENDITURE,,,,,,,2020,birlasoft
5,Consumption of Raw Materials,--,--,--,--,--,,2020,birlasoft
6,Purchase of Traded Goods,--,--,--,--,--,,2020,birlasoft
7,Increase/Decrease in Stocks,--,--,--,--,--,,2020,birlasoft
8,Power & Fuel,--,--,--,--,--,,2020,birlasoft
9,Employees Cost,1669.35,1374.96,1054.93,943.50,627.50,,2020,birlasoft
10,Depreciation,75.94,68.51,69.94,69.26,39.02,,2020,birlasoft
11,Excise Duty,--,--,--,--,--,,2020,birlasoft
12,Admin. And Selling Expenses,--,--,--,--,--,,2020,birlasoft
13,R & D Expenses,--,--,--,--,--,,2020,birlasoft
14,Provisions And Contingencies,--,--,--,--,--,,2020,birlasoft
15,Exp. Capitalised,--,--,--,--,--,,2020,birlasoft
16,Other Expenses,429.08,272.49,230.15,249.14,209.91,,2020,birlasoft
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",242.87,333.42,285.51,200.26,125.55,,2020,birlasoft
18,Other Income,34.17,74.13,11.95,34.95,24.89,,2020,birlasoft
19,"P/L Before Int., Excpt. Items & Tax",277.04,407.55,297.46,235.21,150.44,,2020,birlasoft
20,Interest,9.84,10.72,10.24,12.35,5.38,,2020,birlasoft
21,P/L Before Exceptional Items & Tax,267.20,396.83,287.22,222.87,145.06,,2020,birlasoft
22,Exceptional Items,--,--,--,--,--,,2020,birlasoft
23,P/L Before Tax,267.20,396.83,287.22,222.87,145.06,,2020,birlasoft
24,Tax,66.83,100.78,93.67,82.11,39.16,,2020,birlasoft
25,P/L After Tax from Ordinary Activities,200.36,296.05,193.56,140.75,105.90,,2020,birlasoft
26,Prior Year Adjustments,--,--,--,--,--,,2020,birlasoft
27,Extra Ordinary Items,--,--,--,--,61.73,,2020,birlasoft
28,Net Profit/(Loss) For the Period,200.36,296.05,193.56,140.75,167.63,,2020,birlasoft
29,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2020,birlasoft
30,Reserves Excluding Revaluation Reserves,1165.96,1533.02,1337.58,1156.23,1129.40,,2020,birlasoft
31,Equity Dividend Rate (%),175.00,225.00,175.00,100.00,100.00,,2020,birlasoft
32,EPS Before Extra Ordinary,,,,,,,2020,birlasoft
33,Basic EPS,7.23,10.62,6.96,5.09,7.83,,2020,birlasoft
34,Diluted EPS,7.20,10.49,6.81,5.05,7.74,,2020,birlasoft
35,EPS After Extra Ordinary,,,,,,,2020,birlasoft
36,Basic EPS.,7.23,10.62,6.96,5.09,7.83,,2020,birlasoft
37,Diluted EPS.,7.20,10.49,6.81,5.05,7.74,,2020,birlasoft
38,Public Share Holding,,,,,,,2020,birlasoft
39,No Of Shares (Crores),--,--,--,--,--,,2020,birlasoft
40,Share Holding (%),--,--,--,--,--,,2020,birlasoft
41,Promoters and Promoter Group Shareholding,,,,,,,2020,birlasoft
42,a) Pledged/Encumbered,,,,,,,2020,birlasoft
43,- Number of shares (Crores),--,--,--,--,--,,2020,birlasoft
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2020,birlasoft
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2020,birlasoft
46,b) Non-encumbered,,,,,,,2020,birlasoft
47,- Number of shares (Crores).,--,--,--,--,--,,2020,birlasoft
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2020,birlasoft
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2020,birlasoft
0,Yearly Results of Birlasoft (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2021,birlasoft
1,Net Sales/Income from operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2021,birlasoft
2,Other Operating Income,--,--,--,--,--,,2021,birlasoft
3,Total Income From Operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2021,birlasoft
4,EXPENDITURE,,,,,,,2021,birlasoft
5,Consumption of Raw Materials,--,--,--,--,--,,2021,birlasoft
6,Purchase of Traded Goods,--,--,--,--,--,,2021,birlasoft
7,Increase/Decrease in Stocks,--,--,--,--,--,,2021,birlasoft
8,Power & Fuel,--,--,--,--,--,,2021,birlasoft
9,Employees Cost,1669.35,1374.96,1054.93,943.50,627.50,,2021,birlasoft
10,Depreciation,75.94,68.51,69.94,69.26,39.02,,2021,birlasoft
11,Excise Duty,--,--,--,--,--,,2021,birlasoft
12,Admin. And Selling Expenses,--,--,--,--,--,,2021,birlasoft
13,R & D Expenses,--,--,--,--,--,,2021,birlasoft
14,Provisions And Contingencies,--,--,--,--,--,,2021,birlasoft
15,Exp. Capitalised,--,--,--,--,--,,2021,birlasoft
16,Other Expenses,429.08,272.49,230.15,249.14,209.91,,2021,birlasoft
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",242.87,333.42,285.51,200.26,125.55,,2021,birlasoft
18,Other Income,34.17,74.13,11.95,34.95,24.89,,2021,birlasoft
19,"P/L Before Int., Excpt. Items & Tax",277.04,407.55,297.46,235.21,150.44,,2021,birlasoft
20,Interest,9.84,10.72,10.24,12.35,5.38,,2021,birlasoft
21,P/L Before Exceptional Items & Tax,267.20,396.83,287.22,222.87,145.06,,2021,birlasoft
22,Exceptional Items,--,--,--,--,--,,2021,birlasoft
23,P/L Before Tax,267.20,396.83,287.22,222.87,145.06,,2021,birlasoft
24,Tax,66.83,100.78,93.67,82.11,39.16,,2021,birlasoft
25,P/L After Tax from Ordinary Activities,200.36,296.05,193.56,140.75,105.90,,2021,birlasoft
26,Prior Year Adjustments,--,--,--,--,--,,2021,birlasoft
27,Extra Ordinary Items,--,--,--,--,61.73,,2021,birlasoft
28,Net Profit/(Loss) For the Period,200.36,296.05,193.56,140.75,167.63,,2021,birlasoft
29,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2021,birlasoft
30,Reserves Excluding Revaluation Reserves,1165.96,1533.02,1337.58,1156.23,1129.40,,2021,birlasoft
31,Equity Dividend Rate (%),175.00,225.00,175.00,100.00,100.00,,2021,birlasoft
32,EPS Before Extra Ordinary,,,,,,,2021,birlasoft
33,Basic EPS,7.23,10.62,6.96,5.09,7.83,,2021,birlasoft
34,Diluted EPS,7.20,10.49,6.81,5.05,7.74,,2021,birlasoft
35,EPS After Extra Ordinary,,,,,,,2021,birlasoft
36,Basic EPS.,7.23,10.62,6.96,5.09,7.83,,2021,birlasoft
37,Diluted EPS.,7.20,10.49,6.81,5.05,7.74,,2021,birlasoft
38,Public Share Holding,,,,,,,2021,birlasoft
39,No Of Shares (Crores),--,--,--,--,--,,2021,birlasoft
40,Share Holding (%),--,--,--,--,--,,2021,birlasoft
41,Promoters and Promoter Group Shareholding,,,,,,,2021,birlasoft
42,a) Pledged/Encumbered,,,,,,,2021,birlasoft
43,- Number of shares (Crores),--,--,--,--,--,,2021,birlasoft
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2021,birlasoft
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2021,birlasoft
46,b) Non-encumbered,,,,,,,2021,birlasoft
47,- Number of shares (Crores).,--,--,--,--,--,,2021,birlasoft
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2021,birlasoft
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2021,birlasoft
0,Yearly Results of Birlasoft (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2022,birlasoft
1,Net Sales/Income from operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2022,birlasoft
2,Other Operating Income,--,--,--,--,--,,2022,birlasoft
3,Total Income From Operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2022,birlasoft
4,EXPENDITURE,,,,,,,2022,birlasoft
5,Consumption of Raw Materials,--,--,--,--,--,,2022,birlasoft
6,Purchase of Traded Goods,--,--,--,--,--,,2022,birlasoft
7,Increase/Decrease in Stocks,--,--,--,--,--,,2022,birlasoft
8,Power & Fuel,--,--,--,--,--,,2022,birlasoft
9,Employees Cost,1669.35,1374.96,1054.93,943.50,627.50,,2022,birlasoft
10,Depreciation,75.94,68.51,69.94,69.26,39.02,,2022,birlasoft
11,Excise Duty,--,--,--,--,--,,2022,birlasoft
12,Admin. And Selling Expenses,--,--,--,--,--,,2022,birlasoft
13,R & D Expenses,--,--,--,--,--,,2022,birlasoft
14,Provisions And Contingencies,--,--,--,--,--,,2022,birlasoft
15,Exp. Capitalised,--,--,--,--,--,,2022,birlasoft
16,Other Expenses,429.08,272.49,230.15,249.14,209.91,,2022,birlasoft
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",242.87,333.42,285.51,200.26,125.55,,2022,birlasoft
18,Other Income,34.17,74.13,11.95,34.95,24.89,,2022,birlasoft
19,"P/L Before Int., Excpt. Items & Tax",277.04,407.55,297.46,235.21,150.44,,2022,birlasoft
20,Interest,9.84,10.72,10.24,12.35,5.38,,2022,birlasoft
21,P/L Before Exceptional Items & Tax,267.20,396.83,287.22,222.87,145.06,,2022,birlasoft
22,Exceptional Items,--,--,--,--,--,,2022,birlasoft
23,P/L Before Tax,267.20,396.83,287.22,222.87,145.06,,2022,birlasoft
24,Tax,66.83,100.78,93.67,82.11,39.16,,2022,birlasoft
25,P/L After Tax from Ordinary Activities,200.36,296.05,193.56,140.75,105.90,,2022,birlasoft
26,Prior Year Adjustments,--,--,--,--,--,,2022,birlasoft
27,Extra Ordinary Items,--,--,--,--,61.73,,2022,birlasoft
28,Net Profit/(Loss) For the Period,200.36,296.05,193.56,140.75,167.63,,2022,birlasoft
29,Equity Share Capital,54.97,55.90,55.46,55.34,54.83,,2022,birlasoft
30,Reserves Excluding Revaluation Reserves,1165.96,1533.02,1337.58,1156.23,1129.40,,2022,birlasoft
31,Equity Dividend Rate (%),175.00,225.00,175.00,100.00,100.00,,2022,birlasoft
32,EPS Before Extra Ordinary,,,,,,,2022,birlasoft
33,Basic EPS,7.23,10.62,6.96,5.09,7.83,,2022,birlasoft
34,Diluted EPS,7.20,10.49,6.81,5.05,7.74,,2022,birlasoft
35,EPS After Extra Ordinary,,,,,,,2022,birlasoft
36,Basic EPS.,7.23,10.62,6.96,5.09,7.83,,2022,birlasoft
37,Diluted EPS.,7.20,10.49,6.81,5.05,7.74,,2022,birlasoft
38,Public Share Holding,,,,,,,2022,birlasoft
39,No Of Shares (Crores),--,--,--,--,--,,2022,birlasoft
40,Share Holding (%),--,--,--,--,--,,2022,birlasoft
41,Promoters and Promoter Group Shareholding,,,,,,,2022,birlasoft
42,a) Pledged/Encumbered,,,,,,,2022,birlasoft
43,- Number of shares (Crores),--,--,--,--,--,,2022,birlasoft
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2022,birlasoft
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2022,birlasoft
46,b) Non-encumbered,,,,,,,2022,birlasoft
47,- Number of shares (Crores).,--,--,--,--,--,,2022,birlasoft
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2022,birlasoft
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2022,birlasoft
0,Yearly Results of Birlasoft (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2023,birlasoft
1,Net Sales/Income from operations,2417.24,2049.38,1640.53,1462.16,1001.99,,2023,birlasoft
2,Other Operating Income,--,--,--,--,--,,2023,birlasoft
