,0,1,2,3,4,5,6,Stock
12,Deferred Tax Liabilities [Net],55.85,52.85,53.35,53.76,87.81,,bergerpaintsindia
13,Other Long Term Liabilities,414.82,352.59,252.70,224.17,19.79,,bergerpaintsindia
14,Long Term Provisions,11.92,11.51,10.91,9.87,6.96,,bergerpaintsindia
15,Total Non-Current Liabilities,490.36,426.78,486.44,531.18,353.48,,bergerpaintsindia
16,CURRENT LIABILITIES,,,,,,,bergerpaintsindia
17,Short Term Borrowings,759.88,658.10,214.29,292.51,245.01,,bergerpaintsindia
18,Trade Payables,1765.69,1802.89,1497.44,1065.81,999.00,,bergerpaintsindia
19,Other Current Liabilities,381.73,350.62,295.67,301.92,257.05,,bergerpaintsindia
20,Short Term Provisions,67.25,40.11,43.28,46.35,31.97,,bergerpaintsindia
21,Total Current Liabilities,2974.55,2851.72,2050.68,1706.59,1533.03,,bergerpaintsindia
22,Total Capital And Liabilities,7967.17,7212.66,5921.05,4905.01,4362.66,,bergerpaintsindia
23,ASSETS,,,,,,,bergerpaintsindia
24,NON-CURRENT ASSETS,,,,,,,bergerpaintsindia
25,Tangible Assets,3034.16,1896.19,1748.14,1628.62,1094.78,,bergerpaintsindia
26,Intangible Assets,15.72,15.06,8.45,7.99,8.10,,bergerpaintsindia
27,Capital Work-In-Progress,110.19,605.51,106.75,178.49,169.89,,bergerpaintsindia
28,Fixed Assets,3160.42,2516.76,1863.34,1815.10,1272.77,,bergerpaintsindia
29,Non-Current Investments,130.15,147.06,145.89,135.82,144.12,,bergerpaintsindia
30,Deferred Tax Assets [Net],0.76,1.17,3.41,5.51,0.71,,bergerpaintsindia
31,Long Term Loans And Advances,0.00,0.00,26.76,19.19,16.91,,bergerpaintsindia
32,Other Non-Current Assets,229.70,214.69,87.69,63.98,64.39,,bergerpaintsindia
33,Total Non-Current Assets,3802.72,3155.24,2414.72,2318.56,1768.15,,bergerpaintsindia
34,CURRENT ASSETS,,,,,,,bergerpaintsindia
35,Current Investments,52.96,87.27,209.78,179.35,250.80,,bergerpaintsindia
36,Inventories,2319.12,2315.83,1616.13,1278.46,1233.53,,bergerpaintsindia
37,Trade Receivables,1243.12,1053.68,1019.72,714.11,671.48,,bergerpaintsindia
38,Cash And Cash Equivalents,244.69,312.95,439.61,219.93,238.48,,bergerpaintsindia
39,Short Term Loans And Advances,4.09,0.00,12.92,9.84,7.98,,bergerpaintsindia
40,OtherCurrentAssets,300.47,287.69,208.17,184.76,181.33,,bergerpaintsindia
41,Total Current Assets,4164.45,4057.42,3506.33,2586.45,2583.60,,bergerpaintsindia
42,Total Assets,7967.17,7212.66,5921.05,4905.01,4362.66,,bergerpaintsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,bergerpaintsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,bergerpaintsindia
45,Contingent Liabilities,391.96,652.95,655.43,216.99,451.87,,bergerpaintsindia
46,BONUS DETAILS,,,,,,,bergerpaintsindia
47,Bonus Equity Share Capital,78.63,78.63,78.63,78.63,78.63,,bergerpaintsindia
48,NON-CURRENT INVESTMENTS,,,,,,,bergerpaintsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,bergerpaintsindia
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,bergerpaintsindia
51,CURRENT INVESTMENTS,,,,,,,bergerpaintsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,bergerpaintsindia
53,Current Investments Unquoted Book Value,52.96,87.27,209.78,179.35,250.80,,bergerpaintsindia
0,Balance Sheet of Bharat Electronics (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bharatelectronics
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bharatelectronics
2,EQUITIES AND LIABILITIES,,,,,,,bharatelectronics
3,SHAREHOLDER'S FUNDS,,,,,,,bharatelectronics
4,Equity Share Capital,730.98,243.66,243.66,243.66,243.66,,bharatelectronics
5,Total Share Capital,730.98,243.66,243.66,243.66,243.66,,bharatelectronics
6,Reserves and Surplus,13130.65,12042.27,10815.92,9827.87,8967.84,,bharatelectronics
7,Total Reserves and Surplus,13130.65,12042.27,10815.92,9827.87,8967.84,,bharatelectronics
8,Total Shareholders Funds,13861.63,12285.93,11059.58,10071.53,9211.50,,bharatelectronics
9,Minority Interest,17.75,16.34,14.99,14.17,13.30,,bharatelectronics
10,NON-CURRENT LIABILITIES,,,,,,,bharatelectronics
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,bharatelectronics
12,Deferred Tax Liabilities [Net],2.89,1.45,0.36,0.00,0.00,,bharatelectronics
13,Other Long Term Liabilities,198.47,220.50,173.16,232.62,223.39,,bharatelectronics
14,Long Term Provisions,844.65,1805.32,1412.03,1164.27,923.64,,bharatelectronics
15,Total Non-Current Liabilities,1046.01,2027.27,1585.55,1396.89,1147.03,,bharatelectronics
16,CURRENT LIABILITIES,,,,,,,bharatelectronics
17,Short Term Borrowings,0.00,0.00,0.00,0.00,0.00,,bharatelectronics
18,Trade Payables,3330.38,3369.30,3298.22,2450.13,1434.05,,bharatelectronics
19,Other Current Liabilities,16607.86,15787.92,13183.31,10081.08,8533.88,,bharatelectronics
20,Short Term Provisions,627.54,423.82,350.28,334.51,480.82,,bharatelectronics
21,Total Current Liabilities,20565.78,19581.04,16831.81,12865.72,10448.75,,bharatelectronics
22,Total Capital And Liabilities,35491.17,33910.58,29491.93,24348.31,20820.58,,bharatelectronics
23,ASSETS,,,,,,,bharatelectronics
24,NON-CURRENT ASSETS,,,,,,,bharatelectronics
25,Tangible Assets,3817.80,2509.44,2485.58,2567.86,2138.88,,bharatelectronics
26,Intangible Assets,0.00,165.82,166.56,144.73,158.72,,bharatelectronics
27,Capital Work-In-Progress,0.00,445.93,397.47,246.71,322.85,,bharatelectronics
28,Fixed Assets,3817.80,3681.30,3534.82,3540.57,3146.63,,bharatelectronics
29,Non-Current Investments,649.99,1572.02,1305.94,1110.32,964.42,,bharatelectronics
30,Deferred Tax Assets [Net],503.72,620.94,463.46,498.70,472.01,,bharatelectronics
31,Long Term Loans And Advances,6.56,7.28,33.60,32.33,27.48,,bharatelectronics
32,Other Non-Current Assets,465.36,735.33,399.16,375.75,335.60,,bharatelectronics
33,Total Non-Current Assets,5443.43,6616.87,5736.98,5557.67,4946.14,,bharatelectronics
34,CURRENT ASSETS,,,,,,,bharatelectronics
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,bharatelectronics
36,Inventories,6448.04,5591.90,5007.36,4010.85,4443.35,,bharatelectronics
37,Trade Receivables,7033.48,6108.09,6561.99,6724.02,5373.67,,bharatelectronics
38,Cash And Cash Equivalents,8111.58,7563.74,5073.76,1660.50,971.87,,bharatelectronics
39,Short Term Loans And Advances,1.72,1.48,15.66,17.34,16.22,,bharatelectronics
40,OtherCurrentAssets,8452.92,8028.50,7096.18,6377.93,5069.33,,bharatelectronics
41,Total Current Assets,30047.74,27293.71,23754.95,18790.64,15874.44,,bharatelectronics
42,Total Assets,35491.17,33910.58,29491.93,24348.31,20820.58,,bharatelectronics
43,OTHER ADDITIONAL INFORMATION,,,,,,,bharatelectronics
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,bharatelectronics
45,Contingent Liabilities,0.00,2610.78,2487.16,2742.01,1396.50,,bharatelectronics
46,BONUS DETAILS,,,,,,,bharatelectronics
47,Bonus Equity Share Capital,0.00,171.25,171.25,171.25,171.25,,bharatelectronics
48,NON-CURRENT INVESTMENTS,,,,,,,bharatelectronics
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,bharatelectronics
50,Non-Current Investments Unquoted Book Value,0.00,1339.10,1116.05,948.23,834.18,,bharatelectronics
51,CURRENT INVESTMENTS,,,,,,,bharatelectronics
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,bharatelectronics
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,bharatelectronics
0,Balance Sheet of Bharat Forge (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bharatforge
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bharatforge
2,EQUITIES AND LIABILITIES,,,,,,,bharatforge
3,SHAREHOLDER'S FUNDS,,,,,,,bharatforge
4,Equity Share Capital,93.13,93.13,93.13,93.13,93.13,,bharatforge
5,Total Share Capital,93.13,93.13,93.13,93.13,93.13,,bharatforge
6,Reserves and Surplus,6612.40,6477.55,5321.99,5126.61,5282.93,,bharatforge
7,Total Reserves and Surplus,6612.40,6477.55,5321.99,5126.61,5282.93,,bharatforge
8,Total Shareholders Funds,6705.53,6570.67,5415.12,5219.74,5376.06,,bharatforge
9,Minority Interest,36.07,56.08,31.70,31.99,29.84,,bharatforge
10,NON-CURRENT LIABILITIES,,,,,,,bharatforge
11,Long Term Borrowings,1751.27,1787.34,2217.17,1874.73,1678.52,,bharatforge
12,Deferred Tax Liabilities [Net],215.33,288.92,234.58,131.08,270.21,,bharatforge
13,Other Long Term Liabilities,1257.96,615.63,569.25,165.72,44.51,,bharatforge
14,Long Term Provisions,141.17,176.07,192.31,172.18,134.29,,bharatforge
15,Total Non-Current Liabilities,3365.73,2867.96,3213.30,2343.71,2127.53,,bharatforge
16,CURRENT LIABILITIES,,,,,,,bharatforge
17,Short Term Borrowings,5101.06,3867.20,2362.59,2003.63,2094.33,,bharatforge
18,Trade Payables,2151.34,1631.37,1206.84,1030.93,1366.44,,bharatforge
19,Other Current Liabilities,934.32,524.02,840.02,834.33,575.49,,bharatforge
20,Short Term Provisions,90.13,91.65,108.28,98.51,72.56,,bharatforge
21,Total Current Liabilities,8276.86,6114.22,4517.73,3967.39,4108.82,,bharatforge
22,Total Capital And Liabilities,18384.19,15608.93,13177.84,11562.84,11642.23,,bharatforge
23,ASSETS,,,,,,,bharatforge
24,NON-CURRENT ASSETS,,,,,,,bharatforge
25,Tangible Assets,5783.79,4750.31,4700.08,3939.75,3561.19,,bharatforge
26,Intangible Assets,81.65,69.04,17.55,25.27,28.52,,bharatforge
27,Capital Work-In-Progress,696.39,1124.76,900.11,1142.68,830.68,,bharatforge
28,Fixed Assets,6566.60,5944.10,5617.75,5107.70,4420.39,,bharatforge
29,Non-Current Investments,1518.77,695.73,529.58,551.94,983.36,,bharatforge
30,Deferred Tax Assets [Net],149.53,117.11,90.07,80.42,63.96,,bharatforge
31,Long Term Loans And Advances,5.68,16.96,25.28,50.56,18.00,,bharatforge
32,Other Non-Current Assets,846.13,853.43,668.40,464.19,582.73,,bharatforge
33,Total Non-Current Assets,9382.17,7677.98,6963.40,6291.79,6103.33,,bharatforge
34,CURRENT ASSETS,,,,,,,bharatforge
35,Current Investments,1050.06,1908.02,2077.18,1066.08,540.30,,bharatforge
36,Inventories,3126.25,2710.46,1793.94,1734.70,1844.67,,bharatforge
37,Trade Receivables,3087.46,2162.30,1409.58,1493.85,2147.84,,bharatforge
38,Cash And Cash Equivalents,1039.52,603.02,472.86,575.11,475.46,,bharatforge
39,Short Term Loans And Advances,12.70,16.68,2.84,5.17,2.77,,bharatforge
40,OtherCurrentAssets,686.03,530.49,458.04,396.14,527.86,,bharatforge
41,Total Current Assets,9002.02,7930.96,6214.44,5271.05,5538.90,,bharatforge
42,Total Assets,18384.19,15608.93,13177.84,11562.84,11642.23,,bharatforge
43,OTHER ADDITIONAL INFORMATION,,,,,,,bharatforge
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,bharatforge
45,Contingent Liabilities,1085.05,1201.10,1323.64,820.45,1118.52,,bharatforge
46,BONUS DETAILS,,,,,,,bharatforge
47,Bonus Equity Share Capital,55.24,55.24,55.24,55.24,55.24,,bharatforge
48,NON-CURRENT INVESTMENTS,,,,,,,bharatforge
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,178.31,,bharatforge
50,Non-Current Investments Unquoted Book Value,0.00,0.00,291.10,287.76,805.05,,bharatforge
51,CURRENT INVESTMENTS,,,,,,,bharatforge
52,Current Investments Quoted Market Value,329.77,0.00,0.00,0.00,50.53,,bharatforge
53,Current Investments Unquoted Book Value,2180.39,1605.20,1650.90,1009.09,489.77,,bharatforge
0,Balance Sheet of Bharat Heavy Electricals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bharatheavyelectricals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bharatheavyelectricals
2,EQUITIES AND LIABILITIES,,,,,,,bharatheavyelectricals
3,SHAREHOLDER'S FUNDS,,,,,,,bharatheavyelectricals
4,Equity Share Capital,696.41,696.41,696.41,696.41,696.41,,bharatheavyelectricals
5,Total Share Capital,696.41,696.41,696.41,696.41,696.41,,bharatheavyelectricals
6,Reserves and Surplus,26131.62,25810.19,25287.25,27964.31,30207.93,,bharatheavyelectricals
7,Total Reserves and Surplus,26131.62,25810.19,25287.25,27964.31,30207.93,,bharatheavyelectricals
8,Total Shareholders Funds,26828.03,26506.60,25983.66,28660.72,30904.34,,bharatheavyelectricals
9,Minority Interest,0.00,0.00,-11.66,-9.07,-6.73,,bharatheavyelectricals
10,NON-CURRENT LIABILITIES,,,,,,,bharatheavyelectricals
11,Long Term Borrowings,0.00,0.00,0.00,0.00,95.45,,bharatheavyelectricals
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,bharatheavyelectricals
13,Other Long Term Liabilities,5089.29,4594.80,4982.75,4263.27,4410.04,,bharatheavyelectricals
14,Long Term Provisions,4101.02,3771.21,3925.56,4225.16,5476.03,,bharatheavyelectricals
15,Total Non-Current Liabilities,9190.31,8366.01,8908.31,8488.43,9981.52,,bharatheavyelectricals
16,CURRENT LIABILITIES,,,,,,,bharatheavyelectricals
17,Short Term Borrowings,5385.00,4745.00,4849.28,4947.92,2444.57,,bharatheavyelectricals
18,Trade Payables,9895.83,7749.59,6683.51,8829.16,11380.98,,bharatheavyelectricals
19,Other Current Liabilities,5273.98,5809.86,5658.59,5745.64,6740.66,,bharatheavyelectricals
20,Short Term Provisions,2796.64,3066.70,3168.52,3085.76,2488.97,,bharatheavyelectricals
21,Total Current Liabilities,23351.45,21371.15,20359.90,22608.48,23055.18,,bharatheavyelectricals
22,Total Capital And Liabilities,59369.79,56243.76,55240.21,59748.56,63934.31,,bharatheavyelectricals
23,ASSETS,,,,,,,bharatheavyelectricals
24,NON-CURRENT ASSETS,,,,,,,bharatheavyelectricals
25,Tangible Assets,2408.74,2336.34,2428.98,2738.51,2887.39,,bharatheavyelectricals
26,Intangible Assets,67.24,62.12,62.16,78.61,83.07,,bharatheavyelectricals
27,Capital Work-In-Progress,344.59,422.32,403.21,306.74,223.21,,bharatheavyelectricals
28,Fixed Assets,2829.83,2829.44,2910.70,3131.12,3205.90,,bharatheavyelectricals
29,Non-Current Investments,235.42,205.15,185.34,162.06,152.36,,bharatheavyelectricals
30,Deferred Tax Assets [Net],3422.62,3530.08,3671.24,2765.87,3505.45,,bharatheavyelectricals
31,Long Term Loans And Advances,0.00,0.00,97.39,83.17,82.82,,bharatheavyelectricals
32,Other Non-Current Assets,22799.64,21817.11,20032.18,20895.16,18606.87,,bharatheavyelectricals
33,Total Non-Current Assets,29287.51,28381.78,26896.85,27037.38,25553.40,,bharatheavyelectricals
34,CURRENT ASSETS,,,,,,,bharatheavyelectricals
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,bharatheavyelectricals
36,Inventories,6755.90,6560.21,7194.45,8908.23,7800.04,,bharatheavyelectricals
37,Trade Receivables,3128.35,3024.75,4035.07,7108.60,11863.14,,bharatheavyelectricals
38,Cash And Cash Equivalents,6642.58,7153.69,6701.45,6418.59,7503.54,,bharatheavyelectricals
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,157.71,,bharatheavyelectricals
40,OtherCurrentAssets,13555.45,11123.33,10412.39,10275.76,11056.48,,bharatheavyelectricals
41,Total Current Assets,30082.28,27861.98,28343.36,32711.18,38380.91,,bharatheavyelectricals
42,Total Assets,59369.79,56243.76,55240.21,59748.56,63934.31,,bharatheavyelectricals
43,OTHER ADDITIONAL INFORMATION,,,,,,,bharatheavyelectricals
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,bharatheavyelectricals
45,Contingent Liabilities,7661.56,7022.46,6324.64,8444.19,7759.43,,bharatheavyelectricals
46,BONUS DETAILS,,,,,,,bharatheavyelectricals
47,Bonus Equity Share Capital,464.27,464.27,464.27,464.27,464.27,,bharatheavyelectricals
48,NON-CURRENT INVESTMENTS,,,,,,,bharatheavyelectricals
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,bharatheavyelectricals
50,Non-Current Investments Unquoted Book Value,3.13,3.29,3.58,3.09,2.94,,bharatheavyelectricals
51,CURRENT INVESTMENTS,,,,,,,bharatheavyelectricals
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,bharatheavyelectricals
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,bharatheavyelectricals
0,Balance Sheet of Bharat Petroleum Corporation (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bharatpetroleumcorporation
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bharatpetroleumcorporation
2,EQUITIES AND LIABILITIES,,,,,,,bharatpetroleumcorporation
3,SHAREHOLDER'S FUNDS,,,,,,,bharatpetroleumcorporation
4,Equity Share Capital,2129.45,2129.45,2092.91,1966.89,1966.88,,bharatpetroleumcorporation
5,Total Share Capital,2129.45,2129.45,2092.91,1966.89,1966.88,,bharatpetroleumcorporation
6,Reserves and Surplus,51392.91,49776.17,50605.68,34565.45,36797.84,,bharatpetroleumcorporation
7,Total Reserves and Surplus,51392.91,49776.17,50605.68,34565.45,36797.84,,bharatpetroleumcorporation
8,Total Shareholders Funds,53522.36,51905.62,53555.08,36532.34,38764.72,,bharatpetroleumcorporation
9,Minority Interest,0.00,0.00,0.00,2056.33,2070.04,,bharatpetroleumcorporation
10,NON-CURRENT LIABILITIES,,,,,,,bharatpetroleumcorporation
11,Long Term Borrowings,41369.36,36358.93,35740.22,38043.89,34315.58,,bharatpetroleumcorporation
12,Deferred Tax Liabilities [Net],7920.55,6375.72,4934.48,6163.92,6792.01,,bharatpetroleumcorporation
13,Other Long Term Liabilities,10246.57,9585.60,8222.98,6249.59,340.68,,bharatpetroleumcorporation
14,Long Term Provisions,208.22,234.29,1608.89,1595.99,1537.63,,bharatpetroleumcorporation
15,Total Non-Current Liabilities,59744.70,52554.54,50506.57,52053.39,42985.90,,bharatpetroleumcorporation
16,CURRENT LIABILITIES,,,,,,,bharatpetroleumcorporation
17,Short Term Borrowings,19085.25,19573.75,4232.81,17795.15,8598.95,,bharatpetroleumcorporation
18,Trade Payables,24024.26,30347.72,16262.67,13107.21,17384.73,,bharatpetroleumcorporation
19,Other Current Liabilities,29002.92,30221.61,34484.62,27279.75,25097.46,,bharatpetroleumcorporation
20,Short Term Provisions,2729.28,2925.39,1950.28,2039.39,2028.58,,bharatpetroleumcorporation
21,Total Current Liabilities,74841.71,83068.47,56930.38,60221.50,53109.72,,bharatpetroleumcorporation
22,Total Capital And Liabilities,188108.77,187528.63,160992.03,150863.56,136930.38,,bharatpetroleumcorporation
23,ASSETS,,,,,,,bharatpetroleumcorporation
24,NON-CURRENT ASSETS,,,,,,,bharatpetroleumcorporation
25,Tangible Assets,101720.07,81507.29,63588.89,59793.97,48971.28,,bharatpetroleumcorporation
26,Intangible Assets,0.00,1190.19,509.42,380.60,343.56,,bharatpetroleumcorporation
27,Capital Work-In-Progress,0.00,4979.89,7645.42,9948.51,7292.90,,bharatpetroleumcorporation
28,Fixed Assets,101720.07,98130.43,81238.38,77931.31,62969.33,,bharatpetroleumcorporation
29,Non-Current Investments,22501.14,19173.63,19973.46,21819.97,19107.82,,bharatpetroleumcorporation
30,Deferred Tax Assets [Net],0.00,0.00,3.53,3.58,4.27,,bharatpetroleumcorporation
31,Long Term Loans And Advances,4336.01,3956.62,5312.00,4987.27,3829.26,,bharatpetroleumcorporation
32,Other Non-Current Assets,2334.64,3064.61,2482.17,2869.68,2238.11,,bharatpetroleumcorporation
33,Total Non-Current Assets,132095.84,125529.27,109009.54,107611.81,88148.79,,bharatpetroleumcorporation
34,CURRENT ASSETS,,,,,,,bharatpetroleumcorporation
35,Current Investments,4277.14,4442.27,6794.27,5208.54,5799.09,,bharatpetroleumcorporation
36,Inventories,38069.19,42178.74,26706.02,22242.60,22934.87,,bharatpetroleumcorporation
37,Trade Receivables,6723.78,9707.47,7834.77,5378.02,6906.25,,bharatpetroleumcorporation
38,Cash And Cash Equivalents,2574.38,2236.69,8110.11,1164.84,662.52,,bharatpetroleumcorporation
39,Short Term Loans And Advances,142.64,136.00,138.06,704.86,1684.67,,bharatpetroleumcorporation
40,OtherCurrentAssets,4225.80,3298.19,2399.26,8552.89,10794.19,,bharatpetroleumcorporation
41,Total Current Assets,56012.93,61999.36,51982.49,43251.75,48781.59,,bharatpetroleumcorporation
42,Total Assets,188108.77,187528.63,160992.03,150863.56,136930.38,,bharatpetroleumcorporation
43,OTHER ADDITIONAL INFORMATION,,,,,,,bharatpetroleumcorporation
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,bharatpetroleumcorporation
45,Contingent Liabilities,0.00,11706.79,12919.60,15222.59,22413.20,,bharatpetroleumcorporation
46,BONUS DETAILS,,,,,,,bharatpetroleumcorporation
47,Bonus Equity Share Capital,0.00,1882.32,1882.32,1882.32,1882.32,,bharatpetroleumcorporation
48,NON-CURRENT INVESTMENTS,,,,,,,bharatpetroleumcorporation
49,Non-Current Investments Quoted Market Value,0.00,637.33,328.10,221.23,908.47,,bharatpetroleumcorporation
50,Non-Current Investments Unquoted Book Value,0.00,120.81,95.72,66.63,114.31,,bharatpetroleumcorporation
51,CURRENT INVESTMENTS,,,,,,,bharatpetroleumcorporation
52,Current Investments Quoted Market Value,0.00,4442.20,6794.27,5208.54,5800.05,,bharatpetroleumcorporation
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,bharatpetroleumcorporation
0,Balance Sheet of Bharti Airtel (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,bhartiairtel
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,bhartiairtel
2,EQUITIES AND LIABILITIES,,,,,,,bhartiairtel
3,SHAREHOLDER'S FUNDS,,,,,,,bhartiairtel
4,Equity Share Capital,2836.60,2795.00,2746.00,2727.80,1998.70,,bhartiairtel
5,Total Share Capital,2836.60,2795.00,2746.00,2727.80,1998.70,,bhartiairtel
6,Reserves and Surplus,87783.40,63759.30,56206.70,74417.00,69423.50,,bhartiairtel
7,Total Reserves and Surplus,87783.40,63759.30,56206.70,74417.00,69423.50,,bhartiairtel
8,Total Shareholders Funds,90794.80,66554.30,58952.70,77144.80,71422.20,,bhartiairtel
9,Minority Interest,28881.40,25380.70,22273.90,24984.70,13525.80,,bhartiairtel
10,NON-CURRENT LIABILITIES,,,,,,,bhartiairtel
11,Long Term Borrowings,151568.60,113535.00,110560.30,91079.20,82490.10,,bhartiairtel
12,Deferred Tax Liabilities [Net],2076.20,2448.80,1610.70,1687.70,1129.70,,bhartiairtel
13,Other Long Term Liabilities,64105.90,41247.30,40492.30,33640.20,12892.50,,bhartiairtel
14,Long Term Provisions,474.40,463.90,502.00,754.80,682.30,,bhartiairtel
15,Total Non-Current Liabilities,218225.10,157695.00,153165.30,127161.90,97194.60,,bhartiairtel
16,CURRENT LIABILITIES,,,,,,,bhartiairtel
17,Short Term Borrowings,13976.20,19379.50,19229.60,26539.80,38182.90,,bhartiairtel
18,Trade Payables,32894.60,29274.10,27872.10,25019.90,26313.80,,bhartiairtel
19,Other Current Liabilities,49363.80,41027.50,41018.20,34818.60,27846.60,,bhartiairtel
20,Short Term Provisions,25729.20,24344.90,23516.00,45109.30,670.10,,bhartiairtel
21,Total Current Liabilities,121963.80,114026.00,111635.90,131487.60,93013.40,,bhartiairtel
22,Total Capital And Liabilities,446633.20,363656.00,346027.80,360779.00,275156.00,,bhartiairtel
23,ASSETS,,,,,,,bhartiairtel
24,NON-CURRENT ASSETS,,,,,,,bhartiairtel
25,Tangible Assets,149870.70,122801.10,114616.30,113662.20,81522.80,,bhartiairtel
26,Intangible Assets,93749.00,87450.90,75956.90,80974.10,86052.50,,bhartiairtel
27,Capital Work-In-Progress,11029.30,4238.60,4366.50,3997.20,8843.30,,bhartiairtel
28,Fixed Assets,293045.10,216206.70,196299.70,198918.60,177209.50,,bhartiairtel
29,Non-Current Investments,28249.40,28487.70,23472.30,11708.60,11087.80,,bhartiairtel
30,Deferred Tax Assets [Net],18951.90,19925.00,20086.40,27016.00,8937.90,,bhartiairtel
31,Long Term Loans And Advances,0.00,0.00,715.40,872.80,1645.20,,bhartiairtel
32,Other Non-Current Assets,15111.40,13177.40,17794.70,11000.60,10155.20,,bhartiairtel
33,Total Non-Current Assets,389131.90,311628.10,291274.90,284135.80,242291.80,,bhartiairtel
34,CURRENT ASSETS,,,,,,,bhartiairtel
35,Current Investments,4704.50,861.40,4078.10,13767.90,4623.20,,bhartiairtel
36,Inventories,257.60,375.00,266.00,156.90,88.40,,bhartiairtel
37,Trade Receivables,3981.50,4056.20,3637.70,4605.80,4300.60,,bhartiairtel
38,Cash And Cash Equivalents,13418.60,13494.30,13466.10,15892.70,8064.00,,bhartiairtel
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,bhartiairtel
40,OtherCurrentAssets,35139.10,33241.00,33305.00,42219.90,15788.00,,bhartiairtel
41,Total Current Assets,57501.30,52027.90,54752.90,76643.20,32864.20,,bhartiairtel
42,Total Assets,446633.20,363656.00,346027.80,360779.00,275156.00,,bhartiairtel
43,OTHER ADDITIONAL INFORMATION,,,,,,,bhartiairtel
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,bhartiairtel
45,Contingent Liabilities,41262.40,28283.50,35592.00,35221.90,36951.60,,bhartiairtel
46,BONUS DETAILS,,,,,,,bhartiairtel
47,Bonus Equity Share Capital,1566.39,1566.39,1566.39,1566.39,1566.39,,bhartiairtel
48,NON-CURRENT INVESTMENTS,,,,,,,bhartiairtel
49,Non-Current Investments Quoted Market Value,0.00,0.00,10.30,1700.20,1842.40,,bhartiairtel
50,Non-Current Investments Unquoted Book Value,0.00,0.00,27.40,327.60,351.70,,bhartiairtel
51,CURRENT INVESTMENTS,,,,,,,bhartiairtel
52,Current Investments Quoted Market Value,4704.50,861.40,4078.10,13767.90,4623.20,,bhartiairtel
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,bhartiairtel
0,Balance Sheet of Biocon (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,biocon
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,biocon
2,EQUITIES AND LIABILITIES,,,,,,,biocon
3,SHAREHOLDER'S FUNDS,,,,,,,biocon
4,Equity Share Capital,600.30,600.30,600.00,600.00,300.00,,biocon
5,Total Share Capital,600.30,600.30,600.00,600.00,300.00,,biocon
6,Reserves and Surplus,17265.70,7831.30,6930.10,6104.90,5797.10,,biocon
7,Total Reserves and Surplus,17266.60,7832.20,6931.00,6105.80,5798.00,,biocon
8,Total Shareholders Funds,17866.90,8432.50,7531.00,6705.80,6098.00,,biocon
9,Minority Interest,4621.90,1037.50,880.70,677.30,608.90,,biocon
10,NON-CURRENT LIABILITIES,,,,,,,biocon
11,Long Term Borrowings,15290.50,3998.50,2961.60,1222.20,1525.60,,biocon
12,Deferred Tax Liabilities [Net],381.80,52.30,32.30,29.80,0.00,,biocon
